"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",10710789,21470518,NA,18779379,NA,18771753,18771252,87.4,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",752201,1875438,NA,1688407,NA,1688407,1687090,90,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",408636,825142,NA,788554,NA,782377,777261,94.8,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",476465,994371,NA,683414,NA,680108,677155,68.4,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",411053,1038237,NA,843163,NA,843163,843163,81.2,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",698795,1352195,NA,576576,NA,576576,576576,42.6,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",511832,1029126,NA,946674,NA,939024,931715,91.2,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",407382,782506,NA,757434,NA,757434,757434,96.8,2010,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",6523520,11162799,NA,7351005,NA,7341995,7315184,65.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",620956,1242828,NA,993903,NA,991803,932192,79.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",911784,1682402,NA,1173003,NA,1172994,1172744,69.7,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",706848,1721984,NA,1463708,NA,1461076,1458446,84.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",2452976,9621663,NA,8366518,NA,8366518,8364379,87,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",443320,662008,NA,635938,NA,635938,635002,96.1,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",701484,1334653,NA,1181926,NA,1181926,1181926,88.6,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",846590,1510710,NA,1319043,NA,1319043,1319043,87.3,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUAROCHIRI",771774,1874105,NA,1609900,NA,1609900,1578614,85.9,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO",574736,859596,NA,757785,NA,757785,757785,88.2,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LANGA",614370,891184,NA,831552,NA,831552,831552,93.3,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS",700524,1595696,NA,1258013,NA,1253513,1253513,78.6,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE MARIATANA",671096,1190668,NA,1025465,NA,1025465,1025465,86.1,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE RICARDO PALMA",1662619,3325143,NA,2749061,NA,2749061,2749061,82.7,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA",659610,1152419,NA,1054158,NA,1054158,927215,91.5,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",2103726,6272300,NA,3901724,NA,3901724,3900054,62.2,2010,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",2103726,6272300,NA,3901724,NA,3901724,3900054,62.2,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME",653069,1269768,NA,1106182,NA,1106182,1106170,87.1,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN DAMIAN",673944,927829,NA,734289,NA,727589,716309,78.4,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS",643464,1286150,NA,731405,NA,725025,719232,56.4,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TANTARANCHE",466471,1286268,NA,796124,NA,795724,795397,61.9,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI",593066,1179032,NA,1021522,NA,1021522,1021522,86.6,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO",2336711,4585262,NA,3611774,NA,3610989,3591989,78.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO",890058,2056750,NA,1290271,NA,1284039,1250222,62.4,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CASTA",1244812,2350841,NA,1541108,NA,1541108,1541108,65.6,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE",399314,616430,NA,296100,NA,294500,292269,47.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANGALLAYA",498057,953355,NA,830134,NA,830134,816292,87.1,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA",873927,1315961,NA,1116422,NA,1116422,1116422,84.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA EULALIA",3781618,5569321,NA,4476976,NA,4475293,4471918,80.4,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA",533876,1034698,NA,975641,NA,975641,856263,94.3,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA",484236,1338907,NA,886985,NA,886985,886985,66.2,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS",1025603,2136525,NA,2002825,NA,1999718,1993937,93.6,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SURCO",1107073,1909228,NA,1620184,NA,1619012,1619012,84.8,2010,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD PROVINCIAL DE HUAURA",20394798,30493491,NA,25846393,NA,25845393,25716555,84.8,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE AMBAR",753476,1682434,NA,1281019,NA,1274519,1274519,75.8,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN",1169040,1939006,NA,1797997,NA,1797997,1780443,92.7,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CHECRAS",549830,2182015,NA,1007711,NA,1007711,1007711,46.2,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUALMAY",3201196,10296019,NA,9571994,NA,9571994,9570821,93,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUAURA",5310730,8500841,NA,8212158,NA,8210239,8193678,96.6,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO",678140,1200487,NA,1127876,NA,1123691,1122551,93.6,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE PACCHO",703826,1167947,NA,962215,NA,956239,956239,81.9,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA LEONOR",845497,1776064,NA,1447631,NA,1442244,1442244,81.2,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA",5195245,9788012,NA,9366755,NA,9366755,9366755,95.7,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SAYAN",5801245,10835386,NA,8406142,NA,8405724,8405724,77.6,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE VEGUETA",4375303,6425076,NA,5975797,NA,5975797,5970102,93,2010,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD PROVINCIAL DE OYON",6083248,46326457,NA,15896217,NA,15895832,15895832,34.3,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE ANDAJES",504522,1046707,NA,1034842,NA,1034842,1034842,98.9,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE CAUJUL",450167,1063280,NA,879725,NA,879725,879528,82.7,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE COCHAMARCA",670817,1222420,NA,1109005,NA,1109005,1109005,90.7,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE NAVAN",525970,1369910,NA,732788,NA,732788,732788,53.5,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE PACHANGARA",1299745,2781168,NA,2222926,NA,2222926,2222926,79.9,2010,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD PROVINCIAL DE YAUYOS",2952510,32043477,NA,22983026,NA,22969216,22967513,71.7,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE ALIS",1691250,2894802,NA,2264318,NA,2264318,2264224,78.2,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAUCA",896662,1834657,NA,1230092,NA,1230092,1230092,67,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAVIRI",522423,1009470,NA,919938,NA,919938,918558,91.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AZANGARO",493266,741367,NA,692834,NA,690334,688394,93.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CACRA",533035,812837,NA,714999,NA,714999,703423,88,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CARANIA",489578,797169,NA,667570,NA,667570,667570,83.7,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CATAHUASI",770184,1367905,NA,1131379,NA,1131129,1125706,82.7,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CHOCOS",699853,1280733,NA,1056222,NA,1056151,1054590,82.5,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COCHAS",423125,780179,NA,720744,NA,720744,720744,92.4,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COLONIA",780334,2149570,NA,1569843,NA,1569843,1565288,73,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HONGOS",500865,1013607,NA,603726,NA,603726,601820,59.6,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",390904,775148,NA,618636,NA,605607,605607,78.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",605644,899943,NA,877874,NA,877874,877874,97.5,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",541460,721000,NA,700685,NA,700685,700685,97.2,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",1129853,1650548,NA,1374914,NA,1374914,1374914,83.3,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",449205,611666,NA,588134,NA,588134,582278,96.2,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",1644249,2530960,NA,2463528,NA,2456973,2446077,97.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",719684,960359,NA,712683,NA,710537,710537,74,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",592595,753830,NA,536096,NA,536096,534536,71.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",500523,672253,NA,384119,NA,384119,384119,57.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",505453,1481450,NA,747881,NA,746144,745414,50.4,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",615182,829718,NA,807215,NA,807215,807215,97.3,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",512015,804381,NA,724770,NA,724770,724713,90.1,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",408729,591140,NA,573226,NA,573226,573226,97,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",436034,506226,NA,462492,NA,462492,454419,91.4,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",480321,1140175,NA,1028108,NA,1028108,1028108,90.2,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",540932,735390,NA,729224,NA,729224,729224,99.2,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",894658,2279081,NA,1954378,NA,1954378,1953178,85.8,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TUPE",755102,1452687,NA,1258271,NA,1258271,1258271,86.6,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VIÑAC",833248,1975742,NA,1759093,NA,1759093,1758547,89,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VITIS",522770,977198,NA,644094,NA,644094,644094,65.9,2010,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD METROPOLITANA DE LIMA",921773535,1661163447,NA,1333559134,NA,1333546629,1256722903,80.3,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ANCON",6661944,11714134,NA,8742646,NA,8742146,8721067,74.6,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ATE - VITARTE",82830999,137168716,NA,107506895,NA,105695263,105680327,77.1,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BARRANCO",16082172,18401866,NA,14258849,NA,13809181,13102536,75,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BREÑA",20507195,26354971,NA,16255879,NA,16255879,16008807,61.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CARABAYLLO",29467218,48108242,NA,33377993,NA,33369565,33272434,69.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHACLACAYO",9064794,10948182,NA,9521387,NA,9478203,9463984,86.6,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHORRILLOS",62709951,79882604,NA,70323243,NA,70323243,70168201,88,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CIENEGUILLA",5923681,9544661,NA,8670738,NA,8668938,8667837,90.8,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE COMAS",55481813,79665648,NA,61673264,NA,61665388,61412793,77.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE EL AGUSTINO",24571804,32916091,NA,28408976,NA,28406844,27024312,86.3,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA",22956137,41932793,NA,29561966,NA,29561966,27710453,70.5,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE JESUS MARIA",39370259,56093774,NA,45965983,NA,45963306,43648637,81.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA MOLINA",75014917,100670806,NA,93338985,NA,93338985,93268497,92.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA VICTORIA",62732838,81781782,NA,71698832,NA,71696312,70928212,87.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LINCE",24805344,30821097,NA,27050244,NA,26920794,26920794,87.3,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)",29735353,42187260,NA,26522623,NA,26522623,25731312,62.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIN",21468723,31034100,NA,26932792,NA,26827837,26481733,86.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR",19327486,34827412,NA,32836073,NA,32354441,30936366,92.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUEBLO LIBRE",22667205,27883082,NA,23380439,NA,23380439,23170025,83.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",101261334,149173707,NA,134866819,NA,134866819,131660126,90.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MIRAFLORES",101261334,149173707,NA,134866819,NA,134866819,131660126,90.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PACHACAMAC",15423198,30507849,NA,19757478,NA,16433343,15428253,53.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUCUSANA",2810835,4384866,NA,3615713,NA,3615713,3612762,82.5,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA",38362992,64715541,NA,50213358,NA,50210020,50058700,77.6,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA HERMOSA",3020554,4495788,NA,3412230,NA,3403789,3393643,75.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE PUNTA NEGRA",2925221,3770443,NA,2605991,NA,2605991,2599202,69.1,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE RIMAC",22421300,29037322,NA,20973241,NA,20949900,20885800,72.1,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLO",3115574,4490567,NA,3630493,NA,3630493,3630493,80.8,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN BORJA",51524513,60294103,NA,55173274,NA,55173274,55158804,91.5,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN ISIDRO",113686732,186695473,NA,134084609,NA,134084609,133287780,71.8,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO",91687885,156596958,NA,134649722,NA,134649722,134100119,86,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES",44698875,67623641,NA,55110707,NA,55098430,54746943,81.5,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",13939268,17847674,NA,15807917,NA,15807917,15700878,88.6,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN LUIS",13939268,17847674,NA,15807917,NA,15807917,15700878,88.6,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES",68134912,93787931,NA,64609311,NA,64608902,64045084,68.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL",39239387,72445767,NA,62735226,NA,62485459,61828130,86.3,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ANITA",30173803,45638689,NA,37164895,NA,37162840,36251980,81.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA DEL MAR",2537769,4014070,NA,3719937,NA,3719937,3719937,92.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA",3126306,3910685,NA,2633851,NA,2633851,2630078,67.4,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE SURCO",157772982,210464066,NA,179337423,NA,179337423,179057738,85.2,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE SURQUILLO",24766653,42028286,NA,39024983,NA,39024983,39019267,92.9,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA EL SALVADOR",45494144,65507930,NA,50800022,NA,50800022,50419298,77.5,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO",47748813,77998007,NA,48178932,NA,48155129,48144308,61.7,2009,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD PROVINCIAL DE BARRANCA",18323284,25877792,NA,20236644,NA,20062175,19696716,77.5,2009,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PARAMONGA",5953531,9865178,NA,8093882,NA,8093612,7701517,82,2009,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE PATIVILCA",4745958,6919631,NA,5047958,NA,5047958,4900149,73,2009,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE",5656336,6885610,NA,4837231,NA,4822850,4812369,70,2009,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD DISTRITAL DE SUPE PUERTO",3252373,4258284,NA,3374087,NA,3374087,3369918,79.2,2009,"MUNICIPALIDAD PROVINCIAL DE BARRANCA"
"MUNICIPALIDAD PROVINCIAL DE CAJATAMBO",1827313,3156922,NA,2492202,NA,2492202,2492202,78.9,2009,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE COPA",648195,1651689,NA,1416979,NA,1416979,1416979,85.8,2009,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
