"Municipalidad","PIA","PIM","Certificación","Compromiso Anual","Atención de Compromiso Mensual","Devengado","Girado","avance","periodo","PROVINCIA"
"MUNICIPALIDAD DISTRITAL DE GORGOR",976608,1769249,NA,1221613,NA,1221613,1221613,69,2009,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE HUANCAPON",735908,1487530,NA,689607,NA,689607,686167,46.4,2009,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD DISTRITAL DE MANAS",1045304,1506350,NA,1267467,NA,1267467,1267467,84.1,2009,"150301-301299: MUNICIPALIDAD PROVINCIAL DE CAJATAMBO"
"MUNICIPALIDAD PROVINCIAL DE CANTA",1636823,2988406,NA,1945411,NA,1945411,1944709,65.1,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE ARAHUAY",492763,844475,NA,717560,NA,717560,717560,85,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAMANTANGA",623953,1171384,NA,777430,NA,777430,777430,66.4,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE HUAROS",553228,940018,NA,745093,NA,745093,745093,79.3,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE LACHAQUI",578394,883020,NA,581297,NA,568434,564413,64.4,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SAN BUENAVENTURA",449109,789692,NA,606601,NA,606601,606601,76.8,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD DISTRITAL DE SANTA ROSA DE QUIVES",2239763,4053552,NA,2873312,NA,2873312,2873312,70.9,2009,"150401-301304: MUNICIPALIDAD PROVINCIAL DE CANTA"
"MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE",32951887,48703101,NA,30333771,NA,30181601,30096865,62,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ASIA",7042275,16356993,NA,12687414,NA,12618783,12523890,77.1,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CALANGO",853527,1382787,NA,1047404,NA,1047404,1046444,75.7,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CERRO AZUL",4530691,6758684,NA,4870477,NA,4768335,4768335,70.6,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE CHILCA",6288198,8985149,NA,6097536,NA,6096296,6088696,67.8,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE COAYLLO",767390,1328767,NA,865514,NA,865514,861211,65.1,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE IMPERIAL",8735198,19710324,NA,17087984,NA,17087984,17072425,86.7,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE LUNAHUANA",1657123,5397443,NA,3879989,NA,3879989,3868861,71.9,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE MALA",10580929,17094257,NA,10655765,NA,10655765,10569292,62.3,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL",6563243,10213132,NA,7016379,NA,7016379,7014092,68.7,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE PACARAN",651015,1513399,NA,1147042,NA,1147042,1147042,75.8,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE QUILMANA",4434938,6430304,NA,4810824,NA,4798238,4795016,74.6,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE FLORES",1062168,1647997,NA,1289549,NA,1289549,1288979,78.2,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE ZUÑIGA",711339,1457073,NA,1114419,NA,1111438,1097848,76.3,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD PROVINCIAL DE HUARAL",37154147,56219288,NA,26446339,NA,25279118,25252879,45,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS ALTO",669581,1121823,NA,898969,NA,898969,897880,80.1,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE ATAVILLOS BAJO",668802,1228560,NA,1082412,NA,1082412,1078997,88.1,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE AUCALLAMA",6362098,11730939,NA,7672648,NA,7630837,7627412,65,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE CHANCAY",18473571,28194979,NA,17521150,NA,17517817,17509107,62.1,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE IHUARI",1259383,2297210,NA,1528739,NA,1528739,1516267,66.5,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE LAMPIAN",532121,861669,NA,535963,NA,535963,534174,62.2,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE PACARAOS",614523,1013500,NA,729346,NA,728161,727987,71.8,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACOS",493910,2011673,NA,1339141,NA,1339141,1328704,66.6,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE ANDAMARCA",870263,1551068,NA,851601,NA,851601,848783,54.9,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL DE SUMBILCA",722683,1105526,NA,920188,NA,920188,908180,83.2,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD DISTRITAL VEINTISIETE DE NOVIEMBRE",480805,1028026,NA,770585,NA,769098,766748,74.8,2009,"150601-301327: MUNICIPALIDAD PROVINCIAL DE HUARAL"
"MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA",8061302,11826986,NA,7375331,NA,7375331,7359199,62.4,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE ANTIOQUIA",1269411,1772366,NA,1025834,NA,1024934,1024934,57.8,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CALLAHUANCA",1466861,2204789,NA,1426135,NA,1426135,1422110,64.7,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CARAMPOMA",1136086,2404830,NA,1912492,NA,1912492,1909678,79.5,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CHICLA",12082240,24490043,NA,11200367,NA,11198402,11191747,45.7,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JOSE DE LOS CHORRILLOS - CUENCA",615336,995471,NA,798090,NA,798090,798090,80.2,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUACHUPAMPA",1179072,1907986,NA,1492487,NA,1492487,1492487,78.2,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUANZA",1696764,2450881,NA,1490131,NA,1489276,1450132,60.8,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE HUAROCHIRI",1196712,4105270,NA,2897905,NA,2897905,2897905,70.6,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LAHUAYTAMBO",973425,1259910,NA,850566,NA,850566,850566,67.5,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE LANGA",1051374,1480393,NA,1005297,NA,1005297,1005297,67.9,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE LARAOS",1263183,2289283,NA,1275285,NA,1275045,1275038,55.7,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE MARIATANA",1420696,2226362,NA,1450123,NA,1450123,1443843,65.1,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE RICARDO PALMA",3194095,4402463,NA,2434836,NA,2432930,2422296,55.3,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA",1446509,2217067,NA,1357039,NA,1354656,1339204,61.1,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",3884798,8777322,NA,4374122,NA,4365614,4329992,49.7,2009,"150501-301311: MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE"
"MUNICIPALIDAD DISTRITAL DE SAN ANTONIO",3884798,8777322,NA,4374122,NA,4365614,4329992,49.7,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN BARTOLOME",1254629,1848103,NA,1173766,NA,1173766,1173764,63.5,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN DAMIAN",1468661,1780427,NA,889115,NA,889115,889115,49.9,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE IRIS",914318,1482875,NA,993252,NA,993252,992452,67,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN JUAN DE TANTARANCHE",716658,1481953,NA,711676,NA,711676,711676,48,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN LORENZO DE QUINTI",1193357,2530366,NA,1289632,NA,1286217,1279235,50.8,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO",4996343,11812413,NA,6748045,NA,6747973,6743890,57.1,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN MATEO DE OTAO",1832546,4410700,NA,2877342,NA,2877342,2877342,65.2,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE CASTA",1839347,3600311,NA,2359231,NA,2359231,2358024,65.5,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE HUANCAYRE",480309,765348,NA,583989,NA,583989,583989,76.3,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANGALLAYA",821995,1193753,NA,790815,NA,787135,787135,65.9,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA CRUZ DE COCACHACRA",1294206,1764933,NA,1132340,NA,1132340,1132340,64.2,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTA EULALIA",6445416,8115262,NA,4960802,NA,4960802,4946680,61.1,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE ANCHUCAYA",782055,1355978,NA,893816,NA,893816,893816,65.9,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTIAGO DE TUNA",812708,1327058,NA,861881,NA,861881,861881,64.9,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SANTO DOMINGO DE LOS OLLEROS",2577649,4317682,NA,2808387,NA,2808387,2802742,65,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD DISTRITAL DE SURCO",1817691,3110462,NA,1980312,NA,1979712,1979012,63.6,2009,"150701-301339: MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI - MATUCANA"
"MUNICIPALIDAD PROVINCIAL DE HUAURA",23195923,33093227,NA,27275895,NA,27271243,27228808,82.4,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE AMBAR",1252964,2205356,NA,1430292,NA,1430292,1430292,64.9,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CALETA DE CARQUIN",1813855,3280116,NA,2481927,NA,2481927,2479627,75.7,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE CHECRAS",751980,1302615,NA,1105859,NA,1105859,1105856,84.9,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUALMAY",4839227,8849749,NA,6867186,NA,6867085,6024638,77.6,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE HUAURA",8802223,11025821,NA,7478460,NA,7478399,7359874,67.8,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE LEONCIO PRADO",1014919,2203337,NA,1677988,NA,1674978,1674478,76,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE PACCHO",1075613,1363813,NA,1009607,NA,1009338,1009338,74,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA LEONOR",3195015,5638511,NA,3204907,NA,3199868,3083924,56.8,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SANTA MARIA",8759132,10225048,NA,6597150,NA,6597150,6597150,64.5,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE SAYAN",8554760,15278826,NA,8384278,NA,8384024,8341815,54.9,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD DISTRITAL DE VEGUETA",7391328,9182108,NA,6008949,NA,6008949,5995046,65.4,2009,"150801-301371: MUNICIPALIDAD PROVINCIAL DE HUAURA"
"MUNICIPALIDAD PROVINCIAL DE OYON",14992841,40449102,NA,11766410,NA,11491537,11399055,28.4,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE ANDAJES",2414838,3640897,NA,1773946,NA,1773946,1773946,48.7,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE CAUJUL",968750,2163909,NA,1140672,NA,1140671,1139625,52.7,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE COCHAMARCA",1840097,2406973,NA,1307961,NA,1307961,1307961,54.3,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE NAVAN",1169159,2693264,NA,1731189,NA,1731189,1731189,64.3,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD DISTRITAL DE PACHANGARA",5216446,6349260,NA,2245505,NA,2245505,2245505,35.4,2009,"150901-301383: MUNICIPALIDAD PROVINCIAL DE OYON"
"MUNICIPALIDAD PROVINCIAL DE YAUYOS",3524371,19420989,NA,14088641,NA,13897565,13897469,71.6,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE ALIS",1672778,3127157,NA,2264314,NA,2264314,2262774,72.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAUCA",1158276,4201960,NA,1978669,NA,1978669,1974233,47.1,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AYAVIRI",681439,1222289,NA,790861,NA,790861,790861,64.7,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE AZANGARO",589618,1505373,NA,1346905,NA,1346185,1338017,89.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CACRA",678577,964038,NA,718420,NA,718420,709989,74.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CARANIA",529736,877356,NA,743154,NA,743154,743154,84.7,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CATAHUASI",969609,2087330,NA,1786939,NA,1785939,1584266,85.6,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE CHOCOS",793098,1564985,NA,1285807,NA,1285807,1262010,82.2,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COCHAS",451092,777509,NA,599969,NA,599969,599969,77.2,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE COLONIA",1003365,2058344,NA,1497510,NA,1497510,1475150,72.8,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HONGOS",559569,1267880,NA,933290,NA,933290,933290,73.6,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAMPARA",443537,648874,NA,497082,NA,496082,496082,76.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANCAYA",677209,1099126,NA,1015585,NA,1013085,1013085,92.2,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANGASCAR",585305,937909,NA,885463,NA,885463,885463,94.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUANTAN",1077860,1776700,NA,1500598,NA,1500598,1500598,84.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE HUAÑEC",512857,732889,NA,539319,NA,539319,537957,73.6,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LARAOS",1728122,2365959,NA,1681659,NA,1681459,1676982,71.1,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE LINCHA",750333,1048286,NA,830722,NA,827249,827249,78.9,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE MADEAN",740252,1191080,NA,1055977,NA,1055977,1055273,88.7,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE OMAS",597020,1021909,NA,884018,NA,884018,884018,86.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE PUTINZA",585770,1625330,NA,1063381,NA,1063381,1044086,65.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINCHES",851654,1213439,NA,1001131,NA,1001131,1001027,82.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE QUINOCAY",628498,1187681,NA,964882,NA,964882,964882,81.2,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN JOAQUIN",424156,716877,NA,663308,NA,663308,663283,92.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PILAS",750494,1066440,NA,644385,NA,637811,636227,59.8,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TANTA",577174,1101061,NA,1013490,NA,1011790,1011790,91.9,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TAURIPAMPA",649590,1138352,NA,1043704,NA,1043704,1042224,91.7,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TOMAS",1372619,2007667,NA,992182,NA,992182,991957,49.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE TUPE",727063,1229839,NA,715080,NA,715080,715080,58.1,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VIÑAC",1167618,2325356,NA,1294448,NA,1290687,1290686,55.5,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD DISTRITAL DE VITIS",536035,861207,NA,598031,NA,597831,597831,69.4,2009,"151001-301389: MUNICIPALIDAD PROVINCIAL DE YAUYOS"
"MUNICIPALIDAD METROPOLITANA DE LIMA",750886774,1397248497,NA,996200175,NA,996200175,979697498,71.3,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ANCON",6445980,9245402,NA,7084724,NA,7084724,7083990,76.6,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE ATE - VITARTE",77121791,110257191,NA,82966782,NA,79205252,79158841,71.8,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BARRANCO",13010122,16561147,NA,14677970,NA,14677970,14378937,88.6,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE BREÑA",19215831,25371235,NA,20410522,NA,20410522,20406918,80.4,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CARABAYLLO",27079962,35079374,NA,31028906,NA,31028906,30832210,88.5,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHACLACAYO",9655962,10880495,NA,8675678,NA,8675678,8667638,79.7,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CHORRILLOS",50087359,66605757,NA,61641035,NA,61641035,61096043,92.5,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE CIENEGUILLA",5932833,7568575,NA,7082586,NA,7082586,7082585,93.6,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE COMAS",54592606,67270661,NA,55776025,NA,55776025,55476057,82.9,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE EL AGUSTINO",22785730,29907550,NA,27492611,NA,27492611,27244592,91.9,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE INDEPENDENCIA",23699734,32257323,NA,26303781,NA,26300341,26067546,81.5,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE JESUS MARIA",30128124,70379873,NA,66923575,NA,66923575,66795382,95.1,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA MOLINA",70055438,73461907,NA,63426817,NA,63426817,62103762,86.3,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LA VICTORIA",64014175,73019807,NA,67605309,NA,67534558,67335845,92.5,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LINCE",19240217,31493723,NA,26970492,NA,26970492,26655849,85.6,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIGANCHO (CHOSICA)",26909234,34313238,NA,25590410,NA,25571839,25554246,74.5,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE LURIN",14870030,25743425,NA,22201364,NA,22201364,21956911,86.2,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
"MUNICIPALIDAD DISTRITAL DE MAGDALENA DEL MAR",17402951,26413745,NA,23424689,NA,23424689,22925196,88.7,2008,"MUNICIPALIDAD METROPOLITANA DE LIMA"
