"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
120606,JUNÍN,SATIPO,PANGOA,100.0,97.6,84,254,259,124,11.7,35.2,35.9,17.2,78,222,290,132,10.8,30.7,40.2,18.3
120607,JUNÍN,SATIPO,RIO NEGRO,100.0,98.4,37,103,78,33,14.7,41.2,31.0,13.2,47,80,98,26,18.6,31.9,38.9,10.5
120608,JUNÍN,SATIPO,RIO TAMBO,100.0,94.6,27,45,39,18,20.8,34.8,30.2,14.3,34,31,53,11,26.2,23.8,41.3,8.7
120701,JUNÍN,TARMA,TARMA,100.0,96.5,34,161,293,350,4.1,19.2,35.0,41.7,33,179,353,273,3.9,21.4,42.1,32.6
120702,JUNÍN,TARMA,ACOBAMBA,100.0,97.0,12,25,35,29,12.3,24.6,34.6,28.5,7,24,46,25,6.5,23.4,45.6,24.5
120703,JUNÍN,TARMA,HUARICOLCA,100.0,96.6,3,12,9,4,11.1,42.9,32.2,13.8,2,7,14,6,7.3,25.3,46.7,20.7
120704,JUNÍN,TARMA,HUASAHUASI,100.0,97.8,17,47,45,27,12.6,34.3,33.2,19.8,20,32,58,27,14.4,23.3,42.6,19.7
120705,JUNÍN,TARMA,LA UNION,100.0,100.0,5,11,19,8,11.6,25.6,44.2,18.6,6,10,17,10,14.0,23.3,39.5,23.3
120706,JUNÍN,TARMA,PALCA,100.0,98.8,18,41,20,7,20.6,48.0,23.3,8.1,21,24,36,5,23.8,28.1,42.2,5.8
120707,JUNÍN,TARMA,PALCAMAYO,100.0,98.0,5,13,18,14,10.5,26.1,35.7,27.7,7,7,24,12,14.6,14.2,47.3,24.0
120708,JUNÍN,TARMA,SAN PEDRO DE CAJAS,100.0,100.0,1,11,22,10,2.3,25.0,50.0,22.7,2,17,16,9,4.5,38.6,36.4,20.5
120709,JUNÍN,TARMA,TAPO,100.0,100.0,32,34,16,3,37.6,40.0,18.8,3.5,43,27,13,2,50.6,31.8,15.3,2.4
120801,JUNÍN,YAULI,LA OROYA,100.0,98.8,7,62,123,148,2.1,18.2,36.2,43.5,8,50,150,133,2.4,14.7,43.9,39.1
120803,JUNÍN,YAULI,HUAY-HUAY,100.0,100.0,0,8,16,12,0.0,22.2,44.4,33.3,0,4,19,13,0.0,11.1,52.8,36.1
120804,JUNÍN,YAULI,MARCAPOMACOCHA,100.0,88.9,2,2,3,1,25.0,25.0,37.5,12.5,2,1,6,0,25.0,12.5,62.5,0.0
120805,JUNÍN,YAULI,MOROCOCHA,100.0,98.9,2,25,38,22,2.3,28.7,43.6,25.3,5,11,44,27,5.7,12.6,50.6,31.1
120806,JUNÍN,YAULI,PACCHA,100.0,100.0,0,0,5,9,0.0,0.0,35.7,64.3,0,1,8,5,0.0,7.1,57.1,35.7
120807,JUNÍN,YAULI,SANTA BARBARA DE CARHUACAYAN,100.0,100.0,2,4,1,0,28.6,57.1,14.3,0.0,1,4,2,0,14.3,57.1,28.6,0.0
120808,JUNÍN,YAULI,SANTA ROSA DE SACCO,100.0,100.0,1,6,19,37,1.6,9.5,30.2,58.7,1,6,29,27,1.6,9.5,46.0,42.9
120809,JUNÍN,YAULI,SUITUCANCHA,100.0,100.0,0,4,6,3,0.0,30.8,46.2,23.1,1,5,3,4,7.7,38.5,23.1,30.8
120810,JUNÍN,YAULI,YAULI,100.0,95.2,4,18,23,19,5.6,28.0,36.7,29.7,2,13,29,19,3.2,20.8,46.3,29.7
120901,JUNÍN,CHUPACA,CHUPACA,100.0,98.7,25,115,218,166,4.8,21.8,41.6,31.7,24,90,236,176,4.6,17.1,44.9,33.5
120902,JUNÍN,CHUPACA,AHUAC,100.0,98.8,7,24,30,20,8.7,30.2,36.8,24.3,5,15,37,24,6.2,18.9,45.7,29.3
120903,JUNÍN,CHUPACA,CHONGOS BAJO,100.0,95.7,5,16,18,8,10.6,33.9,37.9,17.6,2,15,23,6,4.3,32.8,49.4,13.6
120904,JUNÍN,CHUPACA,HUACHAC,100.0,100.0,5,6,15,14,12.4,14.8,37.6,35.1,1,7,17,15,2.4,17.5,42.5,37.6
120905,JUNÍN,CHUPACA,HUAMANCACA CHICO,100.0,96.7,5,27,44,15,5.6,29.7,48.7,16.0,2,20,59,10,2.2,21.9,64.6,11.3
120906,JUNÍN,CHUPACA,SAN JUAN DE ISCOS,100.0,100.0,1,10,10,7,3.6,35.7,35.7,25.0,1,7,12,8,3.6,25.0,42.9,28.6
120907,JUNÍN,CHUPACA,SAN JUAN DE JARPA,100.0,97.6,4,19,14,4,10.1,45.8,33.9,10.1,2,14,19,7,4.8,33.9,45.8,15.5
120908,JUNÍN,CHUPACA,TRES DE DICIEMBRE,100.0,96.6,1,11,9,7,3.4,38.9,32.6,25.1,2,6,16,5,7.1,21.4,53.8,17.7
120909,JUNÍN,CHUPACA,YANACANCHA,100.0,97.9,12,15,18,2,24.6,32.4,38.7,4.3,17,10,15,5,35.8,21.5,32.0,10.6
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,100.0,96.0,200,1137,2059,2743,3.3,18.5,33.5,44.7,288,1163,2805,1883,4.7,18.9,45.7,30.7
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,100.0,96.0,108,624,1032,819,4.2,24.2,40.0,31.7,104,530,1262,687,4.0,20.5,48.9,26.6
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,100.0,96.6,53,248,398,332,5.2,24.0,38.6,32.2,59,232,468,272,5.7,22.5,45.4,26.4
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,100.0,95.3,50,292,433,294,4.7,27.3,40.5,27.5,74,271,527,197,6.9,25.3,49.3,18.4
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,100.0,96.3,119,611,991,836,4.6,23.9,38.8,32.7,130,537,1214,675,5.1,21.0,47.5,26.4
130106,LA LIBERTAD,TRUJILLO,LAREDO,100.0,95.9,38,188,221,144,6.4,31.8,37.4,24.4,37,169,278,107,6.3,28.5,47.1,18.1
130107,LA LIBERTAD,TRUJILLO,MOCHE,100.0,94.6,19,143,210,166,3.6,26.6,39.0,30.8,29,131,255,123,5.4,24.3,47.5,22.9
130108,LA LIBERTAD,TRUJILLO,POROTO,100.0,96.4,18,22,10,5,31.8,40.5,18.4,9.2,29,11,11,4,53.4,20.0,19.3,7.3
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,100.0,93.6,9,62,110,87,3.3,23.1,41.1,32.5,13,43,146,65,4.9,16.1,54.6,24.4
130110,LA LIBERTAD,TRUJILLO,SIMBAL,100.0,95.9,3,16,32,23,4.0,21.3,43.7,30.9,6,15,39,15,8.3,19.8,52.0,19.8
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,100.0,95.5,25,149,310,378,2.9,17.3,35.9,43.8,34,193,425,210,4.0,22.4,49.3,24.4
130201,LA LIBERTAD,ASCOPE,ASCOPE,100.0,98.2,11,33,36,31,10.3,29.7,32.2,27.7,16,28,53,14,14.1,25.1,47.9,12.8
130202,LA LIBERTAD,ASCOPE,CHICAMA,100.0,98.0,17,67,89,75,6.8,27.1,35.7,30.3,25,55,104,64,10.2,22.1,41.9,25.8
130203,LA LIBERTAD,ASCOPE,CHOCOPE,100.0,98.0,9,46,52,43,6.2,30.4,34.6,28.8,19,35,64,33,12.3,23.1,42.6,22.0
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,100.0,100.0,1,3,4,6,7.1,21.4,28.6,42.9,0,3,9,2,0.0,21.4,64.3,14.3
130205,LA LIBERTAD,ASCOPE,PAIJAN,100.0,97.3,40,107,178,151,8.4,22.5,37.4,31.6,37,99,198,143,7.7,20.8,41.5,29.9
130206,LA LIBERTAD,ASCOPE,RAZURI,100.0,97.9,6,46,63,31,4.4,31.5,43.1,21.1,13,26,75,32,8.7,17.8,51.7,21.8
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,100.0,96.8,17,86,103,77,6.1,30.3,36.3,27.3,24,67,114,79,8.5,23.5,40.2,27.7
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,100.0,93.2,44,150,149,112,9.7,33.0,32.6,24.6,63,132,189,71,13.8,29.1,41.6,15.6
130301,LA LIBERTAD,BOLÍVAR,BOLIVAR,100.0,86.8,24,24,21,6,31.6,32.2,28.1,8.1,17,18,30,11,22.3,23.4,39.4,14.9
130302,LA LIBERTAD,BOLÍVAR,BAMBAMARCA,100.0,93.7,67,56,16,3,47.3,39.3,11.2,2.1,80,42,18,2,56.3,29.7,12.4,1.7
130303,LA LIBERTAD,BOLÍVAR,CONDORMARCA,100.0,93.8,26,26,9,4,39.4,40.2,14.0,6.5,29,22,13,2,45.0,33.1,19.4,2.6
130304,LA LIBERTAD,BOLÍVAR,LONGOTEA,100.0,97.5,2,11,15,13,5.0,26.2,36.3,32.5,1,8,17,14,2.8,20.1,42.1,35.0
130305,LA LIBERTAD,BOLÍVAR,UCHUMARCA,100.0,87.0,0,30,14,10,0.0,56.0,25.9,18.1,6,21,24,4,10.3,37.9,44.8,7.0
130306,LA LIBERTAD,BOLÍVAR,UCUNCHA,100.0,96.8,1,16,10,4,3.3,50.0,33.3,13.3,5,18,6,2,16.7,56.7,20.0,6.7
130401,LA LIBERTAD,CHEPÉN,CHEPEN,100.0,98.1,50,184,282,265,6.4,23.6,36.1,33.9,73,163,348,196,9.3,20.9,44.6,25.2
130402,LA LIBERTAD,CHEPÉN,PACANGA,100.0,97.5,52,126,93,94,14.2,34.5,25.5,25.9,59,102,141,62,16.3,28.0,38.7,17.0
130403,LA LIBERTAD,CHEPÉN,PUEBLO NUEVO,100.0,97.3,21,72,74,54,9.4,32.6,33.6,24.3,18,70,104,28,8.0,31.8,47.3,12.9
130501,LA LIBERTAD,JULCÁN,JULCAN,100.0,97.7,35,77,46,19,19.8,43.4,26.3,10.5,44,52,61,19,24.9,29.3,34.7,11.0
130502,LA LIBERTAD,JULCÁN,CALAMARCA,100.0,100.0,24,49,24,5,23.5,48.0,23.5,4.9,26,38,35,3,25.5,37.2,34.3,2.9
130503,LA LIBERTAD,JULCÁN,CARABAMBA,100.0,97.3,31,60,36,23,21.0,39.9,24.0,15.1,31,49,43,27,20.9,32.8,28.4,17.9
130504,LA LIBERTAD,JULCÁN,HUASO,100.0,95.4,68,57,23,3,45.0,37.8,15.0,2.2,58,61,27,6,38.1,40.5,17.8,3.7
130601,LA LIBERTAD,OTUZCO,OTUZCO,100.0,98.0,64,166,147,137,12.4,32.4,28.5,26.7,53,116,204,141,10.4,22.6,39.7,27.3
130602,LA LIBERTAD,OTUZCO,AGALLPAMPA,100.0,97.8,43,89,75,22,18.8,38.8,32.9,9.4,40,65,92,31,17.4,28.6,40.3,13.7
130605,LA LIBERTAD,OTUZCO,HUARANCHAL,100.0,98.5,5,14,29,19,7.6,21.3,42.3,28.8,6,10,30,21,9.2,15.1,43.9,31.8
130606,LA LIBERTAD,OTUZCO,LA CUESTA,100.0,100.0,2,1,2,1,33.3,16.7,33.3,16.7,4,0,1,1,66.7,0.0,16.7,16.7
130608,LA LIBERTAD,OTUZCO,MACHE,100.0,96.3,7,20,21,6,13.8,36.3,38.3,11.5,7,17,22,8,13.8,30.5,40.3,15.4
130611,LA LIBERTAD,OTUZCO,SALPO,100.0,100.0,6,25,40,9,7.5,31.2,50.0,11.2,7,33,32,8,8.7,41.3,40.0,10.0
130613,LA LIBERTAD,OTUZCO,SINSICAP,100.0,98.5,77,76,42,8,37.7,37.4,20.8,4.2,67,73,50,15,32.8,35.6,24.5,7.1
130614,LA LIBERTAD,OTUZCO,USQUIL,100.0,97.6,93,190,192,104,16.0,32.8,33.1,18.0,85,155,207,132,14.7,26.7,35.7,22.8
130701,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,100.0,98.7,3,53,99,150,1.0,17.4,32.5,49.2,9,39,149,108,3.0,12.8,48.9,35.3
130702,LA LIBERTAD,PACASMAYO,GUADALUPE,100.0,98.1,31,173,283,248,4.2,23.6,38.5,33.7,41,120,363,211,5.5,16.3,49.5,28.7
130703,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,100.0,93.3,0,12,25,23,0.0,19.9,41.6,38.6,0,0,28,32,0.0,0.0,46.6,53.4
130704,LA LIBERTAD,PACASMAYO,PACASMAYO,100.0,97.7,24,96,150,213,5.0,19.9,31.0,44.1,44,83,184,172,9.1,17.2,38.1,35.6
130705,LA LIBERTAD,PACASMAYO,SAN JOSE,100.0,96.7,3,57,71,51,1.7,31.5,38.8,28.0,9,38,95,40,5.0,20.9,52.2,21.9
130801,LA LIBERTAD,PATAZ,TAYABAMBA,100.0,96.9,124,167,90,46,29.1,39.1,21.0,10.9,129,141,126,30,30.3,33.1,29.5,7.1
130802,LA LIBERTAD,PATAZ,BULDIBUYO,100.0,96.2,23,46,30,7,21.4,44.2,28.2,6.2,35,39,27,4,33.2,37.4,25.5,4.0
130803,LA LIBERTAD,PATAZ,CHILLIA,100.0,98.4,153,181,72,26,35.4,41.8,16.7,6.1,153,146,99,35,35.3,33.7,22.9,8.1
130804,LA LIBERTAD,PATAZ,HUANCASPATA,100.0,97.3,49,64,29,8,32.5,42.5,19.4,5.6,47,60,28,15,31.4,40.2,18.4,10.0
130806,LA LIBERTAD,PATAZ,HUAYO,100.0,97.8,29,69,26,12,21.5,50.4,19.3,8.8,34,48,46,8,24.7,35.5,34.0,5.9
130807,LA LIBERTAD,PATAZ,ONGON,100.0,100.0,0,4,3,4,0.0,36.4,27.3,36.4,0,0,6,5,0.0,0.0,54.5,45.5
130808,LA LIBERTAD,PATAZ,PARCOY,100.0,96.1,69,192,159,38,15.1,42.0,34.7,8.2,86,124,198,49,18.8,27.2,43.4,10.6
130809,LA LIBERTAD,PATAZ,PATAZ,100.0,94.5,29,68,103,38,12.0,28.4,43.3,16.2,31,55,106,46,13.0,23.1,44.7,19.2
130810,LA LIBERTAD,PATAZ,PIAS,100.0,89.8,4,18,13,15,8.2,35.7,25.5,30.6,3,12,19,15,6.1,24.5,38.8,30.6
130811,LA LIBERTAD,PATAZ,SANTIAGO DE CHALLAS,100.0,100.0,11,16,9,3,28.2,41.0,23.1,7.7,10,13,15,1,25.7,33.4,38.4,2.6
130812,LA LIBERTAD,PATAZ,TAURIJA,100.0,94.9,40,20,13,5,51.1,25.3,17.2,6.4,40,20,10,8,51.2,25.4,13.2,10.3
130813,LA LIBERTAD,PATAZ,URPAY,100.0,92.9,22,23,8,3,39.1,41.6,13.4,5.9,24,16,13,2,42.9,29.1,23.9,4.1
130901,LA LIBERTAD,SÁNCHEZ CARRIÓN,HUAMACHUCO,98.2,91.9,202,430,489,356,13.7,29.1,33.1,24.1,189,336,586,366,12.8,22.7,39.7,24.8
130902,LA LIBERTAD,SÁNCHEZ CARRIÓN,CHUGAY,100.0,97.6,138,181,106,36,29.9,39.3,23.1,7.7,149,135,134,43,32.3,29.2,29.2,9.2
130903,LA LIBERTAD,SÁNCHEZ CARRIÓN,COCHORCO,100.0,96.3,126,106,50,17,42.2,35.5,16.8,5.6,141,88,57,12,47.3,29.3,19.2,4.1
130904,LA LIBERTAD,SÁNCHEZ CARRIÓN,CURGOS,100.0,98.5,51,69,51,22,26.4,35.6,26.4,11.5,50,61,64,19,25.9,31.3,33.2,9.6
130905,LA LIBERTAD,SÁNCHEZ CARRIÓN,MARCABAL,100.0,98.2,109,152,57,15,32.8,45.5,17.2,4.5,109,112,100,13,32.5,33.5,29.9,4.0
130906,LA LIBERTAD,SÁNCHEZ CARRIÓN,SANAGORAN,100.0,96.9,148,136,73,24,38.9,35.6,19.1,6.4,136,109,108,29,35.6,28.5,28.2,7.6
130907,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARIN,100.0,97.4,81,110,60,22,29.8,40.1,21.9,8.2,75,106,75,18,27.3,38.6,27.4,6.7
130908,LA LIBERTAD,SÁNCHEZ CARRIÓN,SARTIMBAMBA,100.0,95.9,173,181,69,20,39.1,40.9,15.6,4.4,217,143,78,4,49.1,32.4,17.6,0.9
131001,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,100.0,97.9,157,139,131,92,30.4,26.7,25.2,17.7,144,158,120,96,27.9,30.5,23.1,18.5
131002,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,100.0,98.5,24,54,44,11,17.9,40.6,33.2,8.3,24,29,50,30,18.2,21.6,37.6,22.6
131003,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,100.0,96.3,26,56,37,17,19.2,41.1,27.0,12.6,28,38,53,17,20.8,27.8,38.9,12.5
131004,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,100.0,100.0,4,12,10,9,11.8,34.6,28.0,25.6,5,8,18,4,14.8,23.5,50.5,11.3
131005,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,100.0,96.3,12,19,13,10,21.7,35.0,24.8,18.5,13,17,20,4,23.9,31.3,37.4,7.4
131006,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,100.0,95.8,46,103,76,36,17.6,39.6,29.0,13.9,51,85,79,46,19.4,32.6,30.2,17.7
131007,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,100.0,95.9,7,21,12,9,14.7,42.4,25.1,17.9,7,14,20,8,14.7,28.2,41.3,15.8
131008,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,100.0,96.4,28,29,41,12,25.3,26.4,37.5,10.9,27,36,31,16,24.3,32.7,28.0,15.0
131101,LA LIBERTAD,GRAN CHIMÚ,CASCAS,100.0,98.2,32,69,92,86,11.4,24.7,32.9,30.9,39,56,102,82,14.1,20.0,36.5,29.5
131102,LA LIBERTAD,GRAN CHIMÚ,LUCMA,100.0,100.0,22,26,29,6,26.5,31.3,35.0,7.2,17,19,36,11,20.5,22.9,43.4,13.3
131103,LA LIBERTAD,GRAN CHIMÚ,MARMOT,100.0,100.0,7,8,14,7,19.5,22.2,38.9,19.4,6,7,16,7,16.7,19.5,44.4,19.4
131104,LA LIBERTAD,GRAN CHIMÚ,SAYAPULLO,100.0,96.6,33,70,52,23,18.6,39.4,28.9,13.1,21,55,80,22,11.7,31.1,45.1,12.1
131201,LA LIBERTAD,VIRÚ,VIRU,100.0,98.2,83,392,479,286,6.7,31.6,38.6,23.0,105,359,559,217,8.5,28.9,45.1,17.5
131202,LA LIBERTAD,VIRÚ,CHAO,100.0,93.8,74,286,255,119,10.1,39.0,34.7,16.2,95,218,329,91,13.0,29.7,44.9,12.4
131203,LA LIBERTAD,VIRÚ,GUADALUPITO,100.0,95.7,5,21,44,23,5.0,22.8,47.4,24.7,7,16,43,26,7.3,17.3,46.9,28.4
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,100.0,96.9,151,997,1831,2238,2.9,19.1,35.1,42.9,223,961,2368,1665,4.3,18.4,45.4,31.9
140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,100.0,94.6,33,123,97,62,10.4,39.1,30.8,19.7,62,101,106,45,19.6,32.2,33.8,14.4
140103,LAMBAYEQUE,CHICLAYO,ETEN,100.0,97.3,9,56,88,73,4.0,24.7,39.0,32.3,8,35,102,81,3.6,15.5,45.2,35.7
140104,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,100.0,93.3,0,0,1,14,0.0,0.0,7.1,92.9,0,0,1,14,0.0,0.0,7.1,92.9
140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,100.0,96.1,106,648,1082,1021,3.7,22.7,37.9,35.7,134,587,1281,854,4.7,20.5,44.9,29.9
140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,100.0,92.4,48,294,424,268,4.6,28.4,41.1,25.9,78,313,497,146,7.6,30.3,48.0,14.1
140107,LAMBAYEQUE,CHICLAYO,LAGUNAS,100.0,99.3,10,41,58,40,6.7,27.6,38.9,26.8,11,42,67,30,7.4,28.2,44.4,20.0
140108,LAMBAYEQUE,CHICLAYO,MONSEFU,100.0,95.9,66,229,230,167,9.5,33.1,33.2,24.2,66,193,301,133,9.5,27.8,43.5,19.1
140109,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,100.0,96.6,4,9,9,6,14.1,32.2,32.1,21.6,4,11,12,1,14.1,39.3,42.9,3.6
140110,LAMBAYEQUE,CHICLAYO,OYOTUN,100.0,98.1,11,55,26,10,10.9,53.6,25.7,9.8,25,39,31,9,23.8,37.6,29.7,8.9
140111,LAMBAYEQUE,CHICLAYO,PICSI,100.0,97.3,8,42,40,22,7.4,37.6,35.7,19.3,7,32,52,21,6.4,28.5,46.7,18.4
140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,100.0,98.5,9,107,233,319,1.4,16.0,34.9,47.8,16,96,312,244,2.3,14.4,46.7,36.6
140113,LAMBAYEQUE,CHICLAYO,REQUE,100.0,98.6,8,64,109,109,2.8,22.1,37.5,37.6,8,42,163,77,2.8,14.4,56.2,26.7
140114,LAMBAYEQUE,CHICLAYO,SANTA ROSA,100.0,93.0,13,58,99,60,5.5,25.2,43.0,26.3,17,44,113,56,7.3,19.1,49.1,24.6
140115,LAMBAYEQUE,CHICLAYO,SAÑA,100.0,98.1,24,65,71,52,11.5,30.5,33.7,24.3,21,62,93,35,10.1,29.4,43.9,16.6
140116,LAMBAYEQUE,CHICLAYO,CAYALTI,100.0,95.2,18,63,72,58,8.4,29.8,34.0,27.8,21,64,95,31,9.8,30.2,45.2,14.7
140117,LAMBAYEQUE,CHICLAYO,PATAPO,100.0,93.4,27,115,127,78,7.9,33.0,36.7,22.4,31,96,163,57,8.8,27.7,47.0,16.5
140118,LAMBAYEQUE,CHICLAYO,POMALCA,100.0,95.5,29,145,135,116,6.8,34.1,31.8,27.4,39,129,171,86,9.2,30.4,40.3,20.2
140119,LAMBAYEQUE,CHICLAYO,PUCALA,100.0,96.5,6,37,42,29,5.4,32.4,37.0,25.2,10,34,45,24,9.1,30.1,39.6,21.2
140120,LAMBAYEQUE,CHICLAYO,TUMAN,100.0,95.0,35,114,169,98,8.4,27.5,40.5,23.6,42,126,198,50,10.1,30.4,47.5,12.1
140201,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,100.0,97.0,48,230,302,284,5.5,26.6,35.0,32.9,62,218,397,188,7.2,25.2,45.9,21.7
140202,LAMBAYEQUE,FERREÑAFE,CAÑARIS,100.0,100.0,23,19,11,9,37.1,30.6,17.7,14.5,23,19,15,5,37.1,30.6,24.2,8.1
140203,LAMBAYEQUE,FERREÑAFE,INCAHUASI,100.0,100.0,12,6,4,0,52.6,27.9,19.5,0.0,12,8,2,0,56.5,34.4,9.1,0.0
140204,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,100.0,97.1,7,10,12,4,21.2,30.3,36.4,12.1,7,10,12,4,21.2,30.3,36.4,12.1
140205,LAMBAYEQUE,FERREÑAFE,PITIPO,100.0,97.3,32,107,190,85,7.8,25.9,45.8,20.6,37,106,173,99,8.9,25.4,41.7,24.0
140206,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,100.0,100.0,5,35,30,15,5.9,41.2,35.3,17.7,6,26,42,11,7.1,30.6,49.4,12.9
140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,100.0,96.7,30,243,425,433,2.6,21.5,37.6,38.3,53,224,515,339,4.7,19.8,45.6,30.0
140302,LAMBAYEQUE,LAMBAYEQUE,CHOCHOPE,100.0,100.0,4,11,2,3,20.0,55.0,10.0,15.0,9,8,2,1,45.0,40.0,10.0,5.0
140303,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,100.0,97.8,2,60,67,52,1.2,32.9,36.9,29.0,1,41,91,48,0.6,22.5,50.3,26.7
140304,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,100.0,96.7,35,118,133,82,9.5,32.0,36.1,22.4,42,102,157,67,11.4,27.8,42.6,18.2
140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,100.0,96.3,24,83,151,89,7.0,24.0,43.4,25.6,19,77,162,89,5.4,22.2,46.6,25.7
140306,LAMBAYEQUE,LAMBAYEQUE,MORROPE,100.0,97.6,176,470,393,152,14.8,39.5,33.0,12.8,166,367,484,174,13.9,30.8,40.6,14.6
140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,95.2,91.5,46,168,202,113,8.7,31.7,38.2,21.4,62,134,266,67,11.6,25.4,50.3,12.7
140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,100.0,96.7,131,307,270,131,15.6,36.6,32.2,15.6,133,253,356,97,15.8,30.2,42.4,11.5
140309,LAMBAYEQUE,LAMBAYEQUE,PACORA,100.0,97.4,15,41,46,14,13.0,35.1,39.6,12.3,15,42,48,12,12.9,36.0,40.6,10.5
140310,LAMBAYEQUE,LAMBAYEQUE,SALAS,100.0,92.6,55,90,82,45,20.3,32.9,30.2,16.5,53,82,110,27,19.5,30.1,40.5,9.9
140311,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,100.0,97.8,31,105,130,99,8.5,28.8,35.7,27.0,35,85,149,95,9.7,23.3,40.9,26.1
140312,LAMBAYEQUE,LAMBAYEQUE,TUCUME,100.0,96.3,53,171,155,59,12.0,39.1,35.5,13.4,57,146,188,47,13.0,33.3,42.9,10.8
150101,LIMA,LIMA,LIMA,99.2,95.3,140,849,1521,1904,3.2,19.2,34.5,43.1,183,836,2121,1274,4.1,18.9,48.0,28.9
150102,LIMA,LIMA,ANCON,100.0,95.7,55,236,378,335,5.5,23.5,37.7,33.4,74,240,440,251,7.4,23.8,43.8,25.0
150103,LIMA,LIMA,ATE,100.0,95.2,444,2497,3694,3569,4.4,24.5,36.2,35.0,556,2052,4742,2855,5.4,20.1,46.5,28.0
150104,LIMA,LIMA,BARRANCO,100.0,97.3,20,159,351,524,1.9,15.1,33.3,49.7,31,192,498,334,2.9,18.2,47.2,31.7
150105,LIMA,LIMA,BREÑA,100.0,96.4,38,220,559,850,2.3,13.2,33.5,51.0,55,268,764,581,3.3,16.1,45.8,34.8
150106,LIMA,LIMA,CARABAYLLO,100.0,96.3,249,1229,1887,1763,4.9,24.0,36.8,34.4,347,1141,2303,1337,6.8,22.2,44.9,26.1
150107,LIMA,LIMA,CHACLACAYO,100.0,97.4,27,150,271,332,3.5,19.2,34.8,42.5,33,118,353,276,4.2,15.1,45.3,35.4
150108,LIMA,LIMA,CHORRILLOS,100.0,96.9,156,994,1766,2269,3.0,19.2,34.1,43.8,184,975,2393,1632,3.6,18.8,46.2,31.5
150109,LIMA,LIMA,CIENEGUILLA,100.0,94.9,26,112,167,167,5.5,23.8,35.3,35.4,31,108,194,139,6.7,22.9,41.0,29.4
150110,LIMA,LIMA,COMAS,100.0,95.9,315,1785,2945,3053,3.9,22.0,36.4,37.7,417,1754,3775,2152,5.1,21.7,46.6,26.6
150111,LIMA,LIMA,EL AGUSTINO,100.0,95.5,93,572,879,913,3.8,23.3,35.8,37.2,133,490,1105,728,5.4,20.0,45.0,29.6
150112,LIMA,LIMA,INDEPENDENCIA,100.0,96.1,117,705,995,893,4.3,26.0,36.7,33.0,157,650,1252,651,5.8,24.0,46.2,24.0
