"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Cuarto de primaria",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
150806,LIMA,HUAURA,HUAURA,100.0,96.3,9,127,226,153,1.8,24.7,43.9,29.6,31,136,248,100,6.1,26.5,48.0,19.4
150807,LIMA,HUAURA,LEONCIO PRADO,100.0,87.9,4,13,12,4,12.1,39.4,36.4,12.1,4,12,9,8,12.1,36.4,27.3,24.2
150808,LIMA,HUAURA,PACCHO,100.0,95.2,6,9,5,2,26.7,40.6,21.6,11.1,5,7,9,0,24.8,31.1,44.1,0.0
150809,LIMA,HUAURA,SANTA LEONOR,100.0,100.0,3,6,5,3,17.6,35.3,29.4,17.6,1,1,11,4,5.9,5.9,64.7,23.5
150810,LIMA,HUAURA,SANTA MARIA,100.0,97.2,20,105,216,246,3.4,17.9,36.9,41.9,31,112,272,172,5.3,19.0,46.4,29.3
150811,LIMA,HUAURA,SAYAN,100.0,98.6,21,135,160,129,4.7,30.3,36.1,28.9,29,100,211,105,6.5,22.5,47.4,23.7
150812,LIMA,HUAURA,VEGUETA,100.0,94.7,33,116,153,98,8.2,28.9,38.2,24.6,37,123,166,73,9.3,30.8,41.5,18.3
150901,LIMA,OYÓN,OYON,100.0,99.2,9,59,89,93,3.7,23.7,35.6,37.0,8,43,92,108,3.2,17.1,36.6,43.0
150902,LIMA,OYÓN,ANDAJES,100.0,100.0,1,2,2,0,20.0,40.0,40.0,0.0,0,3,2,0,0.0,60.0,40.0,0.0
150904,LIMA,OYÓN,COCHAMARCA,100.0,97.4,15,12,9,3,37.6,31.3,23.4,7.7,14,12,12,1,34.8,31.1,31.6,2.6
150905,LIMA,OYÓN,NAVAN,100.0,100.0,1,7,4,2,7.1,50.0,28.6,14.3,0,6,6,2,0.0,42.9,42.9,14.3
150906,LIMA,OYÓN,PACHANGARA,100.0,100.0,1,21,24,14,1.7,35.0,39.9,23.4,5,10,33,12,8.4,16.6,54.9,20.1
151001,LIMA,YAUYOS,YAUYOS,100.0,100.0,0,2,7,11,0.0,10.0,35.0,55.0,0,0,11,9,0.0,0.0,55.0,45.0
151003,LIMA,YAUYOS,ALLAUCA,100.0,100.0,1,2,8,4,6.6,13.4,53.3,26.7,0,2,5,8,0.0,13.3,33.3,53.4
151004,LIMA,YAUYOS,AYAVIRI,100.0,100.0,0,3,0,2,0.0,60.0,0.0,40.0,0,1,2,2,0.0,20.0,40.0,40.0
151005,LIMA,YAUYOS,AZANGARO,100.0,100.0,1,4,3,1,11.1,44.4,33.3,11.1,3,2,4,0,33.3,22.2,44.4,0.0
151006,LIMA,YAUYOS,CACRA,100.0,100.0,0,0,5,0,0.0,0.0,100.0,0.0,0,0,0,5,0.0,0.0,0.0,100.0
151008,LIMA,YAUYOS,CATAHUASI,100.0,100.0,1,3,5,4,8.1,22.2,38.4,31.3,1,4,7,2,8.1,30.3,46.5,15.2
151009,LIMA,YAUYOS,CHOCOS,100.0,90.0,2,6,1,1,20.0,55.0,12.5,12.5,4,5,1,0,40.0,47.5,12.5,0.0
151011,LIMA,YAUYOS,COLONIA,100.0,100.0,0,7,2,4,0.0,53.8,15.4,30.8,2,4,5,2,15.4,30.8,38.5,15.4
151012,LIMA,YAUYOS,HONGOS,100.0,100.0,0,1,4,2,0.0,16.7,50.0,33.3,0,0,4,4,0.0,0.0,50.0,50.0
151016,LIMA,YAUYOS,HUANTAN,100.0,100.0,0,2,8,3,0.0,15.4,61.5,23.1,0,3,7,3,0.0,22.9,53.8,23.3
151017,LIMA,YAUYOS,HUAÑEC,100.0,100.0,0,1,0,4,0.0,20.0,0.0,80.0,0,0,2,3,0.0,0.0,40.0,60.0
151018,LIMA,YAUYOS,LARAOS,100.0,100.0,0,0,3,6,0.0,0.0,33.3,66.7,0,0,1,8,0.0,0.0,11.1,88.9
151019,LIMA,YAUYOS,LINCHA,100.0,100.0,0,2,7,3,0.0,16.7,58.3,25.0,0,1,10,1,0.0,8.3,83.3,8.3
151020,LIMA,YAUYOS,MADEAN,100.0,92.3,0,5,7,1,0.0,36.2,54.8,9.0,0,1,7,5,0.0,9.0,50.0,41.0
151023,LIMA,YAUYOS,PUTINZA,100.0,100.0,1,4,4,2,9.1,36.4,36.4,18.2,0,5,4,2,0.0,45.5,36.4,18.2
151024,LIMA,YAUYOS,QUINCHES,100.0,100.0,1,6,1,4,8.3,49.9,8.4,33.4,1,3,4,4,8.3,24.9,33.3,33.5
151025,LIMA,YAUYOS,QUINOCAY,100.0,100.0,1,4,4,2,9.1,36.4,36.4,18.2,1,1,6,3,9.1,9.1,54.5,27.3
151028,LIMA,YAUYOS,TANTA,100.0,81.8,3,4,1,3,25.0,37.5,12.5,25.0,3,4,4,0,25.0,37.5,37.5,0.0
151029,LIMA,YAUYOS,TAURIPAMPA,100.0,100.0,0,3,3,0,0.0,50.0,50.0,0.0,0,1,1,3,0.0,25.0,25.0,50.0
151030,LIMA,YAUYOS,TOMAS,100.0,83.3,0,1,4,1,0.0,20.0,60.0,20.0,0,0,2,4,0.0,0.0,40.0,60.0
151032,LIMA,YAUYOS,VIÑAC,100.0,100.0,2,6,14,9,6.4,19.3,45.1,29.1,1,4,11,15,3.2,12.9,35.4,48.4
160101,LORETO,MAYNAS,IQUITOS,97.4,93.1,491,1483,1412,866,11.6,34.9,33.2,20.4,803,1549,1551,350,18.9,36.4,36.5,8.2
160103,LORETO,MAYNAS,FERNANDO LORES,96.8,91.0,232,150,57,8,51.9,33.5,12.8,1.8,273,121,53,1,61.0,26.9,11.8,0.3
160104,LORETO,MAYNAS,INDIANA,92.6,90.9,144,83,79,23,43.7,25.2,24.0,7.1,172,65,71,22,52.2,19.8,21.4,6.6
160105,LORETO,MAYNAS,LAS AMAZONAS,95.7,90.1,131,77,34,13,51.2,30.3,13.3,5.2,140,66,38,11,54.9,25.8,14.9,4.4
160106,LORETO,MAYNAS,MAZAN,96.3,87.3,207,104,30,18,57.6,29.1,8.4,4.9,227,92,24,15,63.4,25.7,6.6,4.3
160107,LORETO,MAYNAS,NAPO,100.0,89.8,149,93,21,6,55.4,34.6,7.9,2.1,207,51,10,0,77.2,19.1,3.8,0.0
160108,LORETO,MAYNAS,PUNCHANA,97.7,92.2,428,621,410,173,26.2,38.0,25.1,10.6,592,497,446,97,36.3,30.5,27.3,5.9
160112,LORETO,MAYNAS,BELEN,100.0,92.8,335,583,325,138,24.3,42.2,23.5,10.0,518,543,248,72,37.5,39.3,18.0,5.2
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,100.0,92.4,558,1038,647,242,22.5,41.8,26.0,9.7,781,943,639,122,31.4,37.9,25.7,4.9
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,100.0,95.8,413,902,615,258,18.9,41.2,28.1,11.8,631,829,602,126,28.8,37.9,27.5,5.8
160205,LORETO,ALTO AMAZONAS,JEBEROS,100.0,98.1,84,18,3,1,79.5,16.6,2.9,1.0,96,8,2,0,90.3,7.8,1.9,0.0
160206,LORETO,ALTO AMAZONAS,LAGUNAS,100.0,91.5,170,176,66,18,39.6,40.9,15.3,4.2,240,130,52,9,55.7,30.2,12.1,2.0
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,100.0,90.9,58,25,7,0,64.1,27.7,8.2,0.0,63,22,5,0,70.0,24.7,5.3,0.0
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,100.0,98.2,59,73,25,11,35.2,43.4,14.8,6.7,82,66,14,7,48.6,39.1,8.0,4.2
160301,LORETO,LORETO,NAUTA,98.0,94.7,355,379,179,60,36.5,39.0,18.4,6.1,472,319,158,24,48.5,32.8,16.2,2.5
160302,LORETO,LORETO,PARINARI,95.0,88.3,123,74,24,2,55.1,33.3,10.7,.9,145,57,21,0,64.9,25.5,9.5,0.0
160303,LORETO,LORETO,TIGRE,100.0,97.2,70,64,8,0,49.2,44.8,5.9,0.0,69,60,15,0,48.1,41.6,10.3,0.0
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMON CASTILLA,100.0,88.6,185,180,80,27,39.2,38.2,16.9,5.7,247,150,67,8,52.3,31.7,14.1,1.8
160402,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,100.0,92.4,171,194,58,7,39.9,45.1,13.4,1.5,197,147,77,8,46.0,34.3,17.9,1.8
160403,LORETO,MARISCAL RAMÓN CASTILLA,YAVARI,100.0,85.7,168,116,35,6,51.7,35.8,10.8,1.7,167,115,43,0,51.3,35.5,13.2,0.0
160404,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,100.0,87.1,291,192,55,19,52.3,34.5,9.8,3.5,353,145,55,5,63.2,26.0,9.8,0.9
160501,LORETO,REQUENA,REQUENA,100.0,90.2,307,347,132,62,36.3,40.9,15.5,7.3,379,252,178,39,44.7,29.7,21.0,4.6
160502,LORETO,REQUENA,ALTO TAPICHE,100.0,90.6,24,6,1,1,75.4,17.6,3.5,3.5,25,6,2,0,75.6,19.6,4.7,0.0
160503,LORETO,REQUENA,CAPELO,100.0,95.5,35,25,6,0,53.0,38.0,9.0,0.0,36,27,3,0,54.4,40.8,4.8,0.0
160504,LORETO,REQUENA,EMILIO SAN MARTIN,100.0,92.3,142,49,18,1,67.5,23.3,8.7,.5,136,42,26,6,64.7,20.1,12.5,2.8
160505,LORETO,REQUENA,MAQUIA,100.0,90.3,160,86,28,8,56.8,30.4,9.9,2.8,183,52,40,7,64.9,18.4,14.4,2.4
160506,LORETO,REQUENA,PUINAHUA,100.0,87.7,74,77,14,0,44.9,46.9,8.2,0.0,107,47,11,0,64.9,28.2,6.9,0.0
160507,LORETO,REQUENA,SAQUENA,100.0,87.6,49,39,9,1,49.9,39.5,9.4,1.1,47,35,16,0,47.9,35.7,16.4,0.0
160509,LORETO,REQUENA,TAPICHE,100.0,95.5,8,8,3,4,36.3,33.8,14.3,15.6,8,6,5,4,36.3,27.2,20.8,15.6
160510,LORETO,REQUENA,JENARO HERRERA,100.0,94.0,88,51,12,0,58.3,33.8,7.8,0.0,114,35,3,0,75.0,23.0,2.1,0.0
160601,LORETO,UCAYALI,CONTAMANA,95.8,91.3,144,259,206,70,21.2,38.2,30.3,10.3,242,234,161,40,35.7,34.6,23.8,5.9
160602,LORETO,UCAYALI,INAHUAYA,100.0,98.3,23,24,10,1,39.6,40.5,17.7,2.2,21,17,13,7,36.3,28.9,22.3,12.5
160603,LORETO,UCAYALI,PADRE MARQUEZ,100.0,91.8,36,24,10,3,48.9,32.6,14.0,4.5,42,21,11,0,56.2,28.4,15.5,0.0
160604,LORETO,UCAYALI,PAMPA HERMOSA,100.0,87.8,114,59,33,3,54.7,28.1,15.9,1.2,127,53,29,0,60.8,25.4,13.8,0.0
160605,LORETO,UCAYALI,SARAYACU,97.2,89.7,194,199,109,22,37.1,38.0,20.8,4.1,239,148,96,41,45.6,28.2,18.4,7.8
160606,LORETO,UCAYALI,VARGAS GUERRA,100.0,90.7,51,76,57,65,20.5,30.6,23.0,25.9,75,61,65,48,30.2,24.3,26.2,19.3
160701,LORETO,DATEM DEL MARAÑÓN,BARRANCA,100.0,94.8,190,120,122,33,40.8,25.8,26.2,7.2,206,122,113,24,44.2,26.3,24.3,5.1
160703,LORETO,DATEM DEL MARAÑÓN,MANSERICHE,100.0,93.3,64,52,12,24,42.1,34.2,7.6,16.1,70,34,31,17,46.2,22.4,20.0,11.4
160704,LORETO,DATEM DEL MARAÑÓN,MORONA,100.0,95.8,35,24,25,13,36.1,24.3,26.2,13.4,37,23,23,13,38.3,24.2,24.2,13.3
160705,LORETO,DATEM DEL MARAÑÓN,PASTAZA,100.0,93.9,115,92,25,3,48.8,39.2,10.7,1.3,144,56,26,9,61.3,23.8,11.0,3.9
160801,LORETO,PUTUMAYO,PUTUMAYO,100.0,96.4,10,29,37,7,12.5,35.0,43.8,8.8,15,41,24,4,17.5,48.8,28.8,5.0
160804,LORETO,PUTUMAYO,YAGUAS,100.0,81.0,6,10,4,1,29.0,46.1,18.4,6.5,11,7,3,0,52.6,34.3,13.1,0.0
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,100.0,96.5,184,635,612,387,10.1,34.9,33.7,21.3,261,629,708,220,14.4,34.6,38.9,12.1
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,100.0,96.3,23,102,116,55,7.7,34.4,39.2,18.6,29,86,127,54,9.8,28.9,42.9,18.3
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,100.0,93.5,27,72,75,27,13.4,35.8,37.5,13.2,27,87,70,16,13.5,43.5,35.0,7.9
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,100.0,96.6,25,47,31,13,21.4,40.7,27.0,10.8,24,39,45,8,20.6,33.2,39.2,7.0
170201,MADRE DE DIOS,MANU,MANU,100.0,100.0,3,13,8,3,11.1,48.1,29.6,11.1,9,5,12,1,33.3,18.5,44.4,3.7
170202,MADRE DE DIOS,MANU,FITZCARRALD,100.0,100.0,4,3,0,0,57.1,42.9,0.0,0.0,5,1,1,0,71.4,14.3,14.3,0.0
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,100.0,96.9,12,51,38,26,9.7,39.9,30.2,20.2,23,42,48,14,17.7,33.3,37.6,11.3
170204,MADRE DE DIOS,MANU,HUEPETUHE,100.0,96.3,5,50,70,37,3.4,30.6,43.1,22.9,8,27,98,29,4.8,16.8,60.5,17.8
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,100.0,96.6,10,25,37,16,11.6,28.3,42.4,17.7,21,27,28,13,23.4,30.6,31.8,14.2
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,100.0,92.5,3,23,21,6,6.3,44.3,39.0,10.4,10,23,18,2,18.3,42.9,34.8,3.9
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,100.0,99.4,19,138,297,563,1.9,13.6,29.2,55.3,22,94,376,526,2.2,9.2,36.9,51.7
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,100.0,100.0,2,6,6,4,11.1,33.3,33.3,22.2,2,4,9,3,11.1,22.2,50.0,16.7
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,100.0,99.3,0,11,40,98,0.0,7.4,27.2,65.5,0,3,58,88,0.0,2.0,38.7,59.2
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,100.0,100.0,3,6,3,4,18.8,37.5,18.8,25.0,1,5,8,2,6.3,31.3,50.0,12.5
180106,MOQUEGUA,MARISCAL NIETO,TORATA,100.0,100.0,2,10,25,52,2.2,11.2,28.1,58.4,1,7,35,46,1.1,7.9,39.3,51.7
180201,MOQUEGUA,GENERAL SÁNCHEZ CERRO,OMATE,100.0,100.0,1,7,17,13,2.6,18.4,44.7,34.2,0,9,16,13,0.0,23.7,42.1,34.2
180202,MOQUEGUA,GENERAL SÁNCHEZ CERRO,CHOJATA,100.0,100.0,0,2,3,1,0.0,33.3,50.0,16.7,0,3,3,0,0.0,50.0,50.0,0.0
180203,MOQUEGUA,GENERAL SÁNCHEZ CERRO,COALAQUE,100.0,100.0,0,0,5,2,0.0,0.0,71.4,28.6,0,0,0,7,0.0,0.0,0.0,100.0
180204,MOQUEGUA,GENERAL SÁNCHEZ CERRO,ICHUÑA,100.0,100.0,0,4,5,4,0.0,30.8,38.5,30.8,1,3,6,3,7.7,23.1,46.2,23.1
180208,MOQUEGUA,GENERAL SÁNCHEZ CERRO,PUQUINA,100.0,100.0,0,0,5,11,0.0,0.0,33.3,66.7,0,0,2,14,0.0,0.0,13.5,86.5
180209,MOQUEGUA,GENERAL SÁNCHEZ CERRO,QUINISTAQUILLAS,100.0,100.0,0,5,1,3,0.0,55.6,11.1,33.3,1,2,3,3,11.1,22.2,33.3,33.3
180210,MOQUEGUA,GENERAL SÁNCHEZ CERRO,UBINAS,100.0,100.0,3,1,1,1,50.0,16.7,16.7,16.7,2,1,2,1,33.3,16.7,33.3,16.7
180301,MOQUEGUA,ILO,ILO,100.0,97.9,34,201,345,546,3.0,17.9,30.7,48.5,29,168,449,480,2.6,14.9,39.9,42.6
180302,MOQUEGUA,ILO,EL ALGARROBAL,100.0,100.0,0,3,4,1,0.0,37.5,50.0,12.5,0,4,3,1,0.0,50.0,37.5,12.5
180303,MOQUEGUA,ILO,PACOCHA,100.0,97.6,1,4,28,52,1.2,4.8,32.6,61.4,0,3,32,50,0.0,3.7,38.0,58.2
190101,PASCO,PASCO,CHAUPIMARCA,100.0,98.9,23,134,200,209,4.0,23.7,35.3,36.9,30,105,247,184,5.3,18.5,43.7,32.5
190102,PASCO,PASCO,HUACHON,100.0,100.0,3,26,25,8,4.8,41.9,40.3,12.9,1,17,29,15,1.6,27.4,46.8,24.2
190103,PASCO,PASCO,HUARIACA,100.0,98.5,12,25,30,63,9.5,19.0,23.4,48.1,8,27,47,48,6.4,21.1,36.0,36.5
190104,PASCO,PASCO,HUAYLLAY,100.0,98.1,8,43,64,39,5.4,27.8,41.5,25.3,9,42,75,29,6.0,27.0,48.4,18.6
190105,PASCO,PASCO,NINACACA,100.0,98.4,9,15,20,18,14.8,24.2,32.3,28.7,8,6,30,19,12.9,10.1,46.9,30.2
190106,PASCO,PASCO,PALLANCHACRA,100.0,100.0,0,5,6,5,0.0,31.3,37.5,31.2,1,5,8,2,6.3,31.3,50.0,12.5
190107,PASCO,PASCO,PAUCARTAMBO,100.0,98.3,19,44,75,41,10.9,24.5,42.0,22.6,15,32,74,58,8.6,17.8,41.4,32.2
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,100.0,100.0,4,8,11,4,14.9,29.6,40.7,14.8,1,7,14,5,3.7,25.9,51.9,18.5
190109,PASCO,PASCO,SIMON BOLIVAR,100.0,99.5,7,44,80,75,3.4,21.4,38.9,36.3,10,33,99,65,4.9,16.0,47.6,31.5
190110,PASCO,PASCO,TICLACAYAN,100.0,100.0,6,12,17,12,12.8,25.5,36.2,25.5,2,11,24,10,4.3,23.4,51.1,21.3
190111,PASCO,PASCO,TINYAHUARCO,100.0,96.9,5,34,24,34,5.3,35.3,24.9,34.6,10,21,35,31,10.6,21.3,36.4,31.7
190112,PASCO,PASCO,VICCO,100.0,94.1,2,6,14,12,6.3,18.8,40.6,34.4,2,6,14,12,6.3,18.8,40.6,34.4
190113,PASCO,PASCO,YANACANCHA,100.0,98.1,31,111,185,196,5.9,21.1,35.4,37.5,33,90,228,172,6.3,17.2,43.6,32.9
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,100.0,100.0,10,54,49,59,5.9,31.2,28.6,34.3,6,25,61,80,3.6,14.7,35.2,46.6
190202,PASCO,DANIEL ALCIDES CARRIÓN,CHACAYAN,100.0,100.0,4,6,10,11,12.9,19.4,32.3,35.5,4,4,13,10,12.9,12.9,41.9,32.3
190203,PASCO,DANIEL ALCIDES CARRIÓN,GOYLLARISQUIZGA,100.0,100.0,1,2,6,0,11.1,22.2,66.7,0.0,1,1,4,3,11.1,11.1,44.4,33.3
190204,PASCO,DANIEL ALCIDES CARRIÓN,PAUCAR,100.0,97.1,3,11,11,10,8.6,31.5,32.2,27.7,4,3,10,18,11.5,8.6,28.7,51.3
190205,PASCO,DANIEL ALCIDES CARRIÓN,SAN PEDRO DE PILLAO,100.0,100.0,0,9,4,1,0.0,64.3,28.6,7.1,0,6,7,1,0.0,42.9,50.0,7.1
190206,PASCO,DANIEL ALCIDES CARRIÓN,SANTA ANA DE TUSI,100.0,100.0,0,6,10,18,0.0,17.8,29.4,52.8,0,3,4,27,0.0,8.9,11.8,79.3
190207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,100.0,100.0,0,6,8,3,0.0,35.3,47.1,17.6,1,2,7,7,5.9,11.8,41.2,41.2
190208,PASCO,DANIEL ALCIDES CARRIÓN,VILCABAMBA,100.0,100.0,0,7,3,1,0.0,63.6,27.3,9.1,0,4,6,1,0.0,36.4,54.5,9.1
190301,PASCO,OXAPAMPA,OXAPAMPA,100.0,98.7,13,81,101,109,4.3,26.6,33.2,35.9,14,61,132,97,4.7,20.0,43.5,31.8
190302,PASCO,OXAPAMPA,CHONTABAMBA,100.0,100.0,1,2,6,4,7.7,15.4,46.2,30.7,1,4,6,2,7.7,30.7,46.2,15.4
190303,PASCO,OXAPAMPA,HUANCABAMBA,100.0,98.1,4,27,42,33,3.8,25.6,39.9,30.8,6,21,50,29,5.7,20.1,47.0,27.2
190304,PASCO,OXAPAMPA,PALCAZU,100.0,92.9,22,42,32,17,19.1,37.7,28.1,15.1,20,30,46,17,17.3,26.3,41.3,15.1
190305,PASCO,OXAPAMPA,POZUZO,100.0,94.8,9,38,21,29,8.8,39.6,21.9,29.7,7,19,43,28,7.3,19.4,44.8,28.6
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,100.0,88.3,142,124,67,36,38.4,33.5,18.2,9.8,173,109,67,19,47.1,29.5,18.2,5.2
190307,PASCO,OXAPAMPA,VILLA RICA,100.0,98.4,24,72,122,88,7.8,23.4,39.9,28.9,26,58,132,90,8.6,19.1,43.0,29.3
190308,PASCO,OXAPAMPA,CONSTITUCIËN,95.7,94.2,66,142,84,31,20.4,44.0,26.0,9.6,90,89,110,34,28.0,27.5,34.0,10.4
200101,PIURA,PIURA,PIURA,100.0,96.5,104,650,1275,1682,2.8,17.5,34.4,45.3,165,676,1672,1198,4.4,18.2,45.1,32.3
200104,PIURA,PIURA,CASTILLA,100.0,97.2,66,591,1008,1148,2.4,21.0,35.8,40.8,130,493,1313,878,4.6,17.5,46.6,31.2
200105,PIURA,PIURA,CATACAOS,100.0,96.8,77,359,550,380,5.7,26.3,40.3,27.8,92,304,674,295,6.7,22.3,49.4,21.6
200107,PIURA,PIURA,CURA MORI,100.0,98.6,27,131,159,116,6.3,30.2,36.8,26.8,30,88,206,109,7.0,20.3,47.6,25.1
200108,PIURA,PIURA,EL TALLÁN,100.0,95.5,14,62,47,10,10.8,46.5,35.0,7.8,18,35,70,12,13.1,26.1,52.0,8.8
200109,PIURA,PIURA,LA ARENA,100.0,98.1,63,205,333,252,7.4,24.0,39.1,29.5,53,156,391,253,6.2,18.3,45.8,29.7
200110,PIURA,PIURA,LA UNION,100.0,96.5,44,244,382,293,4.6,25.3,39.7,30.4,61,170,433,298,6.4,17.7,45.0,30.9
200111,PIURA,PIURA,LAS LOMAS,100.0,98.3,46,172,251,128,7.8,28.8,42.0,21.4,80,156,265,96,13.4,26.2,44.3,16.1
200114,PIURA,PIURA,TAMBO GRANDE,100.0,97.3,281,813,884,467,11.5,33.2,36.2,19.1,320,640,1038,447,13.1,26.2,42.5,18.3
200115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,100.0,96.8,62,321,638,601,3.9,19.8,39.3,37.0,93,333,797,399,5.8,20.5,49.1,24.6
200201,PIURA,AYABACA,AYABACA,100.0,97.0,152,251,239,134,19.6,32.4,30.8,17.2,160,213,284,120,20.6,27.4,36.6,15.4
200202,PIURA,AYABACA,FRIAS,100.0,98.4,144,164,181,91,24.8,28.2,31.3,15.7,136,135,222,86,23.4,23.3,38.4,14.9
200203,PIURA,AYABACA,JILILI,100.0,100.0,5,12,9,17,11.6,27.9,20.9,39.5,8,8,15,12,18.6,18.6,34.9,27.9
200204,PIURA,AYABACA,LAGUNAS,100.0,98.8,31,69,36,25,19.3,42.8,22.3,15.6,24,50,68,19,15.0,31.2,42.0,11.8
200205,PIURA,AYABACA,MONTERO,100.0,98.1,11,33,49,16,9.7,30.3,44.9,15.1,19,22,48,20,17.2,19.9,44.0,18.9
200206,PIURA,AYABACA,PACAIPAMPA,100.0,98.2,223,237,197,86,30.0,31.9,26.5,11.5,186,213,235,108,25.1,28.7,31.7,14.6
200207,PIURA,AYABACA,PAIMAS,100.0,97.6,21,69,90,73,8.1,27.3,35.5,29.0,25,57,95,75,9.7,22.7,37.7,29.8
200208,PIURA,AYABACA,SAPILLICA,100.0,99.1,65,114,90,51,20.2,35.6,28.1,16.1,64,91,133,32,20.0,28.5,41.5,10.1
200209,PIURA,AYABACA,SICCHEZ,100.0,93.5,1,2,15,13,4.0,7.3,47.6,41.1,1,5,18,6,4.0,17.4,58.1,20.5
200210,PIURA,AYABACA,SUYO,100.0,97.2,17,82,85,62,6.9,33.2,34.7,25.2,23,74,99,50,9.2,30.1,40.4,20.4
200301,PIURA,HUANCABAMBA,HUANCABAMBA,100.0,97.3,150,186,138,145,24.2,30.0,22.3,23.5,139,149,194,139,22.4,24.0,31.2,22.4
200302,PIURA,HUANCABAMBA,CANCHAQUE,100.0,97.1,10,27,16,17,14.6,38.8,22.7,24.0,14,21,23,11,20.4,30.3,32.7,16.6
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,100.0,97.5,68,128,57,25,24.4,46.1,20.6,8.9,104,81,80,13,37.4,29.0,28.8,4.9
200304,PIURA,HUANCABAMBA,HUARMACA,100.0,96.5,305,313,168,52,36.4,37.4,20.0,6.2,304,279,189,65,36.3,33.3,22.6,7.8
200305,PIURA,HUANCABAMBA,LALAQUIZ,100.0,95.3,9,38,15,2,14.6,59.0,22.8,3.6,8,29,23,3,12.8,45.6,36.4,5.2
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,100.0,97.2,48,63,30,38,27.0,35.0,16.8,21.2,50,45,47,37,28.1,25.0,26.3,20.7
200307,PIURA,HUANCABAMBA,SONDOR,100.0,97.6,39,50,56,25,23.0,29.4,32.8,14.8,38,36,70,25,22.6,21.4,41.2,14.8
200308,PIURA,HUANCABAMBA,SONDORILLO,100.0,98.5,82,83,61,32,31.8,32.2,23.7,12.3,80,76,59,44,31.0,29.2,22.8,17.0
200401,PIURA,MORROPÓN,CHULUCANAS,98.4,96.3,75,366,515,572,4.9,24.0,33.7,37.4,93,279,606,550,6.1,18.3,39.6,36.0
200402,PIURA,MORROPÓN,BUENOS AIRES,100.0,96.3,3,38,60,35,2.3,27.6,44.3,25.9,7,32,64,33,5.3,23.6,46.7,24.3
200403,PIURA,MORROPÓN,CHALACO,100.0,99.5,13,34,64,73,7.1,18.5,34.8,39.7,17,29,60,78,9.2,15.8,32.6,42.4
200404,PIURA,MORROPÓN,LA MATANZA,100.0,99.6,10,51,109,69,4.2,21.2,45.6,29.0,17,44,132,46,7.2,18.5,55.1,19.2
200405,PIURA,MORROPÓN,MORROPON,100.0,98.3,16,43,73,47,9.0,23.9,40.8,26.3,7,36,96,41,4.0,19.8,53.3,22.9
200406,PIURA,MORROPÓN,SALITRAL,100.0,98.2,8,32,80,44,4.9,19.3,48.8,27.0,4,20,90,49,2.4,12.4,55.0,30.2
200407,PIURA,MORROPÓN,SAN JUAN DE BIGOTE,100.0,100.0,5,34,53,30,4.1,27.9,43.3,24.7,10,32,54,26,8.2,25.8,44.5,21.4
200408,PIURA,MORROPÓN,SANTA CATALINA DE MOSSA,100.0,98.4,4,16,19,23,6.3,25.6,30.9,37.2,4,15,25,19,7.1,23.6,39.2,30.2
200409,PIURA,MORROPÓN,SANTO DOMINGO,100.0,100.0,11,32,34,18,11.5,33.5,35.7,19.3,19,33,32,10,20.5,35.3,33.8,10.4
