"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
060605,CAJAMARCA,CUTERVO,LA RAMADA,100.0,100.0,15,37,38,16.7,41.1,42.2,27,17,46,30.0,18.9,51.1
060606,CAJAMARCA,CUTERVO,PIMPINGOS,100.0,99.1,6,68,34,5.6,63.0,31.5,19,52,37,17.6,48.1,34.3
060607,CAJAMARCA,CUTERVO,QUEROCOTILLO,100.0,96.6,27,181,80,9.4,62.8,27.8,88,125,75,30.6,43.4,26.0
060608,CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,100.0,93.0,19,58,16,20.4,62.4,17.2,38,34,21,40.9,36.6,22.6
060609,CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,100.0,97.6,2,18,20,5.0,45.0,50.0,7,10,23,17.5,25.0,57.5
060610,CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,100.0,96.6,5,45,7,8.8,78.9,12.3,20,25,12,35.1,43.9,21.1
060611,CAJAMARCA,CUTERVO,SANTA CRUZ,100.0,95.9,8,34,5,17.0,72.3,10.6,25,14,8,53.2,29.8,17.0
060612,CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,100.0,97.2,11,69,25,10.5,65.7,23.8,20,56,29,19.0,53.3,27.6
060613,CAJAMARCA,CUTERVO,SANTO TOMAS,100.0,98.7,10,99,42,6.6,65.6,27.8,14,74,63,9.3,49.0,41.7
060614,CAJAMARCA,CUTERVO,SOCOTA,100.0,98.4,3,121,63,1.6,64.7,33.7,39,60,88,20.9,32.1,47.1
060615,CAJAMARCA,CUTERVO,TORIBIO CASANOVA,100.0,100.0,2,3,0,40.0,60.0,0.0,4,1,0,80.0,20.0,0.0
060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,100.0,98.6,88,703,612,6.3,50.1,43.6,258,429,716,18.4,30.6,51.0
060702,CAJAMARCA,HUALGAYOC,CHUGUR,100.0,96.9,1,36,26,1.6,57.1,41.3,9,22,32,14.3,34.9,50.8
060703,CAJAMARCA,HUALGAYOC,HUALGAYOC,100.0,98.0,31,217,53,10.3,72.1,17.6,98,134,69,32.6,44.5,22.9
060801,CAJAMARCA,JAÉN,JAEN,100.0,96.4,72,718,1097,3.8,38.0,58.1,280,678,931,14.8,35.9,49.3
060802,CAJAMARCA,JAÉN,BELLAVISTA,100.0,95.6,25,158,122,8.2,51.8,40.0,84,111,110,27.5,36.4,36.1
060803,CAJAMARCA,JAÉN,CHONTALI,100.0,92.9,22,124,51,11.2,62.9,25.9,73,83,41,37.1,42.1,20.8
060804,CAJAMARCA,JAÉN,COLASAY,100.0,96.4,20,102,66,10.6,54.3,35.1,66,57,65,35.1,30.3,34.6
060805,CAJAMARCA,JAÉN,HUABAL,100.0,96.3,19,111,24,12.3,72.1,15.6,62,77,15,40.3,50.0,9.7
060806,CAJAMARCA,JAÉN,LAS PIRIAS,100.0,94.8,8,49,16,11.0,67.1,21.9,17,31,25,23.3,42.5,34.2
060807,CAJAMARCA,JAÉN,POMAHUACA,100.0,93.9,18,139,29,9.7,74.7,15.6,97,63,26,52.2,33.9,14.0
060808,CAJAMARCA,JAÉN,PUCARA,100.0,98.7,14,84,51,9.4,56.4,34.2,34,74,41,22.8,49.7,27.5
060809,CAJAMARCA,JAÉN,SALLIQUE,100.0,97.4,14,92,41,9.5,62.6,27.9,44,60,43,29.9,40.8,29.3
060810,CAJAMARCA,JAÉN,SAN FELIPE,100.0,94.6,8,55,23,9.3,64.0,26.7,29,30,27,33.7,34.9,31.4
060811,CAJAMARCA,JAÉN,SAN JOSE DEL ALTO,100.0,98.8,19,92,54,11.5,55.8,32.7,53,61,51,32.1,37.0,30.9
060812,CAJAMARCA,JAÉN,SANTA ROSA,100.0,97.0,16,78,100,8.2,40.2,51.5,40,75,78,20.7,38.9,40.4
060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,100.0,98.0,28,335,440,3.5,41.7,54.8,105,280,418,13.1,34.9,52.1
060902,CAJAMARCA,SAN IGNACIO,CHIRINOS,100.0,98.9,21,155,187,5.8,42.7,51.5,76,97,190,20.9,26.7,52.3
060903,CAJAMARCA,SAN IGNACIO,HUARANGO,100.0,96.8,14,199,145,3.9,55.6,40.5,77,138,143,21.5,38.5,39.9
060904,CAJAMARCA,SAN IGNACIO,LA COIPA,100.0,96.0,41,286,134,8.9,62.0,29.1,168,187,107,36.4,40.5,23.2
060905,CAJAMARCA,SAN IGNACIO,NAMBALLE,100.0,96.5,14,121,113,5.6,48.8,45.6,59,89,100,23.8,35.9,40.3
060906,CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,100.0,96.8,14,216,199,3.3,50.3,46.4,102,142,185,23.8,33.1,43.1
060907,CAJAMARCA,SAN IGNACIO,TABACONAS,97.2,91.2,21,229,152,5.2,57.0,37.8,92,153,157,22.9,38.1,39.1
061001,CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,100.0,95.9,50,222,107,13.2,58.6,28.2,119,141,118,31.5,37.3,31.2
061002,CAJAMARCA,SAN MARCOS,CHANCAY,100.0,93.2,7,65,10,8.5,79.3,12.2,23,50,9,28.0,61.0,11.0
061003,CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,100.0,91.8,8,46,13,11.9,68.7,19.4,28,25,14,41.8,37.3,20.9
061004,CAJAMARCA,SAN MARCOS,GREGORIO PITA,100.0,96.0,12,77,6,12.6,81.1,6.3,40,39,16,42.1,41.1,16.8
061005,CAJAMARCA,SAN MARCOS,ICHOCAN,100.0,95.5,3,23,16,7.1,54.8,38.1,12,17,13,28.6,40.5,31.0
061006,CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,100.0,100.0,5,54,16,6.7,72.0,21.3,13,28,34,17.3,37.3,45.3
061007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,100.0,95.3,133,285,42,28.9,62.0,9.1,241,158,61,52.4,34.3,13.3
061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,100.0,96.0,2,63,102,1.2,37.7,61.1,12,47,108,7.2,28.1,64.7
061102,CAJAMARCA,SAN MIGUEL,BOLIVAR,100.0,94.4,3,10,4,17.6,58.8,23.5,5,7,5,29.4,41.2,29.4
061103,CAJAMARCA,SAN MIGUEL,CALQUIS,100.0,93.6,0,20,24,0.0,45.5,54.5,4,11,29,9.1,25.0,65.9
061104,CAJAMARCA,SAN MIGUEL,CATILLUC,100.0,97.3,0,8,28,0.0,22.2,77.8,0,2,34,0.0,5.6,94.4
061105,CAJAMARCA,SAN MIGUEL,EL PRADO,100.0,95.2,3,22,15,7.5,55.0,37.5,9,11,20,22.5,27.5,50.0
061106,CAJAMARCA,SAN MIGUEL,LA FLORIDA,100.0,100.0,0,8,10,0.0,44.4,55.6,4,5,9,22.2,27.8,50.0
061107,CAJAMARCA,SAN MIGUEL,LLAPA,100.0,92.3,0,29,43,0.0,40.3,59.7,5,27,40,6.9,37.5,55.6
061108,CAJAMARCA,SAN MIGUEL,NANCHOC,100.0,94.7,0,8,10,0.0,44.4,55.6,0,5,13,0.0,27.8,72.2
061109,CAJAMARCA,SAN MIGUEL,NIEPOS,100.0,96.5,4,24,27,7.3,43.6,49.1,10,22,23,18.2,40.0,41.8
061110,CAJAMARCA,SAN MIGUEL,SAN GREGORIO,100.0,100.0,0,0,12,0.0,0.0,100.0,0,0,12,0.0,0.0,100.0
061111,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,100.0,94.1,0,30,34,0.0,46.9,53.1,2,30,32,3.1,46.9,50.0
061112,CAJAMARCA,SAN MIGUEL,TONGOD,100.0,90.7,0,20,19,0.0,51.3,48.7,0,20,19,0.0,51.3,48.7
061113,CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,100.0,97.6,1,16,24,2.4,39.0,58.5,5,14,22,12.2,34.1,53.7
061201,CAJAMARCA,SAN PABLO,SAN PABLO,100.0,97.8,25,170,71,9.4,63.9,26.7,75,94,97,28.2,35.3,36.5
061202,CAJAMARCA,SAN PABLO,SAN BERNARDINO,100.0,86.4,7,48,2,12.3,84.2,3.5,29,19,9,50.9,33.3,15.8
061203,CAJAMARCA,SAN PABLO,SAN LUIS,100.0,97.1,3,21,10,8.8,61.8,29.4,12,12,10,35.3,35.3,29.4
061204,CAJAMARCA,SAN PABLO,TUMBADEN,100.0,90.4,8,41,17,12.1,62.1,25.8,19,33,14,28.8,50.0,21.2
061301,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,100.0,97.1,6,92,38,4.4,67.6,27.9,38,63,35,27.9,46.3,25.7
061302,CAJAMARCA,SANTA CRUZ,ANDABAMBA,100.0,100.0,3,9,11,13.0,39.1,47.8,1,9,13,4.3,39.1,56.5
061303,CAJAMARCA,SANTA CRUZ,CATACHE,100.0,95.1,16,95,64,9.1,54.3,36.6,49,63,63,28.0,36.0,36.0
061304,CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,100.0,97.9,2,15,30,4.3,31.9,63.8,8,10,29,17.0,21.3,61.7
061305,CAJAMARCA,SANTA CRUZ,LA ESPERANZA,100.0,96.3,2,18,6,7.7,69.2,23.1,3,10,13,11.5,38.5,50.0
061306,CAJAMARCA,SANTA CRUZ,NINABAMBA,100.0,98.2,1,7,46,1.9,13.0,85.2,1,9,44,1.9,16.7,81.5
061307,CAJAMARCA,SANTA CRUZ,PULAN,100.0,93.2,5,36,28,7.2,52.2,40.6,6,39,24,8.7,56.5,34.8
061308,CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,100.0,96.2,0,8,17,0.0,32.0,68.0,0,4,21,0.0,16.0,84.0
061309,CAJAMARCA,SANTA CRUZ,SEXI,100.0,100.0,0,4,2,0.0,66.7,33.3,0,2,4,0.0,33.3,66.7
061310,CAJAMARCA,SANTA CRUZ,UTICYACU,100.0,92.0,0,0,23,0.0,0.0,100.0,0,2,21,0.0,8.7,91.3
061311,CAJAMARCA,SANTA CRUZ,YAUYUCAN,100.0,90.0,0,17,19,0.0,47.2,52.8,3,12,21,8.3,33.3,58.3
070101,CALLAO,CALLAO,CALLAO,99.5,92.6,177,2411,3801,2.8,37.7,59.5,1281,2245,2856,20.1,35.2,44.8
070102,CALLAO,CALLAO,BELLAVISTA,100.0,95.4,44,559,1037,2.7,34.1,63.2,337,585,717,20.6,35.7,43.7
070103,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,100.0,94.5,13,236,518,1.7,30.8,67.5,129,254,386,16.8,33.0,50.2
070104,CALLAO,CALLAO,LA PERLA,100.0,95.1,22,250,366,3.4,39.2,57.4,143,244,251,22.4,38.2,39.3
070105,CALLAO,CALLAO,LA PUNTA,100.0,97.2,0,29,41,0.0,41.4,58.6,14,30,26,20.0,42.9,37.1
070106,CALLAO,CALLAO,VENTANILLA,100.0,93.4,104,2074,4009,1.7,33.5,64.8,990,2068,3127,16.0,33.4,50.6
070107,CALLAO,CALLAO,MI PERÚ,100.0,93.8,15,310,541,1.7,35.8,62.5,141,296,429,16.3,34.2,49.5
080101,CUSCO,CUSCO,CUSCO,100.0,98.8,33,1017,2209,1.0,31.2,67.8,410,1142,1703,12.6,35.1,52.3
080103,CUSCO,CUSCO,POROY,100.0,98.1,0,33,20,0.0,62.3,37.7,13,24,16,24.5,45.3,30.2
080104,CUSCO,CUSCO,SAN JERONIMO,100.0,98.5,30,344,481,3.5,40.2,56.3,177,326,352,20.7,38.1,41.2
080105,CUSCO,CUSCO,SAN SEBASTIAN,100.0,97.6,24,519,670,2.0,42.8,55.2,251,492,469,20.7,40.6,38.7
080106,CUSCO,CUSCO,SANTIAGO,100.0,97.8,41,449,640,3.6,39.7,56.6,239,404,487,21.2,35.8,43.1
080107,CUSCO,CUSCO,SAYLLA,100.0,94.4,2,27,39,2.9,39.7,57.4,11,23,34,16.2,33.8,50.0
080108,CUSCO,CUSCO,WANCHAQ,100.0,98.7,13,420,945,0.9,30.5,68.6,162,548,667,11.8,39.8,48.4
080201,CUSCO,ACOMAYO,ACOMAYO,100.0,82.5,0,39,40,0.0,49.4,50.6,15,30,34,19.0,38.0,43.0
080202,CUSCO,ACOMAYO,ACOPIA,100.0,100.0,4,30,11,8.9,66.7,24.4,12,23,10,26.7,51.1,22.2
080203,CUSCO,ACOMAYO,ACOS,100.0,96.9,5,21,5,16.1,67.7,16.1,20,9,2,64.5,29.0,6.5
080204,CUSCO,ACOMAYO,MOSOC LLACTA,100.0,100.0,0,8,1,0.0,88.9,11.1,4,5,0,44.4,55.6,0.0
080205,CUSCO,ACOMAYO,POMACANCHI,100.0,99.2,9,81,30,7.5,67.5,25.0,47,41,32,39.2,34.2,26.7
080207,CUSCO,ACOMAYO,SANGARARA,100.0,100.0,2,34,19,3.6,61.8,34.5,7,34,14,12.7,61.8,25.5
080301,CUSCO,ANTA,ANTA,100.0,98.7,12,159,221,3.1,40.6,56.4,72,138,181,18.4,35.3,46.3
080302,CUSCO,ANTA,ANCAHUASI,100.0,99.0,10,57,27,10.6,60.6,28.7,28,41,25,29.8,43.6,26.6
080303,CUSCO,ANTA,CACHIMAYO,100.0,88.2,0,10,5,0.0,66.7,33.3,5,4,6,33.3,26.7,40.0
080304,CUSCO,ANTA,CHINCHAYPUJIO,100.0,91.7,1,8,2,9.1,72.7,18.2,3,4,4,27.3,36.4,36.4
080305,CUSCO,ANTA,HUAROCONDO,100.0,100.0,3,38,20,4.9,62.3,32.8,13,28,20,21.3,45.9,32.8
080306,CUSCO,ANTA,LIMATAMBO,100.0,95.6,9,65,35,8.3,59.6,32.1,34,42,33,31.2,38.5,30.3
080307,CUSCO,ANTA,MOLLEPATA,100.0,100.0,9,24,17,18.0,48.0,34.0,19,16,15,38.0,32.0,30.0
080308,CUSCO,ANTA,PUCYURA,100.0,98.5,0,26,38,0.0,40.6,59.4,2,31,31,3.1,48.4,48.4
080309,CUSCO,ANTA,ZURITE,100.0,97.4,4,27,5,11.1,75.0,13.9,10,19,7,27.8,52.8,19.4
080401,CUSCO,CALCA,CALCA,100.0,99.8,24,163,214,6.0,40.6,53.4,78,131,191,19.5,32.8,47.8
080402,CUSCO,CALCA,COYA,100.0,100.0,4,25,23,7.7,48.1,44.2,11,15,26,21.2,28.8,50.0
080403,CUSCO,CALCA,LAMAY,100.0,98.9,4,46,37,4.6,52.9,42.5,13,31,43,14.9,35.6,49.4
080404,CUSCO,CALCA,LARES,100.0,98.6,11,48,13,15.3,66.7,18.1,29,31,12,40.3,43.1,16.7
080405,CUSCO,CALCA,PISAC,100.0,97.4,16,108,64,8.5,57.4,34.0,49,72,68,25.9,38.1,36.0
080406,CUSCO,CALCA,SAN SALVADOR,100.0,98.6,18,38,17,24.7,52.1,23.3,33,28,12,45.2,38.4,16.4
080407,CUSCO,CALCA,TARAY,100.0,100.0,0,28,6,0.0,82.4,17.6,9,19,6,26.5,55.9,17.6
080408,CUSCO,CALCA,YANATILE,100.0,92.5,8,61,27,8.3,63.5,28.1,36,39,21,37.5,40.6,21.9
080501,CUSCO,CANAS,YANAOCA,100.0,97.3,3,55,49,2.8,51.4,45.8,31,37,39,29.0,34.6,36.4
080502,CUSCO,CANAS,CHECCA,100.0,96.1,13,32,1,28.3,69.6,2.2,37,8,1,80.4,17.4,2.2
080503,CUSCO,CANAS,KUNTURKANKI,100.0,100.0,15,39,17,21.1,54.9,23.9,31,21,19,43.7,29.6,26.8
080504,CUSCO,CANAS,LANGUI,100.0,96.7,2,23,4,6.9,79.3,13.8,10,15,4,34.5,51.7,13.8
080505,CUSCO,CANAS,LAYO,100.0,97.8,10,61,16,11.5,70.1,18.4,35,40,12,40.2,46.0,13.8
080506,CUSCO,CANAS,PAMPAMARCA,100.0,100.0,0,13,0,0.0,100.0,0.0,0,13,0,0.0,100.0,0.0
080507,CUSCO,CANAS,QUEHUE,100.0,100.0,1,14,10,4.0,56.0,40.0,4,17,4,16.0,68.0,16.0
080508,CUSCO,CANAS,TUPAC AMARU,100.0,94.7,1,11,6,5.6,61.1,33.3,7,9,2,38.9,50.0,11.1
080601,CUSCO,CANCHIS,SICUANI,100.0,99.2,20,424,630,1.9,39.5,58.7,116,372,586,10.8,34.6,54.6
080602,CUSCO,CANCHIS,CHECACUPE,100.0,100.0,1,17,15,3.0,51.5,45.5,2,15,16,6.1,45.5,48.5
080603,CUSCO,CANCHIS,COMBAPATA,100.0,98.5,7,29,28,10.9,45.3,43.8,13,19,32,20.3,29.7,50.0
080604,CUSCO,CANCHIS,MARANGANI,100.0,99.2,3,61,54,2.5,51.7,45.8,31,49,38,26.3,41.5,32.2
080605,CUSCO,CANCHIS,PITUMARCA,100.0,99.0,8,60,29,8.2,61.9,29.9,27,36,34,27.8,37.1,35.1
080606,CUSCO,CANCHIS,SAN PABLO,100.0,98.0,6,31,10,12.8,66.0,21.3,20,16,11,42.6,34.0,23.4
080607,CUSCO,CANCHIS,SAN PEDRO,100.0,100.0,0,9,4,0.0,69.2,30.8,0,7,6,0.0,53.8,46.2
080608,CUSCO,CANCHIS,TINTA,100.0,100.0,1,15,31,2.1,31.9,66.0,7,12,28,14.9,25.5,59.6
080701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,100.0,98.6,19,274,130,4.5,64.8,30.7,116,194,113,27.4,45.9,26.7
080702,CUSCO,CHUMBIVILCAS,CAPACMARCA,100.0,95.0,12,72,10,12.8,76.6,10.6,39,41,14,41.5,43.6,14.9
080703,CUSCO,CHUMBIVILCAS,CHAMACA,100.0,98.6,8,54,8,11.4,77.1,11.4,43,24,3,61.4,34.3,4.3
080704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,100.0,100.0,10,50,32,10.9,54.3,34.8,25,35,32,27.2,38.0,34.8
080705,CUSCO,CHUMBIVILCAS,LIVITACA,100.0,99.2,17,96,10,13.8,78.0,8.1,71,48,4,57.7,39.0,3.3
080706,CUSCO,CHUMBIVILCAS,LLUSCO,100.0,100.0,4,22,27,7.5,41.5,50.9,14,10,29,26.4,18.9,54.7
080707,CUSCO,CHUMBIVILCAS,QUIÑOTA,100.0,97.5,21,38,20,26.6,48.1,25.3,36,24,19,45.6,30.4,24.1
080708,CUSCO,CHUMBIVILCAS,VELILLE,100.0,98.9,5,47,42,5.3,50.0,44.7,31,24,39,33.0,25.5,41.5
080801,CUSCO,ESPINAR,ESPINAR,100.0,99.2,11,270,484,1.4,35.3,63.3,93,225,447,12.2,29.4,58.4
080802,CUSCO,ESPINAR,CONDOROMA,100.0,100.0,0,0,5,0.0,0.0,100.0,0,0,5,0.0,0.0,100.0
080803,CUSCO,ESPINAR,COPORAQUE,100.0,96.4,2,22,3,7.4,81.5,11.1,15,11,1,55.6,40.7,3.7
080804,CUSCO,ESPINAR,OCORURO,100.0,100.0,1,9,1,9.1,81.8,9.1,9,2,0,81.8,18.2,0.0
080805,CUSCO,ESPINAR,PALLPATA,100.0,100.0,3,29,26,5.2,50.0,44.8,10,29,19,17.2,50.0,32.8
080806,CUSCO,ESPINAR,PICHIGUA,100.0,100.0,0,11,4,0.0,73.3,26.7,3,7,5,20.0,46.7,33.3
080807,CUSCO,ESPINAR,SUYCKUTAMBO,100.0,100.0,0,6,0,0.0,100.0,0.0,1,4,1,16.7,66.7,16.7
080901,CUSCO,LA CONVENCIÓN,SANTA ANA,100.0,96.1,18,331,398,2.4,44.3,53.3,162,300,285,21.7,40.2,38.2
080902,CUSCO,LA CONVENCIÓN,ECHARATE,100.0,96.6,31,262,154,6.9,58.6,34.5,127,214,106,28.4,47.9,23.7
080903,CUSCO,LA CONVENCIÓN,HUAYOPATA,100.0,95.6,1,22,20,2.3,51.2,46.5,6,18,19,14.0,41.9,44.2
080904,CUSCO,LA CONVENCIÓN,MARANURA,100.0,98.5,4,28,35,6.0,41.8,52.2,14,29,24,20.9,43.3,35.8
080905,CUSCO,LA CONVENCIÓN,OCOBAMBA,100.0,98.7,3,46,26,4.0,61.3,34.7,23,30,22,30.7,40.0,29.3
080906,CUSCO,LA CONVENCIÓN,QUELLOUNO,100.0,94.7,19,116,45,10.6,64.4,25.0,75,60,45,41.7,33.3,25.0
080907,CUSCO,LA CONVENCIÓN,KIMBIRI,100.0,95.1,28,205,94,8.6,62.7,28.7,107,152,67,32.8,46.6,20.6
080908,CUSCO,LA CONVENCIÓN,SANTA TERESA,100.0,95.7,6,41,42,6.7,46.1,47.2,23,33,33,25.8,37.1,37.1
080909,CUSCO,LA CONVENCIÓN,VILCABAMBA,100.0,95.7,30,120,51,14.9,59.7,25.4,97,61,43,48.3,30.3,21.4
080910,CUSCO,LA CONVENCIÓN,PICHARI,100.0,91.1,96,412,138,14.9,63.8,21.4,298,247,102,46.1,38.2,15.8
080911,CUSCO,LA CONVENCIÓN,INKAWASI,100.0,100.0,7,40,4,13.7,78.4,7.8,34,14,3,66.7,27.5,5.9
080912,CUSCO,LA CONVENCIÓN,VILLA VIRGEN,100.0,95.9,15,28,4,31.9,59.6,8.5,28,17,2,59.6,36.2,4.3
081001,CUSCO,PARURO,PARURO,100.0,95.2,0,19,21,0.0,47.5,52.5,6,8,26,15.0,20.0,65.0
081002,CUSCO,PARURO,ACCHA,100.0,100.0,0,24,29,0.0,45.3,54.7,2,21,30,3.8,39.6,56.6
081003,CUSCO,PARURO,CCAPI,100.0,98.0,19,29,2,38.0,58.0,4.0,41,8,1,82.0,16.0,2.0
081004,CUSCO,PARURO,COLCHA,100.0,80.0,1,3,0,25.0,75.0,0.0,4,0,0,100.0,0.0,0.0
081005,CUSCO,PARURO,HUANOQUITE,100.0,100.0,2,16,21,5.1,41.0,53.8,3,18,18,7.7,46.2,46.2
081006,CUSCO,PARURO,OMACHA,100.0,97.7,32,52,1,37.6,61.2,1.2,62,19,4,72.9,22.4,4.7
081007,CUSCO,PARURO,PACCARITAMBO,100.0,100.0,8,13,3,33.3,54.2,12.5,17,5,2,70.8,20.8,8.3
081008,CUSCO,PARURO,PILLPINTO,100.0,100.0,3,5,1,33.3,55.6,11.1,6,2,1,66.7,22.2,11.1
081009,CUSCO,PARURO,YAURISQUE,100.0,97.1,1,28,4,3.0,84.8,12.1,14,11,8,42.4,33.3,24.2
081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,100.0,99.4,25,77,60,15.4,47.5,37.0,43,49,70,26.5,30.2,43.2
081102,CUSCO,PAUCARTAMBO,CAICAY,100.0,100.0,7,23,3,21.2,69.7,9.1,20,10,3,60.6,30.3,9.1
081103,CUSCO,PAUCARTAMBO,CHALLABAMBA,100.0,97.5,19,86,50,12.3,55.5,32.3,46,70,39,29.7,45.2,25.2
081104,CUSCO,PAUCARTAMBO,COLQUEPATA,100.0,100.0,18,56,26,18.0,56.0,26.0,45,28,26,45.5,28.3,26.3
081105,CUSCO,PAUCARTAMBO,HUANCARANI,100.0,99.3,18,94,27,12.9,67.6,19.4,52,66,21,37.4,47.5,15.1
081106,CUSCO,PAUCARTAMBO,KOSÑIPATA,100.0,97.0,8,66,22,8.3,68.8,22.9,38,47,11,39.6,49.0,11.5
081201,CUSCO,QUISPICANCHI,URCOS,100.0,99.4,2,71,97,1.2,41.8,57.1,15,72,83,8.8,42.4,48.8
081202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,100.0,99.3,3,83,60,2.1,56.8,41.1,17,70,59,11.6,47.9,40.4
081203,CUSCO,QUISPICANCHI,CAMANTI,100.0,100.0,4,24,9,10.8,64.9,24.3,13,17,7,35.1,45.9,18.9
081204,CUSCO,QUISPICANCHI,CCARHUAYO,100.0,100.0,2,22,4,7.1,78.6,14.3,14,10,4,50.0,35.7,14.3
081205,CUSCO,QUISPICANCHI,CCATCA,100.0,100.0,7,107,36,4.7,71.3,24.0,39,57,54,26.0,38.0,36.0
081206,CUSCO,QUISPICANCHI,CUSIPATA,100.0,100.0,3,37,14,5.6,68.5,25.9,17,21,16,31.5,38.9,29.6
081207,CUSCO,QUISPICANCHI,HUARO,100.0,100.0,3,27,8,7.9,71.1,21.1,13,12,13,34.2,31.6,34.2
081208,CUSCO,QUISPICANCHI,LUCRE,100.0,97.5,0,42,35,0.0,54.5,45.5,5,41,31,6.5,53.2,40.3
081209,CUSCO,QUISPICANCHI,MARCAPATA,100.0,100.0,13,47,8,19.1,69.1,11.8,35,25,8,51.5,36.8,11.8
081210,CUSCO,QUISPICANCHI,OCONGATE,100.0,99.4,8,106,53,4.8,63.5,31.7,54,65,48,32.3,38.9,28.7
081211,CUSCO,QUISPICANCHI,OROPESA,100.0,96.5,9,50,79,6.5,36.2,57.2,22,61,55,15.9,44.2,39.9
081212,CUSCO,QUISPICANCHI,QUIQUIJANA,100.0,99.0,5,56,38,5.1,56.6,38.4,14,41,44,14.1,41.4,44.4
081301,CUSCO,URUBAMBA,URUBAMBA,100.0,98.3,23,242,209,4.9,51.1,44.1,118,185,171,24.9,39.0,36.1
081302,CUSCO,URUBAMBA,CHINCHERO,100.0,98.7,7,65,84,4.5,41.7,53.8,34,43,79,21.8,27.6,50.6
081303,CUSCO,URUBAMBA,HUAYLLABAMBA,100.0,94.9,1,21,15,2.7,56.8,40.5,5,16,16,13.5,43.2,43.2
081304,CUSCO,URUBAMBA,MACHUPICCHU,100.0,98.7,2,48,25,2.7,64.0,33.3,24,37,14,32.0,49.3,18.7
081305,CUSCO,URUBAMBA,MARAS,100.0,100.0,4,62,18,4.8,73.8,21.4,26,48,10,31.0,57.1,11.9
081306,CUSCO,URUBAMBA,OLLANTAYTAMBO,100.0,99.0,15,53,32,15.0,53.0,32.0,34,37,29,34.0,37.0,29.0
081307,CUSCO,URUBAMBA,YUCAY,100.0,100.0,6,47,33,7.0,54.7,38.4,36,38,12,41.9,44.2,14.0
090101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,100.0,99.0,17,313,562,1.9,35.1,63.0,143,311,436,16.1,34.9,49.0
090102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,100.0,100.0,0,5,5,0.0,50.0,50.0,0,1,9,0.0,10.0,90.0
090103,HUANCAVELICA,HUANCAVELICA,ACORIA,100.0,99.2,33,167,46,13.4,67.9,18.7,103,96,47,41.9,39.0,19.1
090104,HUANCAVELICA,HUANCAVELICA,CONAYCA,100.0,100.0,0,6,3,0.0,66.7,33.3,0,4,5,0.0,44.4,55.6
090105,HUANCAVELICA,HUANCAVELICA,CUENCA,100.0,94.1,4,24,4,12.5,75.0,12.5,16,12,4,50.0,37.5,12.5
090106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,100.0,100.0,6,52,5,9.5,82.5,7.9,38,18,7,60.3,28.6,11.1
090107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,100.0,100.0,1,9,0,10.0,90.0,0.0,4,6,0,40.0,60.0,0.0
090108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,100.0,100.0,0,3,15,0.0,16.7,83.3,0,0,18,0.0,0.0,100.0
090109,HUANCAVELICA,HUANCAVELICA,LARIA,100.0,100.0,0,2,3,0.0,40.0,60.0,0,5,0,0.0,100.0,0.0
090110,HUANCAVELICA,HUANCAVELICA,MANTA,100.0,100.0,2,8,3,15.4,61.5,23.1,3,6,4,23.1,46.2,30.8
090111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,100.0,89.7,1,14,11,3.8,53.8,42.3,6,12,8,23.1,46.2,30.8
