"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de primaria",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,Lectura,,,,,,Matemática,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% En inicio,% En proceso,% Satisfactorio
151014,LIMA,YAUYOS,HUANCAYA,100.0,100.0,0,0,7,0.0,0.0,100.0,0,0,7,0.0,0.0,100.0
151015,LIMA,YAUYOS,HUANGASCAR,100.0,100.0,0,0,6,0.0,0.0,100.0,0,0,6,0.0,0.0,100.0
151016,LIMA,YAUYOS,HUANTAN,100.0,107.7,1,5,8,7.1,35.7,57.1,2,6,6,14.3,42.9,42.9
151018,LIMA,YAUYOS,LARAOS,100.0,100.0,0,1,8,0.0,11.1,88.9,0,0,9,0.0,0.0,100.0
151019,LIMA,YAUYOS,LINCHA,100.0,90.9,1,7,2,10.0,70.0,20.0,2,7,1,20.0,70.0,10.0
151020,LIMA,YAUYOS,MADEAN,100.0,95.5,3,16,2,14.3,76.2,9.5,9,11,1,42.9,52.4,4.8
151022,LIMA,YAUYOS,OMAS,100.0,100.0,0,1,4,0.0,20.0,80.0,0,3,2,0.0,60.0,40.0
151023,LIMA,YAUYOS,PUTINZA,100.0,100.0,1,5,6,8.3,41.7,50.0,2,8,2,16.7,66.7,16.7
151024,LIMA,YAUYOS,QUINCHES,100.0,100.0,0,0,6,0.0,0.0,100.0,0,0,6,0.0,0.0,100.0
151028,LIMA,YAUYOS,TANTA,100.0,100.0,1,6,0,14.3,85.7,0.0,3,4,0,42.9,57.1,0.0
151030,LIMA,YAUYOS,TOMAS,100.0,100.0,0,1,5,0.0,16.7,83.3,0,1,5,0.0,16.7,83.3
151032,LIMA,YAUYOS,VIÑAC,100.0,100.0,0,23,13,0.0,63.9,36.1,9,20,7,25.0,55.6,19.4
160101,LORETO,MAYNAS,IQUITOS,97.5,91.2,320,2370,1594,7.5,55.3,37.2,1533,1782,968,35.8,41.6,22.6
160102,LORETO,MAYNAS,ALTO NANAY,100.0,83.3,26,48,1,34.7,64.0,1.3,52,22,1,69.3,29.3,1.3
160103,LORETO,MAYNAS,FERNANDO LORES,100.0,89.6,86,230,36,24.4,65.3,10.2,203,109,40,57.7,31.0,11.4
160104,LORETO,MAYNAS,INDIANA,100.0,92.8,103,200,16,32.3,62.7,5.0,215,91,13,67.4,28.5,4.1
160106,LORETO,MAYNAS,MAZAN,94.1,88.0,239,138,27,59.2,34.2,6.7,339,52,12,84.1,12.9,3.0
160107,LORETO,MAYNAS,NAPO,91.7,85.2,124,93,7,55.4,41.5,3.1,189,35,0,84.4,15.6,0.0
160108,LORETO,MAYNAS,PUNCHANA,100.0,91.5,325,1211,370,17.1,63.5,19.4,881,753,270,46.3,39.5,14.2
160112,LORETO,MAYNAS,BELEN,97.4,90.9,315,944,371,19.3,57.9,22.8,796,561,273,48.8,34.4,16.7
160113,LORETO,MAYNAS,SAN JUAN BAUTISTA,100.0,90.3,391,1594,537,15.5,63.2,21.3,1114,1033,372,44.2,41.0,14.8
160201,LORETO,ALTO AMAZONAS,YURIMAGUAS,100.0,96.8,459,1463,619,18.1,57.6,24.4,1200,860,482,47.2,33.8,19.0
160205,LORETO,ALTO AMAZONAS,JEBEROS,100.0,96.1,58,41,0,58.6,41.4,0.0,94,5,0,94.9,5.1,0.0
160206,LORETO,ALTO AMAZONAS,LAGUNAS,96.4,92.3,149,248,33,34.7,57.7,7.7,297,113,20,69.1,26.3,4.7
160210,LORETO,ALTO AMAZONAS,SANTA CRUZ,100.0,89.3,56,63,5,45.2,50.8,4.0,82,33,10,65.6,26.4,8.0
160211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,92.9,96.4,70,108,10,37.2,57.4,5.3,140,38,10,74.5,20.2,5.3
160301,LORETO,LORETO,NAUTA,97.9,93.7,246,537,235,24.2,52.8,23.1,504,310,205,49.5,30.4,20.1
160302,LORETO,LORETO,PARINARI,94.4,86.7,94,113,1,45.2,54.3,0.5,187,17,3,90.3,8.2,1.4
160303,LORETO,LORETO,TIGRE,100.0,84.5,47,87,13,32.0,59.2,8.8,96,39,11,65.8,26.7,7.5
160304,LORETO,LORETO,TROMPETEROS,100.0,94.0,25,49,5,31.6,62.0,6.3,65,13,1,82.3,16.5,1.3
160401,LORETO,MARISCAL RAMÓN CASTILLA,RAMON CASTILLA,100.0,85.4,181,281,29,36.9,57.2,5.9,349,127,13,71.4,26.0,2.7
160402,LORETO,MARISCAL RAMÓN CASTILLA,PEBAS,100.0,90.5,185,238,61,38.2,49.2,12.6,314,107,64,64.7,22.1,13.2
160403,LORETO,MARISCAL RAMÓN CASTILLA,YAVARI,100.0,83.8,172,177,18,46.9,48.2,4.9,261,85,21,71.1,23.2,5.7
160404,LORETO,MARISCAL RAMÓN CASTILLA,SAN PABLO,100.0,85.1,267,206,59,50.2,38.7,11.1,418,59,56,78.4,11.1,10.5
160501,LORETO,REQUENA,REQUENA,96.3,86.0,218,522,153,24.4,58.5,17.1,418,293,182,46.8,32.8,20.4
160502,LORETO,REQUENA,ALTO TAPICHE,100.0,97.7,26,16,0,61.9,38.1,0.0,39,3,0,92.9,7.1,0.0
160503,LORETO,REQUENA,CAPELO,100.0,89.5,45,22,1,66.2,32.4,1.5,63,5,0,92.6,7.4,0.0
160504,LORETO,REQUENA,EMILIO SAN MARTIN,100.0,91.2,129,98,11,54.2,41.2,4.6,186,41,11,78.2,17.2,4.6
160505,LORETO,REQUENA,MAQUIA,100.0,88.4,151,142,13,49.3,46.4,4.2,231,61,14,75.5,19.9,4.6
160506,LORETO,REQUENA,PUINAHUA,100.0,87.7,75,83,13,43.9,48.5,7.6,128,31,12,74.9,18.1,7.0
160507,LORETO,REQUENA,SAQUENA,100.0,90.0,52,63,2,44.4,53.8,1.7,81,31,5,69.2,26.5,4.3
160509,LORETO,REQUENA,TAPICHE,100.0,90.7,14,24,1,35.9,61.5,2.6,16,23,0,41.0,59.0,0.0
160510,LORETO,REQUENA,JENARO HERRERA,100.0,90.8,52,82,4,37.7,59.4,2.9,103,29,6,74.6,21.0,4.3
160511,LORETO,REQUENA,YAQUERANA,100.0,88.6,21,10,0,67.7,32.3,0.0,30,1,0,96.8,3.2,0.0
160601,LORETO,UCAYALI,CONTAMANA,96.6,91.7,127,455,126,17.9,64.3,17.8,326,287,93,46.2,40.7,13.2
160602,LORETO,UCAYALI,INAHUAYA,100.0,104.1,25,26,0,49.0,51.0,0.0,37,13,1,72.5,25.5,2.0
160604,LORETO,UCAYALI,PAMPA HERMOSA,100.0,89.5,48,152,4,23.5,74.5,2.0,120,67,17,58.8,32.8,8.3
160605,LORETO,UCAYALI,SARAYACU,100.0,92.5,146,313,49,28.7,61.6,9.6,297,151,61,58.3,29.7,12.0
160606,LORETO,UCAYALI,VARGAS GUERRA,100.0,94.8,45,90,136,16.6,33.2,50.2,78,84,109,28.8,31.0,40.2
160701,LORETO,DATEM DEL MARAÑÓN,BARRANCA,100.0,89.6,122,272,129,23.3,52.0,24.7,229,194,100,43.8,37.1,19.1
160702,LORETO,DATEM DEL MARAÑÓN,CAHUAPANAS,100.0,87.5,13,1,0,92.9,7.1,0.0,13,0,0,100.0,0.0,0.0
160703,LORETO,DATEM DEL MARAÑÓN,MANSERICHE,100.0,91.9,32,91,81,15.7,44.6,39.7,64,65,75,31.4,31.9,36.8
160704,LORETO,DATEM DEL MARAÑÓN,MORONA,100.0,88.3,49,56,23,38.3,43.8,18.0,85,22,21,66.4,17.2,16.4
160705,LORETO,DATEM DEL MARAÑÓN,PASTAZA,94.4,85.1,98,116,26,40.8,48.3,10.8,169,43,27,70.7,18.0,11.3
160801,LORETO,PUTUMAYO,PUTUMAYO,100.0,94.7,14,50,26,15.6,55.6,28.9,40,29,21,44.4,32.2,23.3
160802,LORETO,PUTUMAYO,ROSA PANDURO,100.0,109.1,4,7,1,33.3,58.3,8.3,5,7,0,41.7,58.3,0.0
160804,LORETO,PUTUMAYO,YAGUAS,100.0,87.5,6,22,0,21.4,78.6,0.0,20,7,0,74.1,25.9,0.0
170101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,100.0,93.8,96,1026,893,4.8,50.9,44.3,625,873,521,31.0,43.2,25.8
170102,MADRE DE DIOS,TAMBOPATA,INAMBARI,100.0,93.8,24,196,115,7.2,58.5,34.3,104,127,103,31.1,38.0,30.8
170103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,100.0,93.0,23,164,80,8.6,61.4,30.0,103,103,61,38.6,38.6,22.8
170104,MADRE DE DIOS,TAMBOPATA,LABERINTO,100.0,90.9,13,79,66,8.2,50.0,41.8,68,54,36,43.0,34.2,22.8
170201,MADRE DE DIOS,MANU,MANU,100.0,100.0,3,23,11,8.1,62.2,29.7,12,12,13,32.4,32.4,35.1
170202,MADRE DE DIOS,MANU,FITZCARRALD,100.0,100.0,0,6,1,0.0,85.7,14.3,3,4,0,42.9,57.1,0.0
170203,MADRE DE DIOS,MANU,MADRE DE DIOS,100.0,94.9,12,99,39,8.0,66.0,26.0,58,49,43,38.7,32.7,28.7
170204,MADRE DE DIOS,MANU,HUEPETUHE,100.0,96.5,6,59,100,3.6,35.8,60.6,26,66,73,15.8,40.0,44.2
170302,MADRE DE DIOS,TAHUAMANU,IBERIA,100.0,91.3,2,48,54,1.9,46.2,51.9,26,45,33,25.0,43.3,31.7
170303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,100.0,93.0,4,44,18,6.1,66.7,27.3,37,14,15,56.1,21.2,22.7
180101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,100.0,99.2,7,311,795,0.6,27.9,71.4,109,371,632,9.8,33.4,56.8
180102,MOQUEGUA,MARISCAL NIETO,CARUMAS,100.0,100.0,0,4,2,0.0,66.7,33.3,0,5,1,0.0,83.3,16.7
180104,MOQUEGUA,MARISCAL NIETO,SAMEGUA,100.0,99.4,0,16,160,0.0,9.1,90.9,4,24,148,2.3,13.6,84.1
180105,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,100.0,91.7,1,11,9,4.8,52.4,42.9,2,11,8,9.5,52.4,38.1
180106,MOQUEGUA,MARISCAL NIETO,TORATA,100.0,100.0,2,18,70,2.2,20.0,77.8,6,35,49,6.7,38.9,54.4
180201,MOQUEGUA,GENERAL SÁNCHEZ CERRO,OMATE,100.0,100.0,2,7,12,9.5,33.3,57.1,2,10,9,9.5,47.6,42.9
180202,MOQUEGUA,GENERAL SÁNCHEZ CERRO,CHOJATA,100.0,100.0,0,4,1,0.0,80.0,20.0,2,2,1,40.0,40.0,20.0
180203,MOQUEGUA,GENERAL SÁNCHEZ CERRO,COALAQUE,100.0,100.0,0,0,7,0.0,0.0,100.0,0,0,7,0.0,0.0,100.0
180204,MOQUEGUA,GENERAL SÁNCHEZ CERRO,ICHUÑA,100.0,100.0,0,16,22,0.0,42.1,57.9,4,23,11,10.5,60.5,28.9
180207,MOQUEGUA,GENERAL SÁNCHEZ CERRO,MATALAQUE,100.0,100.0,0,2,3,0.0,40.0,60.0,1,2,2,20.0,40.0,40.0
180208,MOQUEGUA,GENERAL SÁNCHEZ CERRO,PUQUINA,100.0,100.0,0,4,17,0.0,19.0,81.0,1,8,12,4.8,38.1,57.1
180210,MOQUEGUA,GENERAL SÁNCHEZ CERRO,UBINAS,100.0,83.3,0,6,4,0.0,60.0,40.0,3,5,2,30.0,50.0,20.0
180301,MOQUEGUA,ILO,ILO,100.0,97.6,22,436,856,1.7,33.2,65.1,183,492,638,13.9,37.5,48.6
180302,MOQUEGUA,ILO,EL ALGARROBAL,100.0,111.1,1,9,0,10.0,90.0,0.0,4,4,2,40.0,40.0,20.0
180303,MOQUEGUA,ILO,PACOCHA,100.0,99.1,0,26,87,0.0,23.0,77.0,9,35,69,8.0,31.0,61.1
190101,PASCO,PASCO,CHAUPIMARCA,100.0,98.3,5,273,375,0.8,41.8,57.4,74,254,325,11.3,38.9,49.8
190102,PASCO,PASCO,HUACHON,100.0,95.8,5,40,24,7.2,58.0,34.8,20,27,22,29.0,39.1,31.9
190103,PASCO,PASCO,HUARIACA,100.0,99.4,2,74,95,1.2,43.3,55.6,28,76,67,16.4,44.4,39.2
190104,PASCO,PASCO,HUAYLLAY,100.0,96.5,2,85,106,1.0,44.0,54.9,30,84,79,15.5,43.5,40.9
190105,PASCO,PASCO,NINACACA,100.0,101.1,4,56,29,4.5,62.9,32.6,20,38,31,22.5,42.7,34.8
190106,PASCO,PASCO,PALLANCHACRA,100.0,100.0,4,23,3,13.3,76.7,10.0,12,13,5,40.0,43.3,16.7
190107,PASCO,PASCO,PAUCARTAMBO,100.0,96.6,23,89,86,11.6,44.9,43.4,61,70,67,30.8,35.4,33.8
190108,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,100.0,100.0,0,34,14,0.0,70.8,29.2,10,25,13,20.8,52.1,27.1
190109,PASCO,PASCO,SIMON BOLIVAR,100.0,97.1,4,87,143,1.7,37.2,61.1,41,107,86,17.5,45.7,36.8
190110,PASCO,PASCO,TICLACAYAN,100.0,100.0,5,34,21,8.3,56.7,35.0,16,24,20,26.7,40.0,33.3
190111,PASCO,PASCO,TINYAHUARCO,100.0,97.8,3,33,55,3.3,36.3,60.4,5,41,45,5.5,45.1,49.5
190112,PASCO,PASCO,VICCO,100.0,98.0,4,29,17,8.0,58.0,34.0,17,22,11,34.0,44.0,22.0
190113,PASCO,PASCO,YANACANCHA,100.0,98.2,6,177,315,1.2,35.5,63.3,63,210,225,12.7,42.2,45.2
190201,PASCO,DANIEL ALCIDES CARRIÓN,YANAHUANCA,100.0,98.8,3,81,82,1.8,48.8,49.4,24,63,79,14.5,38.0,47.6
190202,PASCO,DANIEL ALCIDES CARRIÓN,CHACAYAN,100.0,100.0,2,2,7,18.2,18.2,63.6,0,3,8,0.0,27.3,72.7
190203,PASCO,DANIEL ALCIDES CARRIÓN,GOYLLARISQUIZGA,100.0,100.0,0,4,5,0.0,44.4,55.6,0,3,6,0.0,33.3,66.7
190204,PASCO,DANIEL ALCIDES CARRIÓN,PAUCAR,100.0,100.0,0,8,10,0.0,44.4,55.6,3,4,11,16.7,22.2,61.1
190205,PASCO,DANIEL ALCIDES CARRIÓN,SAN PEDRO DE PILLAO,100.0,100.0,3,16,2,14.3,76.2,9.5,9,9,3,42.9,42.9,14.3
190206,PASCO,DANIEL ALCIDES CARRIÓN,SANTA ANA DE TUSI,100.0,100.0,0,17,22,0.0,43.6,56.4,7,10,22,17.9,25.6,56.4
190207,PASCO,DANIEL ALCIDES CARRIÓN,TAPUC,100.0,94.4,4,13,0,23.5,76.5,0.0,7,10,0,41.2,58.8,0.0
190208,PASCO,DANIEL ALCIDES CARRIÓN,VILCABAMBA,100.0,100.0,0,4,3,0.0,57.1,42.9,1,2,4,14.3,28.6,57.1
190301,PASCO,OXAPAMPA,OXAPAMPA,100.0,94.6,9,126,195,2.7,38.2,59.1,51,105,174,15.5,31.8,52.7
190302,PASCO,OXAPAMPA,CHONTABAMBA,100.0,100.0,1,8,5,7.1,57.1,35.7,3,4,7,21.4,28.6,50.0
190303,PASCO,OXAPAMPA,HUANCABAMBA,100.0,93.3,3,62,33,3.1,63.3,33.7,24,50,24,24.5,51.0,24.5
190304,PASCO,OXAPAMPA,PALCAZU,100.0,92.1,35,84,42,21.7,52.2,26.1,71,56,35,43.8,34.6,21.6
190305,PASCO,OXAPAMPA,POZUZO,92.9,85.5,27,35,38,27.0,35.0,38.0,47,19,34,47.0,19.0,34.0
190306,PASCO,OXAPAMPA,PUERTO BERMUDEZ,100.0,88.5,94,220,38,26.7,62.5,10.8,238,101,11,68.0,28.9,3.1
190307,PASCO,OXAPAMPA,VILLA RICA,100.0,96.6,22,169,198,5.7,43.4,50.9,74,180,135,19.0,46.3,34.7
190308,PASCO,OXAPAMPA,CONSTITUCIËN,100.0,94.5,53,236,88,14.1,62.6,23.3,164,133,80,43.5,35.3,21.2
200101,PIURA,PIURA,PIURA,100.0,95.8,91,1522,2582,2.2,36.3,61.5,883,1487,1821,21.1,35.5,43.5
200104,PIURA,PIURA,CASTILLA,100.0,96.1,58,1244,1874,1.8,39.2,59.0,530,1192,1453,16.7,37.5,45.8
200105,PIURA,PIURA,CATACAOS,100.0,98.9,34,599,926,2.2,38.4,59.4,229,529,801,14.7,33.9,51.4
200107,PIURA,PIURA,CURA MORI,100.0,98.3,20,219,212,4.4,48.6,47.0,87,142,221,19.3,31.6,49.1
200108,PIURA,PIURA,EL TALLÁN,100.0,95.2,1,83,56,0.7,59.3,40.0,20,63,57,14.3,45.0,40.7
200109,PIURA,PIURA,LA ARENA,100.0,99.0,20,326,521,2.3,37.6,60.1,108,219,541,12.4,25.2,62.3
200110,PIURA,PIURA,LA UNION,100.0,97.8,26,446,629,2.4,40.5,57.1,140,364,597,12.7,33.1,54.2
200111,PIURA,PIURA,LAS LOMAS,100.0,98.6,45,351,302,6.4,50.3,43.3,166,264,266,23.9,37.9,38.2
200114,PIURA,PIURA,TAMBO GRANDE,100.0,97.6,145,1559,1121,5.1,55.2,39.7,623,1095,1106,22.1,38.8,39.2
200115,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,100.0,96.9,40,668,1073,2.2,37.5,60.2,327,696,758,18.4,39.1,42.6
200201,PIURA,AYABACA,AYABACA,100.0,97.3,124,488,204,15.2,59.8,25.0,304,291,221,37.3,35.7,27.1
200202,PIURA,AYABACA,FRIAS,100.0,97.0,79,332,176,13.5,56.6,30.0,212,220,156,36.1,37.4,26.5
200203,PIURA,AYABACA,JILILI,100.0,100.0,2,9,16,7.4,33.3,59.3,6,6,15,22.2,22.2,55.6
200204,PIURA,AYABACA,LAGUNAS,100.0,99.3,32,84,23,23.0,60.4,16.5,74,51,14,53.2,36.7,10.1
200205,PIURA,AYABACA,MONTERO,100.0,98.0,8,39,51,8.2,39.8,52.0,16,39,43,16.3,39.8,43.9
200206,PIURA,AYABACA,PACAIPAMPA,100.0,98.1,89,441,232,11.7,57.9,30.4,241,252,269,31.6,33.1,35.3
200207,PIURA,AYABACA,PAIMAS,100.0,97.8,17,157,89,6.5,59.7,33.8,64,103,95,24.4,39.3,36.3
200208,PIURA,AYABACA,SAPILLICA,100.0,97.8,44,224,96,12.1,61.5,26.4,116,140,108,31.9,38.5,29.7
200209,PIURA,AYABACA,SICCHEZ,100.0,100.0,1,9,9,5.3,47.4,47.4,3,9,7,15.8,47.4,36.8
200210,PIURA,AYABACA,SUYO,100.0,98.1,29,160,116,9.5,52.5,38.0,99,122,84,32.5,40.0,27.5
200301,PIURA,HUANCABAMBA,HUANCABAMBA,100.0,98.3,78,339,279,11.2,48.7,40.1,218,228,250,31.3,32.8,35.9
200302,PIURA,HUANCABAMBA,CANCHAQUE,100.0,97.2,10,88,40,7.2,63.8,29.0,53,42,43,38.4,30.4,31.2
200303,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,100.0,96.0,55,159,52,20.7,59.8,19.5,126,83,57,47.4,31.2,21.4
200304,PIURA,HUANCABAMBA,HUARMACA,100.0,93.6,260,568,111,27.7,60.5,11.8,547,257,135,58.3,27.4,14.4
200305,PIURA,HUANCABAMBA,LALAQUIZ,100.0,94.4,1,22,23,2.2,47.8,50.0,4,21,21,8.7,45.7,45.7
200306,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,100.0,96.3,38,141,51,16.5,61.3,22.2,119,69,42,51.7,30.0,18.3
200307,PIURA,HUANCABAMBA,SONDOR,100.0,96.9,19,125,41,10.3,67.6,22.2,65,73,47,35.1,39.5,25.4
200308,PIURA,HUANCABAMBA,SONDORILLO,100.0,98.3,59,180,57,19.9,60.8,19.3,139,100,57,47.0,33.8,19.3
200401,PIURA,MORROPÓN,CHULUCANAS,100.0,96.6,67,781,1120,3.4,39.7,56.9,297,688,983,15.1,35.0,49.9
200402,PIURA,MORROPÓN,BUENOS AIRES,100.0,98.4,5,69,106,2.8,38.3,58.9,8,75,97,4.4,41.7,53.9
200403,PIURA,MORROPÓN,CHALACO,100.0,97.6,2,47,115,1.2,28.7,70.1,15,33,116,9.1,20.1,70.7
200404,PIURA,MORROPÓN,LA MATANZA,100.0,97.4,13,98,212,4.0,30.3,65.6,35,81,207,10.8,25.1,64.1
200405,PIURA,MORROPÓN,MORROPON,100.0,99.6,7,102,144,2.8,40.3,56.9,27,89,137,10.7,35.2,54.2
200406,PIURA,MORROPÓN,SALITRAL,100.0,98.6,3,124,75,1.5,61.4,37.1,23,106,73,11.4,52.5,36.1
200407,PIURA,MORROPÓN,SAN JUAN DE BIGOTE,100.0,97.3,16,60,67,11.2,42.0,46.9,35,44,64,24.5,30.8,44.8
200408,PIURA,MORROPÓN,SANTA CATALINA DE MOSSA,100.0,97.7,1,13,29,2.3,30.2,67.4,2,12,29,4.7,27.9,67.4
200409,PIURA,MORROPÓN,SANTO DOMINGO,100.0,98.8,1,45,29,1.3,60.0,38.7,16,28,31,21.3,37.3,41.3
200410,PIURA,MORROPÓN,YAMANGO,100.0,97.7,5,51,69,4.0,40.8,55.2,15,36,74,12.0,28.8,59.2
200501,PIURA,PAITA,PAITA,100.0,95.2,49,777,1122,2.5,39.9,57.6,371,680,892,19.1,35.0,45.9
200502,PIURA,PAITA,AMOTAPE,100.0,97.6,4,31,6,9.8,75.6,14.6,20,16,5,48.8,39.0,12.2
200503,PIURA,PAITA,ARENAL,100.0,91.7,1,13,8,4.5,59.1,36.4,9,6,7,40.9,27.3,31.8
200504,PIURA,PAITA,COLAN,100.0,98.5,7,114,199,2.2,35.6,62.2,42,97,181,13.1,30.3,56.6
200505,PIURA,PAITA,LA HUACA,100.0,95.8,5,91,151,2.0,36.8,61.1,14,66,167,5.7,26.7,67.6
200506,PIURA,PAITA,TAMARINDO,100.0,100.0,3,48,36,3.4,55.2,41.4,23,29,35,26.4,33.3,40.2
200507,PIURA,PAITA,VICHAYAL,100.0,99.1,4,63,45,3.6,56.3,40.2,21,55,36,18.8,49.1,32.1
200601,PIURA,SULLANA,SULLANA,100.0,97.9,66,1325,2291,1.8,36.0,62.2,464,1356,1860,12.6,36.8,50.5
200602,PIURA,SULLANA,BELLAVISTA,100.0,97.5,5,155,388,0.9,28.3,70.8,57,170,321,10.4,31.0,58.6
200603,PIURA,SULLANA,IGNACIO ESCUDERO,100.0,97.8,7,189,254,1.6,42.0,56.4,58,169,223,12.9,37.6,49.6
200604,PIURA,SULLANA,LANCONES,100.0,98.5,28,112,60,14.0,56.0,30.0,66,74,60,33.0,37.0,30.0
200605,PIURA,SULLANA,MARCAVELICA,100.0,97.5,14,241,261,2.7,46.7,50.6,69,179,268,13.4,34.7,51.9
200606,PIURA,SULLANA,MIGUEL CHECA,100.0,98.6,3,55,79,2.2,40.1,57.7,12,47,78,8.8,34.3,56.9
200607,PIURA,SULLANA,QUERECOTILLO,100.0,98.8,15,211,249,3.2,44.4,52.4,73,194,208,15.4,40.8,43.8
200608,PIURA,SULLANA,SALITRAL,100.0,99.1,3,36,75,2.6,31.6,65.8,14,24,75,12.4,21.2,66.4
200701,PIURA,TALARA,PARIÑAS,100.0,95.0,58,918,873,3.1,49.6,47.2,528,785,536,28.6,42.5,29.0
200702,PIURA,TALARA,EL ALTO,100.0,92.2,6,81,78,3.6,49.1,47.3,24,75,66,14.5,45.5,40.0
200703,PIURA,TALARA,LA BREA,100.0,97.7,5,62,106,2.9,35.8,61.3,32,53,88,18.5,30.6,50.9
200704,PIURA,TALARA,LOBITOS,100.0,100.0,3,6,12,14.3,28.6,57.1,7,6,8,33.3,28.6,38.1
200705,PIURA,TALARA,LOS ORGANOS,100.0,98.8,16,119,101,6.8,50.4,42.8,81,77,78,34.3,32.6,33.1
200706,PIURA,TALARA,MANCORA,100.0,93.0,29,159,89,10.5,57.4,32.1,105,131,41,37.9,47.3,14.8
200801,PIURA,SECHURA,SECHURA,100.0,98.2,29,543,610,2.5,45.9,51.6,194,451,535,16.4,38.2,45.3
200802,PIURA,SECHURA,BELLAVISTA DE LA UNION,100.0,98.9,0,36,54,0.0,40.0,60.0,7,33,50,7.8,36.7,55.6
200803,PIURA,SECHURA,BERNAL,100.0,97.5,6,52,134,3.1,27.1,69.8,26,26,140,13.5,13.5,72.9
200804,PIURA,SECHURA,CRISTO NOS VALGA,100.0,96.4,0,43,36,0.0,54.4,45.6,6,26,47,7.6,32.9,59.5
200805,PIURA,SECHURA,VICE,100.0,97.8,14,184,155,4.0,52.1,43.9,55,144,154,15.6,40.8,43.6
200806,PIURA,SECHURA,RINCONADA LLICUAR,100.0,94.9,2,16,38,3.6,28.6,67.9,3,9,44,5.4,16.1,78.6
210101,PUNO,PUNO,PUNO,100.0,98.8,43,806,1522,1.8,34.0,64.2,343,837,1190,14.5,35.3,50.2
210102,PUNO,PUNO,ACORA,100.0,97.1,1,74,25,1.0,74.0,25.0,24,51,25,24.0,51.0,25.0
210103,PUNO,PUNO,AMANTANI,100.0,97.6,3,32,4,7.7,82.1,10.3,21,15,3,53.8,38.5,7.7
210104,PUNO,PUNO,ATUNCOLLA,100.0,100.0,4,47,8,6.8,79.7,13.6,15,31,13,25.4,52.5,22.0
210105,PUNO,PUNO,CAPACHICA,100.0,96.8,4,62,24,4.4,68.9,26.7,29,32,29,32.2,35.6,32.2
210106,PUNO,PUNO,CHUCUITO,100.0,97.6,5,30,5,12.5,75.0,12.5,17,16,7,42.5,40.0,17.5
210107,PUNO,PUNO,COATA,100.0,96.0,2,71,22,2.1,74.7,23.2,13,53,29,13.7,55.8,30.5
210108,PUNO,PUNO,HUATA,100.0,100.0,0,39,15,0.0,72.2,27.8,8,22,24,14.8,40.7,44.4
210109,PUNO,PUNO,MAÑAZO,100.0,100.0,1,27,17,2.2,60.0,37.8,14,16,15,31.1,35.6,33.3
210110,PUNO,PUNO,PAUCARCOLLA,100.0,97.1,1,25,8,2.9,73.5,23.5,6,19,9,17.6,55.9,26.5
210111,PUNO,PUNO,PICHACANI,100.0,100.0,1,20,23,2.3,45.5,52.3,3,23,18,6.8,52.3,40.9
210112,PUNO,PUNO,PLATERIA,100.0,97.9,2,29,15,4.3,63.0,32.6,13,19,14,28.3,41.3,30.4
210114,PUNO,PUNO,TIQUILLACA,100.0,100.0,6,6,0,50.0,50.0,0.0,9,3,0,75.0,25.0,0.0
210115,PUNO,PUNO,VILQUE,100.0,100.0,0,15,8,0.0,65.2,34.8,6,9,8,26.1,39.1,34.8
210201,PUNO,AZÁNGARO,AZANGARO,100.0,99.5,28,296,225,5.1,53.9,41.0,112,234,203,20.4,42.6,37.0
210202,PUNO,AZÁNGARO,ACHAYA,100.0,100.0,0,6,9,0.0,40.0,60.0,0,12,3,0.0,80.0,20.0
210203,PUNO,AZÁNGARO,ARAPA,100.0,100.0,0,37,20,0.0,64.9,35.1,7,37,13,12.3,64.9,22.8
210204,PUNO,AZÁNGARO,ASILLO,100.0,99.5,9,151,52,4.2,71.2,24.5,56,108,48,26.4,50.9,22.6
210205,PUNO,AZÁNGARO,CAMINACA,100.0,100.0,0,10,1,0.0,90.9,9.1,9,2,0,81.8,18.2,0.0
210206,PUNO,AZÁNGARO,CHUPA,100.0,98.4,8,45,10,12.7,71.4,15.9,29,20,14,46.0,31.7,22.2
210207,PUNO,AZÁNGARO,JOSE DOMINGO CHOQUEHUANCA,100.0,98.5,1,47,16,1.6,73.4,25.0,11,33,20,17.2,51.6,31.3
