"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de secundaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,,HGE,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
060403,Cajamarca,Chota,Chadin,100.0,95.9,20,38,13,3,27.1,50.8,18.1,4.1,17,35,19,3,23.0,47.8,25.0,4.2,13,26,24,11,17.6,34.9,32.0,15.5
060404,Cajamarca,Chota,Chiguirip,100.0,100.0,36,40,9,1,41.9,46.5,10.5,1.2,37,37,7,5,43.0,43.0,8.1,5.8,34,30,15,7,39.5,34.9,17.4,8.1
060405,Cajamarca,Chota,Chimban,100.0,100.0,23,17,2,1,54.0,38.6,4.9,2.5,21,20,1,1,48.7,46.4,2.5,2.5,14,19,9,1,31.5,44.9,21.3,2.3
060406,Cajamarca,Chota,Choropampa,100.0,90.9,34,37,4,1,44.3,48.6,5.7,1.4,37,33,6,1,48.6,42.8,7.2,1.4,30,28,18,1,39.0,36.3,23.2,1.5
060407,Cajamarca,Chota,Cochabamba,100.0,95.2,77,38,7,2,62.2,30.6,5.6,1.6,79,36,9,0,64.0,28.7,7.3,.0,59,37,24,4,47.5,30.2,19.0,3.3
060408,Cajamarca,Chota,Conchan,100.0,98.3,42,53,13,7,36.4,45.8,11.7,6.2,35,48,19,13,30.6,41.5,16.3,11.6,36,39,30,10,31.4,34.0,25.6,9.1
060409,Cajamarca,Chota,Huambos,100.0,93.9,89,58,16,1,54.0,35.5,9.9,.6,94,59,9,2,57.2,36.0,5.6,1.2,71,49,35,9,43.1,30.0,21.6,5.3
060410,Cajamarca,Chota,Lajas,100.0,97.9,53,78,11,3,36.5,53.6,7.8,2.1,68,58,13,5,46.9,40.3,9.2,3.6,35,58,41,11,23.8,40.2,28.2,7.9
060411,Cajamarca,Chota,Llama,100.0,96.6,34,55,19,9,29.2,47.1,15.8,7.8,37,64,10,6,31.7,54.3,8.8,5.3,16,34,44,23,14.1,29.1,37.3,19.6
060412,Cajamarca,Chota,Miracosta,100.0,82.8,42,15,0,1,73.0,25.3,.0,1.7,45,13,0,0,78.2,21.8,.0,.0,35,12,12,0,60.2,19.9,19.9,.0
060413,Cajamarca,Chota,Paccha,100.0,99.0,23,43,24,9,22.8,43.8,24.4,9.1,28,42,16,13,27.9,42.8,16.2,13.1,19,32,36,12,18.9,32.1,36.8,12.2
060414,Cajamarca,Chota,Pion,100.0,96.2,10,11,4,0,40.0,44.0,16.0,.0,15,9,2,0,56.0,36.0,8.0,.0,8,11,5,1,32.0,44.0,20.0,4.0
060415,Cajamarca,Chota,Querocoto,100.0,92.7,113,96,31,7,45.7,39.0,12.4,2.8,144,86,11,6,58.2,34.9,4.5,2.4,80,97,63,7,32.5,39.2,25.4,2.9
060416,Cajamarca,Chota,San Juan de Licupis,100.0,87.5,6,12,4,1,26.4,51.6,17.9,4.2,9,14,1,0,36.1,59.1,4.8,.0,4,6,9,5,16.7,25.4,36.5,21.4
060417,Cajamarca,Chota,Tacabamba,100.0,91.9,141,163,29,15,40.6,46.9,8.3,4.2,162,158,20,6,46.8,45.5,5.9,1.8,118,111,104,14,33.8,32.0,30.0,4.2
060418,Cajamarca,Chota,Tocmoche,100.0,100.0,4,3,0,0,57.1,42.9,.0,.0,5,2,0,0,71.4,28.6,.0,.0,2,1,4,0,28.6,14.3,57.1,.0
060419,Cajamarca,Chota,Chalamarca,100.0,95.7,77,119,27,8,33.3,51.4,11.8,3.6,76,104,37,16,32.6,44.6,16.1,6.7,58,105,55,15,25.2,45.0,23.5,6.3
060501,Cajamarca,Contumaza,Contumaza,100.0,98.5,38,46,31,16,29.1,35.2,23.6,12.2,24,50,30,28,18.2,37.6,22.8,21.3,24,43,47,19,17.9,32.4,35.3,14.4
060502,Cajamarca,Contumaza,Chilete,100.0,100.0,15,33,22,6,19.7,43.4,28.9,7.9,13,25,19,19,17.1,32.9,25.0,25.0,17,18,33,8,22.4,23.7,43.4,10.5
060504,Cajamarca,Contumaza,Guzmango,100.0,95.0,32,22,6,0,53.3,36.7,10.0,.0,25,22,11,2,42.0,36.3,18.3,3.3,28,18,14,0,47.3,29.3,23.3,.0
060505,Cajamarca,Contumaza,San Benito,100.0,96.7,15,31,12,3,25.1,50.3,19.7,4.9,25,24,10,2,40.5,39.3,16.9,3.3,9,20,24,8,14.1,32.7,40.0,13.1
060506,Cajamarca,Contumaza,Santa Cruz de Toled,100.0,92.3,5,0,3,5,38.5,.0,23.1,38.5,4,2,3,4,28.8,17.3,23.1,30.8,5,0,2,6,38.5,.0,15.4,46.2
060507,Cajamarca,Contumaza,Tantarica,100.0,97.4,14,16,6,2,36.2,41.7,16.5,5.6,12,19,5,2,30.5,50.1,13.8,5.6,7,14,12,5,19.4,36.2,30.5,13.8
060508,Cajamarca,Contumaza,Yonan,100.0,97.4,22,45,36,12,18.8,39.2,31.2,10.8,26,51,24,14,22.4,44.5,20.6,12.5,16,38,52,9,13.7,33.3,44.8,8.2
060601,Cajamarca,Cutervo,Cutervo,100.0,98.8,396,411,183,73,37.3,38.7,17.2,6.9,429,414,154,66,40.3,38.9,14.5,6.3,331,341,280,112,31.1,32.1,26.4,10.5
060602,Cajamarca,Cutervo,Callayuc,100.0,90.0,150,70,10,0,65.2,30.6,4.2,.0,138,73,12,8,59.9,31.7,5.1,3.3,130,67,29,4,56.4,29.2,12.5,1.8
060603,Cajamarca,Cutervo,Choros,100.0,97.2,34,31,5,0,48.5,44.1,7.5,.0,29,26,14,2,41.3,36.4,19.2,3.1,28,24,17,2,40.0,33.8,23.2,3.0
060604,Cajamarca,Cutervo,Cujillo,100.0,100.0,19,28,3,1,37.3,54.9,5.9,2.0,23,23,5,0,45.1,45.1,9.8,.0,14,18,17,2,27.9,34.3,33.6,4.1
060605,Cajamarca,Cutervo,La Ramada,100.0,95.1,47,48,6,2,45.9,46.2,6.0,2.0,49,46,4,4,47.4,44.7,3.9,3.9,37,41,23,2,35.4,39.7,22.8,2.0
060606,Cajamarca,Cutervo,Pimpingos,100.0,98.2,38,47,19,8,33.9,41.8,17.1,7.2,47,40,10,16,41.3,35.4,9.1,14.3,32,38,23,20,28.1,34.0,20.0,17.9
060607,Cajamarca,Cutervo,Querocotillo,100.0,94.0,233,143,25,2,57.8,35.4,6.3,.5,247,127,20,9,61.2,31.4,5.1,2.3,201,113,72,17,50.0,28.0,17.8,4.2
060608,Cajamarca,Cutervo,San Andres de Cutervo,100.0,96.3,68,53,9,3,51.0,39.8,7.0,2.2,61,50,23,1,45.2,37.2,16.9,.7,46,59,26,3,34.3,43.8,19.6,2.2
060609,Cajamarca,Cutervo,San Juan de Cutervo,100.0,98.1,25,26,2,0,47.6,48.5,3.9,.0,24,27,2,0,45.4,50.9,3.8,.0,21,21,10,1,39.4,39.4,19.3,1.9
060610,Cajamarca,Cutervo,San Luis de Lucma,100.0,98.4,28,27,5,2,44.6,44.2,8.1,3.2,27,30,3,2,43.3,48.6,4.8,3.2,11,34,14,3,17.9,54.4,22.8,4.8
060611,Cajamarca,Cutervo,Santa Cruz,100.0,100.0,25,13,4,2,56.8,29.5,9.1,4.5,25,16,3,0,56.8,36.4,6.8,.0,17,17,9,1,38.6,38.6,20.5,2.3
060612,Cajamarca,Cutervo,Santo Domingo de La Capilla,100.0,96.3,34,64,10,1,31.0,58.7,9.3,.9,35,42,19,13,31.9,38.4,17.5,12.2,26,40,32,11,24.3,36.5,29.3,10.0
060613,Cajamarca,Cutervo,Santo Tomas,100.0,99.4,92,52,12,0,58.7,33.6,7.7,.0,94,53,8,1,60.1,34.1,5.1,.7,74,47,25,10,47.2,30.3,16.2,6.4
060614,Cajamarca,Cutervo,Socota,100.0,97.4,87,74,24,5,45.9,38.8,12.6,2.6,94,68,21,7,49.7,35.6,11.0,3.7,65,73,35,17,34.3,38.3,18.4,9.0
060615,Cajamarca,Cutervo,Toribio Casanova,100.0,100.0,14,14,5,0,42.4,42.4,15.2,.0,12,16,4,1,36.4,48.5,12.1,3.0,11,13,8,1,33.3,39.4,24.3,3.0
060701,Cajamarca,Hualgayoc,Bambamarca,100.0,95.6,425,566,187,76,33.9,45.1,14.9,6.1,449,538,176,91,35.8,42.9,14.0,7.3,354,467,340,92,28.3,37.3,27.1,7.4
060702,Cajamarca,Hualgayoc,Chugur,100.0,100.0,11,19,7,0,29.7,51.4,18.9,.0,13,18,5,1,35.1,48.6,13.5,2.7,10,11,14,2,27.0,29.7,37.8,5.4
060703,Cajamarca,Hualgayoc,Hualgayoc,100.0,95.8,140,123,21,4,48.6,42.8,7.2,1.4,149,107,22,9,51.9,37.2,7.6,3.3,111,102,65,9,38.8,35.4,22.6,3.2
060801,Cajamarca,Jaen,Jaen,97.6,96.0,427,894,503,182,21.3,44.6,25.1,9.1,764,782,293,167,38.1,39.0,14.6,8.3,411,650,707,238,20.5,32.4,35.2,11.9
060802,Cajamarca,Jaen,Bellavista,100.0,93.4,89,138,62,13,29.5,45.6,20.5,4.4,143,116,34,10,47.3,38.3,11.1,3.4,87,105,91,21,28.7,34.5,30.0,6.8
060803,Cajamarca,Jaen,Chontali,100.0,92.6,53,102,41,6,26.2,50.6,20.1,3.2,65,63,49,26,32.1,31.1,24.1,12.6,48,63,68,23,23.7,31.3,33.6,11.3
060804,Cajamarca,Jaen,Colasay,100.0,96.5,80,90,25,7,39.5,44.6,12.4,3.5,85,77,24,16,42.3,38.3,11.7,7.7,58,61,66,17,28.7,30.2,32.8,8.2
060805,Cajamarca,Jaen,Huabal,100.0,96.9,81,73,35,3,41.9,38.1,18.4,1.6,90,82,16,4,46.9,42.8,8.2,2.2,70,63,46,14,36.3,32.9,23.7,7.0
060806,Cajamarca,Jaen,Las Pirias,100.0,96.3,15,29,10,0,26.9,53.8,19.2,.0,20,24,6,4,36.5,44.2,11.5,7.7,16,13,22,3,30.0,24.0,40.0,6.0
060807,Cajamarca,Jaen,Pomahuaca,100.0,89.4,114,80,26,6,50.2,35.5,11.7,2.7,141,61,21,2,62.5,27.1,9.4,.9,95,78,42,12,41.9,34.3,18.6,5.2
060808,Cajamarca,Jaen,Pucara,100.0,95.5,26,56,39,10,20.0,42.4,29.9,7.8,50,50,18,14,37.8,37.8,13.8,10.6,26,43,50,13,19.4,32.8,37.6,10.2
060809,Cajamarca,Jaen,Sallique,100.0,83.9,155,59,9,1,68.9,26.4,4.2,.5,160,56,7,1,71.6,24.8,3.1,.5,125,63,29,8,55.6,28.0,12.8,3.5
060810,Cajamarca,Jaen,San Felipe,100.0,95.0,44,51,20,6,36.2,42.4,16.4,5.1,59,45,13,4,48.3,37.1,11.1,3.4,43,36,32,10,35.2,29.7,26.7,8.4
060811,Cajamarca,Jaen,San Jose Del Alto,100.0,95.2,38,72,28,9,25.8,49.2,19.2,5.8,55,58,25,9,37.5,39.5,17.1,5.9,41,44,47,15,27.8,30.1,31.9,10.2
060812,Cajamarca,Jaen,Santa Rosa,100.0,94.7,51,85,28,6,29.9,50.2,16.2,3.7,69,75,20,5,40.8,44.3,11.9,3.1,45,54,56,15,26.3,31.9,32.9,8.9
060901,Cajamarca,San Ignacio,San Ignacio,100.0,93.3,217,388,181,67,25.5,45.5,21.2,7.8,265,364,153,71,31.1,42.7,17.9,8.3,177,260,310,104,20.8,30.6,36.4,12.3
060902,Cajamarca,San Ignacio,Chirinos,100.0,97.8,67,131,59,12,25.0,48.5,22.0,4.6,90,126,31,23,33.4,46.8,11.5,8.4,63,86,87,34,23.4,31.7,32.4,12.5
060903,Cajamarca,San Ignacio,Huarango,100.0,93.7,223,216,61,5,44.2,42.8,12.0,1.0,272,149,46,38,53.9,29.4,9.1,7.5,195,167,112,31,38.7,33.1,22.1,6.1
060904,Cajamarca,San Ignacio,La Coipa,100.0,97.0,135,234,93,12,28.4,49.4,19.6,2.6,201,198,58,17,42.4,41.7,12.3,3.6,116,163,156,39,24.5,34.3,32.9,8.2
060905,Cajamarca,San Ignacio,Namballe,100.0,97.7,90,98,25,5,41.1,45.0,11.5,2.3,104,88,18,8,47.7,40.3,8.4,3.7,79,63,60,17,36.1,28.7,27.3,7.8
060906,Cajamarca,San Ignacio,San Jose de Lourdes,100.0,96.3,115,186,47,5,32.6,52.7,13.3,1.4,172,153,26,2,48.8,43.2,7.5,.6,90,136,104,23,25.4,38.5,29.6,6.5
060907,Cajamarca,San Ignacio,Tabaconas,100.0,94.9,224,218,39,6,45.9,44.7,8.1,1.3,290,169,22,6,59.5,34.7,4.5,1.3,186,186,102,13,38.3,38.1,21.0,2.6
061001,Cajamarca,San Marcos,Pedro Galvez,100.0,96.2,108,132,73,29,31.5,38.7,21.4,8.4,116,135,60,31,33.9,39.5,17.5,9.1,81,108,105,48,23.8,31.5,30.7,14.0
061002,Cajamarca,San Marcos,Chancay,100.0,94.7,21,24,10,1,37.5,42.3,18.2,2.0,28,21,6,2,48.5,36.6,11.2,3.7,13,22,16,6,22.3,39.1,27.7,10.9
061003,Cajamarca,San Marcos,Eduardo Villanueva,100.0,100.0,9,23,11,4,19.2,48.9,23.4,8.5,15,23,6,3,31.9,48.9,12.8,6.4,7,15,18,7,14.9,31.9,38.3,14.9
061004,Cajamarca,San Marcos,Gregorio Pita,100.0,97.2,73,30,5,1,66.6,27.8,4.6,.9,75,30,4,0,68.6,27.7,3.7,.0,49,30,24,5,45.3,27.8,22.4,4.6
061005,Cajamarca,San Marcos,Ichocan,100.0,100.0,7,16,11,2,19.4,44.4,30.6,5.6,17,14,3,2,47.2,38.9,8.3,5.6,4,14,14,4,11.1,38.9,38.9,11.1
061006,Cajamarca,San Marcos,Jose Manuel Quiroz,100.0,98.6,36,30,6,0,50.5,41.0,8.5,.0,40,19,8,4,56.0,26.9,11.5,5.6,28,18,23,2,39.2,25.4,32.5,2.8
061007,Cajamarca,San Marcos,Jose Sabogal,100.0,88.4,196,55,7,1,75.5,21.3,2.8,.4,199,57,3,0,76.9,21.9,1.2,.0,158,68,28,4,61.1,26.4,10.8,1.7
061101,Cajamarca,San Miguel,San Miguel,100.0,96.6,80,86,32,6,39.0,42.1,15.9,3.0,112,76,15,1,54.9,37.2,7.4,.5,63,77,53,10,31.0,37.9,26.0,5.1
061102,Cajamarca,San Miguel,Bolivar,100.0,100.0,15,9,1,0,60.0,36.0,4.0,.0,0,7,8,10,.0,28.0,32.0,40.0,15,7,3,0,60.0,28.0,12.0,.0
061103,Cajamarca,San Miguel,Calquis,100.0,90.4,36,27,8,1,49.9,37.4,11.3,1.4,48,21,4,0,65.6,28.7,5.7,.0,33,23,12,5,45.4,31.9,15.8,6.8
061105,Cajamarca,San Miguel,El Prado,100.0,100.0,32,29,11,0,44.5,40.3,15.3,.0,31,25,14,2,43.1,34.7,19.4,2.8,23,21,22,6,32.0,29.2,30.5,8.3
061106,Cajamarca,San Miguel,La Florida,100.0,95.7,13,20,10,3,27.2,43.6,22.6,6.5,24,16,5,1,52.9,33.9,10.9,2.3,15,13,14,4,32.2,27.6,31.4,8.7
061107,Cajamarca,San Miguel,Llapa,100.0,95.0,61,35,4,0,61.3,34.7,4.0,.0,76,18,6,0,75.9,17.8,6.3,.0,51,28,21,0,50.9,27.9,21.2,.0
061108,Cajamarca,San Miguel,Nanchoc,100.0,95.8,10,10,2,1,43.5,43.5,8.7,4.3,16,7,1,0,65.2,30.4,4.3,.0,6,7,9,1,26.1,30.4,39.1,4.3
061109,Cajamarca,San Miguel,Niepos,100.0,97.9,22,19,6,1,45.0,40.3,12.7,2.1,28,14,5,1,57.8,29.7,10.4,2.1,15,18,12,4,30.6,36.6,24.0,8.7
061110,Cajamarca,San Miguel,San Gregorio,100.0,100.0,9,14,6,2,28.6,45.2,19.6,6.6,11,15,4,2,35.0,45.4,13.0,6.6,12,10,9,1,37.5,31.3,28.1,3.1
061111,Cajamarca,San Miguel,San Silvestre de Cochan,100.0,94.0,27,19,2,1,54.3,38.8,4.0,2.9,28,19,4,0,55.0,37.3,7.7,.0,13,19,14,3,26.9,38.6,27.7,6.9
061112,Cajamarca,San Miguel,Tongod,100.0,100.0,11,19,9,2,26.7,46.4,22.0,4.9,20,13,4,4,48.7,31.7,9.8,9.8,10,13,13,5,24.3,31.7,31.8,12.2
061113,Cajamarca,San Miguel,Union Agua Blanca,100.0,100.0,22,22,9,4,38.6,38.6,15.8,7.0,30,16,8,3,52.6,28.1,14.0,5.3,16,22,14,5,28.1,38.6,24.6,8.8
061201,Cajamarca,San Pablo,San Pablo,100.0,98.1,123,90,38,9,47.2,34.6,14.6,3.6,132,101,23,4,50.9,38.8,8.7,1.6,92,83,61,24,35.4,32.0,23.4,9.2
061202,Cajamarca,San Pablo,San Bernardino,100.0,96.4,37,15,3,1,66.1,26.8,5.4,1.8,34,19,3,0,60.7,33.9,5.4,.0,35,12,8,1,62.5,21.4,14.3,1.8
061203,Cajamarca,San Pablo,San Luis,100.0,100.0,11,7,0,0,61.1,38.9,.0,.0,14,4,0,0,77.8,22.2,.0,.0,5,12,1,0,27.8,66.7,5.6,.0
061204,Cajamarca,San Pablo,Tumbaden,100.0,94.9,48,28,3,0,60.5,35.5,4.0,.0,37,40,2,0,47.3,50.2,2.5,.0,32,24,20,3,40.9,30.2,25.1,3.8
061301,Cajamarca,Santa Cruz,Santa Cruz,100.0,96.7,49,90,59,17,23.0,41.9,27.4,7.7,84,89,33,8,39.2,41.5,15.4,3.9,47,70,81,16,22.0,32.9,37.8,7.3
061302,Cajamarca,Santa Cruz,Andabamba,100.0,100.0,0,4,6,2,.0,33.3,50.0,16.7,1,2,6,3,8.3,16.7,50.0,25.0,1,5,5,1,8.3,41.7,41.7,8.3
061303,Cajamarca,Santa Cruz,Catache,100.0,95.7,63,103,32,12,29.9,49.1,15.2,5.8,77,81,32,19,36.9,38.7,15.2,9.3,57,70,55,27,27.1,33.6,26.3,12.9
061304,Cajamarca,Santa Cruz,Chancaybaños,100.0,98.9,44,34,11,2,48.7,36.9,12.2,2.2,60,24,6,1,65.3,26.9,6.6,1.2,36,30,19,6,39.0,33.5,20.7,6.8
061305,Cajamarca,Santa Cruz,La Esperanza,100.0,97.7,21,14,7,1,48.2,33.2,16.3,2.3,25,13,4,1,57.5,30.8,9.3,2.3,18,13,5,7,40.9,30.9,11.9,16.3
061306,Cajamarca,Santa Cruz,Ninabamba,100.0,92.6,16,25,11,2,28.9,46.9,20.1,4.1,13,25,14,2,23.8,46.4,25.3,4.5,9,16,23,6,16.8,30.5,42.1,10.6
061307,Cajamarca,Santa Cruz,Pulan,100.0,90.5,35,36,17,7,37.1,37.4,18.1,7.4,34,43,9,9,36.1,45.0,9.5,9.5,28,46,19,3,29.3,48.1,19.5,3.2
061308,Cajamarca,Santa Cruz,Saucepampa,100.0,94.6,16,17,5,0,42.1,44.8,13.1,.0,19,18,0,0,52.1,47.9,.0,.0,17,12,8,0,45.6,33.2,21.2,.0
061310,Cajamarca,Santa Cruz,Uticyacu,100.0,100.0,11,10,2,0,47.8,43.5,8.7,.0,12,9,2,0,52.2,39.1,8.7,.0,10,6,6,1,43.5,26.1,26.1,4.3
070101,Callao,Callao,Callao,100.0,96.3,491,2127,2143,1114,8.4,36.2,36.5,19.0,1393,2567,1231,685,23.7,43.7,20.9,11.7,1007,1543,2325,1000,17.1,26.3,39.6,17.0
070102,Callao,Callao,Bellavista,100.0,95.4,137,612,768,447,7.0,31.2,39.1,22.7,458,839,429,238,23.3,42.7,21.9,12.1,266,500,812,385,13.6,25.5,41.3,19.6
070103,Callao,Callao,Carmen de La Legua Reynoso,100.0,97.6,83,270,291,145,10.5,34.2,36.9,18.4,200,347,153,88,25.4,44.0,19.4,11.1,139,226,295,128,17.7,28.7,37.4,16.2
070104,Callao,Callao,La Perla,100.0,95.8,64,154,209,146,11.2,26.9,36.4,25.5,148,239,127,59,25.8,41.7,22.2,10.2,103,128,210,131,18.1,22.4,36.7,22.9
070105,Callao,Callao,La Punta,100.0,97.4,0,11,18,11,.0,27.7,45.3,27.0,3,21,13,2,8.4,53.3,33.2,5.1,1,8,22,8,3.1,20.1,55.3,21.5
070106,Callao,Callao,Ventanilla,100.0,96.8,427,1997,2023,949,7.9,37.0,37.5,17.6,1097,2357,1166,774,20.3,43.7,21.6,14.3,864,1410,2153,969,16.0,26.1,39.9,18.0
070107,Callao,Callao,Mi Perú,100.0,95.2,88,297,326,140,10.3,34.9,38.3,16.4,194,372,167,117,22.9,43.8,19.6,13.8,132,222,355,142,15.5,26.1,41.7,16.7
080101,Cusco,Cusco,Cusco,100.0,98.3,277,1101,1207,790,8.2,32.6,35.8,23.4,602,1422,752,600,17.8,42.1,22.3,17.8,394,737,1411,834,11.7,21.8,41.8,24.7
080102,Cusco,Cusco,Ccorca,100.0,87.0,38,15,1,0,70.2,27.7,2.1,.0,46,7,1,0,85.1,12.8,2.1,.0,33,18,2,0,61.7,34.0,4.3,.0
080103,Cusco,Cusco,Poroy,100.0,100.0,8,25,15,10,13.8,43.1,25.9,17.2,19,23,12,4,32.8,39.7,20.7,6.9,13,17,20,8,22.8,28.4,34.9,13.8
080104,Cusco,Cusco,San Jeronimo,93.8,96.7,75,231,216,105,12.0,36.9,34.5,16.7,125,282,113,106,20.0,45.0,18.1,16.9,89,169,238,131,14.2,27.0,37.9,20.9
080105,Cusco,Cusco,San Sebastian,100.0,99.3,90,409,368,173,8.6,39.3,35.4,16.7,233,465,202,140,22.4,44.7,19.5,13.4,126,252,421,241,12.1,24.3,40.5,23.2
080106,Cusco,Cusco,Santiago,100.0,98.7,113,232,291,152,14.3,29.5,36.9,19.3,179,319,182,108,22.7,40.5,23.1,13.7,118,190,307,173,15.0,24.1,39.0,21.9
080107,Cusco,Cusco,Saylla,100.0,100.0,14,28,15,2,23.7,47.5,25.4,3.4,20,27,8,4,33.9,45.8,13.6,6.8,17,17,20,4,29.3,29.3,34.5,6.9
080108,Cusco,Cusco,Wanchaq,100.0,98.8,103,483,637,456,6.1,28.8,38.0,27.2,231,692,412,344,13.8,41.2,24.5,20.5,157,320,724,478,9.4,19.1,43.1,28.5
080201,Cusco,Acomayo,Acomayo,100.0,96.1,55,58,12,5,42.2,44.8,9.0,4.1,68,41,15,5,52.7,31.8,11.5,4.1,45,51,23,11,34.4,39.3,18.1,8.2
080202,Cusco,Acomayo,Acopia,100.0,100.0,18,25,5,2,36.0,50.0,10.0,4.0,19,23,5,3,38.0,46.0,10.0,6.0,17,14,17,2,34.0,28.0,34.0,4.0
080203,Cusco,Acomayo,Acos,100.0,97.1,20,12,1,0,60.2,36.7,3.2,.0,31,2,1,0,90.5,6.3,3.2,.0,21,9,3,0,63.1,27.4,9.5,.0
080204,Cusco,Acomayo,Mosoc Llacta,100.0,100.0,8,6,0,0,57.1,42.9,.0,.0,9,4,1,0,64.3,28.6,7.1,.0,9,4,1,0,64.3,28.6,7.1,.0
080205,Cusco,Acomayo,Pomacanchi,100.0,97.6,91,93,23,4,43.1,44.0,11.0,1.9,129,68,11,4,60.9,31.9,5.3,1.9,91,68,38,15,43.0,32.1,17.8,7.1
080206,Cusco,Acomayo,Rondocan,100.0,95.7,24,18,3,1,51.5,39.2,7.1,2.2,33,11,1,1,72.4,23.1,2.4,2.2,25,11,7,2,54.8,24.7,16.0,4.5
080207,Cusco,Acomayo,Sangarara,100.0,100.0,55,48,9,2,48.2,42.1,7.9,1.8,73,28,12,1,64.0,24.6,10.5,.9,55,38,18,2,48.7,33.6,16.0,1.8
080301,Cusco,Anta,Anta,100.0,97.5,103,234,119,30,21.2,48.2,24.5,6.1,158,224,59,45,32.5,46.2,12.1,9.2,108,149,174,56,22.2,30.6,35.8,11.4
080302,Cusco,Anta,Ancahuasi,100.0,100.0,78,60,16,2,50.1,38.3,10.4,1.3,86,58,7,5,55.1,37.1,4.6,3.3,74,50,29,3,47.5,31.8,18.8,1.9
080303,Cusco,Anta,Cachimayo,100.0,93.8,11,15,6,0,35.7,46.4,17.9,.0,15,8,5,5,46.4,25.0,14.3,14.3,9,9,10,3,28.6,28.6,32.1,10.7
080304,Cusco,Anta,Chinchaypujio,100.0,99.2,83,38,1,1,67.8,30.6,.8,.8,92,26,3,1,75.2,21.5,2.5,.8,71,39,13,0,57.5,31.7,10.9,.0
080305,Cusco,Anta,Huarocondo,100.0,98.8,48,28,7,0,57.4,34.1,8.5,.0,43,32,5,3,51.4,39.0,6.0,3.6,39,27,15,2,47.4,32.0,18.2,2.4
080306,Cusco,Anta,Limatambo,100.0,98.1,65,75,20,2,40.2,46.3,12.2,1.3,99,55,6,1,61.6,34.0,3.8,.7,55,54,44,7,34.3,33.8,27.3,4.6
080307,Cusco,Anta,Mollepata,100.0,100.0,9,19,7,4,23.1,48.7,17.9,10.3,19,13,3,4,48.7,33.3,7.7,10.3,14,14,8,3,35.9,35.9,20.5,7.7
080308,Cusco,Anta,Pucyura,100.0,100.0,15,29,9,0,28.3,54.7,17.0,.0,32,17,3,1,60.4,32.1,5.7,1.9,13,25,14,1,24.5,47.2,26.4,1.9
080309,Cusco,Anta,Zurite,100.0,100.0,13,17,6,2,34.2,44.7,15.8,5.3,16,16,6,0,42.1,42.1,15.8,.0,9,10,17,2,23.7,26.3,44.7,5.3
080401,Cusco,Calca,Calca,100.0,99.2,136,207,119,56,26.3,40.0,22.9,10.8,180,199,85,54,34.8,38.4,16.4,10.4,119,155,165,79,23.0,30.0,31.9,15.2
080402,Cusco,Calca,Coya,100.0,100.0,33,31,11,1,43.4,41.1,14.2,1.4,39,23,12,1,51.8,31.1,15.7,1.4,36,24,12,3,47.7,32.6,15.5,4.2
080403,Cusco,Calca,Lamay,100.0,99.3,67,55,16,5,46.7,38.4,11.4,3.5,85,42,10,6,59.5,29.1,7.1,4.2,61,42,31,9,43.0,29.3,21.3,6.4
080404,Cusco,Calca,Lares,100.0,96.6,63,50,4,2,52.7,42.3,3.4,1.7,82,30,5,2,69.2,24.8,4.3,1.7,75,30,12,3,63.0,24.8,9.7,2.5
080405,Cusco,Calca,Pisac,100.0,98.4,96,97,36,19,38.9,39.1,14.4,7.5,121,79,27,20,49.0,32.0,11.1,7.9,84,79,65,20,34.0,31.8,26.2,8.0
080406,Cusco,Calca,San Salvador,100.0,98.3,46,57,13,3,38.6,47.7,11.1,2.6,61,43,13,3,50.4,35.9,11.1,2.6,50,37,23,10,41.6,30.5,19.5,8.4
080407,Cusco,Calca,Taray,100.0,97.1,8,22,4,0,24.2,63.6,12.1,.0,14,16,3,0,42.4,48.5,9.1,.0,12,12,9,0,36.4,36.4,27.3,.0
080408,Cusco,Calca,Yanatile,100.0,98.3,47,82,40,5,26.9,47.2,23.0,2.9,61,87,17,8,35.1,50.2,10.0,4.7,49,59,49,16,28.2,34.1,28.3,9.4
080501,Cusco,Canas,Yanaoca,100.0,99.2,112,105,29,6,44.2,41.7,11.6,2.4,139,82,17,14,55.0,32.5,6.8,5.6,117,81,42,13,46.3,32.0,16.5,5.2
080502,Cusco,Canas,Checca,100.0,96.0,108,36,5,0,72.5,24.0,3.5,.0,113,28,7,0,76.1,19.0,4.9,.0,92,36,20,1,62.0,24.0,13.3,.7
