"Resultados a nivel de distrito, de la Evaluación Censal de Estudiantes 2016 - Segundo grado de secundaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Comprensión Lectora,,,,,,,,Matemática,,,,,,,,HGE,,,,,,,
CODGEO,REGION,PROVINCIA,DISTRITO,Cobertura ie,Cobertura estudiantes,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio,N° Estud. Previo al inicio,N° Estud.      En inicio,N° Estud. En proceso,N° Estud. Satisfactorio,% Previo al inicio,% En inicio,% En proceso,% Satisfactorio
150709,Lima Provincia,Huarochiri,Huarochiri,100.0,96.6,10,13,4,1,35.7,46.4,14.3,3.6,10,11,4,3,35.7,39.3,14.3,10.7,8,12,8,2,25.9,40.7,25.9,7.4
150710,Lima Provincia,Huarochiri,Lahuaytambo,100.0,100.0,2,3,2,0,28.6,42.9,28.6,.0,4,0,1,2,57.1,.0,14.3,28.6,3,1,2,1,42.9,14.3,28.6,14.3
150711,Lima Provincia,Huarochiri,Langa,100.0,100.0,7,7,3,2,36.9,36.8,15.8,10.5,9,7,2,1,47.4,36.8,10.5,5.3,3,7,8,1,17.1,34.2,43.4,5.3
150713,Lima Provincia,Huarochiri,Mariatana,100.0,93.8,9,7,0,0,54.4,45.6,.0,.0,8,7,1,0,47.3,45.6,7.1,.0,4,5,6,0,27.6,33.1,39.3,.0
150714,Lima Provincia,Huarochiri,Ricardo Palma,100.0,98.1,8,33,38,26,8.0,31.0,36.0,25.0,12,45,27,21,11.0,43.0,26.0,20.0,13,24,51,17,12.1,23.2,48.5,16.1
150715,Lima Provincia,Huarochiri,San Andres de Tupicocha,100.0,93.3,4,10,1,0,28.6,64.3,7.1,.0,6,7,1,0,42.9,50.0,7.1,.0,6,6,2,0,42.9,42.9,14.3,.0
150716,Lima Provincia,Huarochiri,San Antonio,100.0,96.1,86,336,256,109,10.9,42.7,32.6,13.8,190,369,138,90,24.2,46.9,17.5,11.5,133,230,317,107,16.9,29.2,40.3,13.6
150717,Lima Provincia,Huarochiri,San Bartolome,100.0,100.0,2,5,4,1,16.7,41.7,33.3,8.3,4,6,1,1,33.3,50.0,8.3,8.3,5,3,4,0,41.7,25.0,33.3,.0
150718,Lima Provincia,Huarochiri,San Damian,100.0,95.5,13,7,2,0,56.7,33.6,9.7,.0,13,6,3,0,56.7,28.8,14.5,.0,11,6,3,1,52.1,28.8,14.2,4.8
150719,Lima Provincia,Huarochiri,San Juan de Iris,100.0,80.0,4,1,0,0,75.0,25.0,.0,.0,4,1,0,0,75.0,25.0,.0,.0,1,3,1,0,25.0,50.0,25.0,.0
150720,Lima Provincia,Huarochiri,San Juan de Tantaranche,100.0,100.0,2,3,0,0,40.0,60.0,.0,.0,3,2,0,0,60.0,40.0,.0,.0,2,2,1,0,40.0,40.0,20.0,.0
150721,Lima Provincia,Huarochiri,San Lorenzo de Quinti,100.0,82.6,4,11,6,3,15.7,45.9,27.1,11.4,6,12,0,5,24.5,52.8,.0,22.7,5,9,5,4,21.8,38.9,22.3,17.0
150722,Lima Provincia,Huarochiri,San Mateo,100.0,96.4,4,31,34,14,5.3,36.8,40.8,17.1,8,37,17,21,9.2,44.7,21.1,25.0,7,23,35,18,8.0,28.0,42.7,21.3
150723,Lima Provincia,Huarochiri,San Mateo de Otao,100.0,100.0,4,7,2,0,30.8,53.8,15.4,.0,9,3,1,0,69.2,23.1,7.7,.0,1,7,4,1,7.7,53.8,30.8,7.7
150724,Lima Provincia,Huarochiri,San Pedro de Casta,100.0,100.0,6,5,0,0,55.6,44.4,.0,.0,5,6,0,0,44.4,55.6,.0,.0,2,5,4,0,22.2,44.4,33.3,.0
150727,Lima Provincia,Huarochiri,Santa Cruz de Cocachacra,100.0,100.0,6,23,18,2,12.2,46.9,36.7,4.1,20,12,11,6,40.8,24.5,22.4,12.2,8,9,26,6,16.3,18.4,53.1,12.2
150728,Lima Provincia,Huarochiri,Santa Eulalia,100.0,99.4,12,45,69,40,7.1,27.0,41.9,24.0,31,55,43,35,18.7,33.5,26.3,21.5,23,30,68,44,14.2,18.0,41.0,26.9
150729,Lima Provincia,Huarochiri,Santiago de Anchucaya,100.0,100.0,1,4,0,0,20.0,80.0,.0,.0,3,2,0,0,60.0,40.0,.0,.0,0,4,1,0,.0,80.0,20.0,.0
150730,Lima Provincia,Huarochiri,Santiago de Tuna,100.0,100.0,1,1,3,0,20.0,20.0,60.0,.0,1,2,2,0,20.0,40.0,40.0,.0,1,1,2,1,20.0,20.0,40.0,20.0
150731,Lima Provincia,Huarochiri,Santo Domingo de Los Olleros,100.0,91.7,14,28,12,7,23.0,45.7,20.1,11.2,21,30,5,5,35.6,49.4,7.5,7.5,15,25,17,3,25.2,41.8,27.7,5.4
150732,Lima Provincia,Huarochiri,Surco,100.0,100.0,0,3,6,1,.0,30.0,60.0,10.0,1,5,2,2,10.0,50.0,20.0,20.0,1,2,3,4,10.0,20.0,30.0,40.0
150801,Lima Provincia,Huaura,Huacho,100.0,96.2,110,409,466,239,9.0,33.4,38.1,19.5,266,509,280,169,21.7,41.6,22.9,13.8,208,292,475,249,17.0,23.9,38.8,20.3
150802,Lima Provincia,Huaura,Ambar,100.0,96.6,6,18,4,1,20.8,61.3,14.3,3.7,15,11,1,2,50.1,38.9,3.7,7.3,11,6,8,3,39.5,21.4,28.5,10.6
150803,Lima Provincia,Huaura,Caleta de Carquin,100.0,100.0,4,7,8,2,19.0,33.3,38.1,9.5,5,10,4,2,23.8,47.6,19.0,9.5,4,3,11,3,19.0,14.3,52.4,14.3
150805,Lima Provincia,Huaura,Hualmay,100.0,96.9,24,75,106,54,9.4,29.0,40.9,20.7,53,109,62,35,20.5,42.0,23.8,13.7,37,59,106,57,14.5,22.8,40.8,21.9
150806,Lima Provincia,Huaura,Huaura,100.0,97.6,86,209,151,47,17.5,42.4,30.5,9.6,135,234,74,49,27.4,47.5,15.1,10.0,113,155,166,58,23.0,31.5,33.7,11.8
150807,Lima Provincia,Huaura,Leoncio Prado,100.0,86.7,10,5,0,0,63.7,36.3,.0,.0,7,8,0,0,47.4,52.6,.0,.0,8,5,2,0,55.6,31.1,13.3,.0
150808,Lima Provincia,Huaura,Paccho,100.0,85.0,4,14,1,1,20.0,70.0,5.0,5.0,7,11,3,0,35.0,52.5,12.5,.0,3,10,7,1,14.0,48.0,33.0,5.0
150809,Lima Provincia,Huaura,Santa Leonor,100.0,100.0,3,6,3,2,21.4,42.9,21.4,14.3,3,9,2,0,21.4,64.3,14.3,.0,2,3,5,4,14.3,21.4,35.7,28.6
150810,Lima Provincia,Huaura,Santa Maria,100.0,96.7,85,300,279,129,10.7,37.8,35.2,16.3,187,390,129,88,23.5,49.2,16.2,11.1,132,205,307,150,16.7,25.8,38.6,19.0
150811,Lima Provincia,Huaura,Sayan,100.0,94.9,73,205,115,41,16.9,47.2,26.5,9.4,128,192,77,36,29.4,44.4,17.8,8.4,87,138,167,41,20.0,31.9,38.5,9.6
150812,Lima Provincia,Huaura,Vegueta,100.0,98.0,57,115,61,18,22.6,45.7,24.3,7.3,86,115,35,16,34.0,45.6,14.0,6.4,64,86,82,20,25.2,34.3,32.7,7.8
150901,Lima Provincia,Oyon,Oyon,100.0,98.6,29,88,65,26,13.9,42.5,31.2,12.4,44,84,39,40,21.3,40.6,18.8,19.3,38,71,74,25,18.3,34.1,35.7,11.9
150903,Lima Provincia,Oyon,Caujul,100.0,90.9,2,8,1,0,18.2,72.6,9.1,.0,2,7,2,0,18.2,61.8,20.0,.0,1,3,6,1,9.1,30.9,50.9,9.1
150904,Lima Provincia,Oyon,Cochamarca,100.0,82.4,21,20,9,2,40.2,39.2,16.7,3.9,29,15,5,2,55.9,29.4,9.8,4.9,11,25,11,5,21.6,48.0,21.5,8.8
150905,Lima Provincia,Oyon,Navan,100.0,100.0,4,4,6,0,28.6,28.6,42.8,.0,4,6,3,1,28.6,42.9,21.4,7.2,2,5,7,0,14.3,35.8,49.9,.0
151001,Lima Provincia,Yauyos,Yauyos,100.0,100.0,2,8,3,6,10.5,42.1,15.8,31.6,6,6,5,2,31.6,31.6,26.3,10.5,2,2,13,2,10.5,10.5,68.4,10.5
151002,Lima Provincia,Yauyos,Alis,100.0,100.0,0,3,2,0,.0,60.0,40.0,.0,0,4,1,0,.0,80.0,20.0,.0,0,3,1,1,.0,60.0,20.0,20.0
151003,Lima Provincia,Yauyos,Ayauca,100.0,100.0,4,4,5,1,28.7,28.6,35.6,7.1,3,8,3,0,21.5,57.1,21.4,.0,1,4,8,1,7.1,28.7,57.1,7.1
151004,Lima Provincia,Yauyos,Ayaviri,100.0,100.0,0,6,3,0,.0,66.7,33.3,.0,0,4,4,1,.0,44.4,44.4,11.1,0,1,7,1,.0,11.1,77.8,11.1
151005,Lima Provincia,Yauyos,Azangaro,100.0,88.9,3,3,2,0,37.5,37.5,25.0,.0,6,2,1,0,62.5,25.0,12.5,.0,1,2,6,0,12.5,25.0,62.5,.0
151008,Lima Provincia,Yauyos,Catahuasi,100.0,100.0,6,18,4,1,21.6,60.8,14.2,3.4,7,18,3,1,25.0,61.0,10.3,3.7,4,15,8,2,14.2,50.7,28.2,6.9
151009,Lima Provincia,Yauyos,Chocos,100.0,100.0,2,7,1,0,20.0,70.0,10.0,.0,2,6,0,2,20.0,60.0,.0,20.0,0,5,5,0,.0,50.0,50.0,.0
151011,Lima Provincia,Yauyos,Colonia,100.0,100.0,3,10,2,0,20.0,66.7,13.3,.0,4,8,2,1,26.7,53.3,13.3,6.7,3,6,6,0,21.7,41.6,36.7,.0
151012,Lima Provincia,Yauyos,Hongos,100.0,100.0,1,1,2,0,25.0,25.0,50.0,.0,2,0,0,2,50.0,.0,.0,50.0,1,0,2,1,25.0,.0,50.0,25.0
151014,Lima Provincia,Yauyos,Huancaya,100.0,88.9,0,6,3,0,.0,62.5,37.5,.0,2,6,1,0,25.0,62.5,12.5,.0,0,6,1,2,.0,62.5,12.5,25.0
151015,Lima Provincia,Yauyos,Huangascar,100.0,100.0,1,4,4,1,10.0,40.0,40.0,10.0,1,3,4,2,10.0,30.0,40.0,20.0,3,2,4,1,30.0,20.0,40.0,10.0
151016,Lima Provincia,Yauyos,Huantan,100.0,100.0,2,11,2,1,12.6,68.7,12.5,6.2,7,6,2,1,43.8,37.5,12.5,6.2,2,8,3,3,12.6,50.0,18.7,18.7
151018,Lima Provincia,Yauyos,Laraos,100.0,91.7,0,6,3,3,.0,48.0,24.9,27.1,0,6,4,2,.0,50.1,33.2,16.6,0,2,3,7,.0,16.6,27.1,56.3
151019,Lima Provincia,Yauyos,Lincha,100.0,100.0,3,6,1,0,30.0,60.0,10.0,.0,1,5,4,0,10.0,50.0,40.0,.0,2,5,3,0,20.0,50.0,30.0,.0
151020,Lima Provincia,Yauyos,Madean,100.0,100.0,9,4,2,0,60.0,26.7,13.3,.0,9,4,1,1,60.1,26.6,6.6,6.6,5,8,0,2,33.4,53.3,.0,13.3
151021,Lima Provincia,Yauyos,Miraflores,100.0,100.0,2,3,0,1,33.3,50.0,.0,16.7,4,1,0,1,66.7,16.7,.0,16.7,0,5,0,1,.0,83.3,.0,16.7
151022,Lima Provincia,Yauyos,Omas,100.0,100.0,0,4,2,1,.0,57.1,28.6,14.3,3,2,2,0,42.9,28.6,28.6,.0,2,2,2,1,28.6,28.6,28.6,14.3
151023,Lima Provincia,Yauyos,Putinza,100.0,92.9,4,6,2,1,30.8,46.2,15.4,7.7,2,5,5,1,15.4,38.5,38.5,7.7,2,8,3,1,15.4,53.8,23.1,7.7
151024,Lima Provincia,Yauyos,Quinches,100.0,100.0,1,5,3,0,11.1,55.6,33.3,.0,1,4,3,1,11.1,44.4,33.3,11.1,0,3,5,1,.0,33.3,55.6,11.1
151025,Lima Provincia,Yauyos,Quinocay,100.0,100.0,7,5,1,1,50.0,35.7,7.1,7.2,6,6,1,1,42.9,42.8,7.1,7.2,8,4,1,1,57.2,28.5,7.1,7.2
151028,Lima Provincia,Yauyos,Tanta,100.0,100.0,5,9,0,0,35.7,64.3,.0,.0,11,3,0,0,78.6,21.4,.0,.0,6,7,1,0,42.9,50.0,7.1,.0
151029,Lima Provincia,Yauyos,Tauripampa,100.0,100.0,1,8,3,0,9.1,63.6,27.3,.0,0,5,1,5,.0,45.5,9.1,45.5,1,1,8,2,9.1,9.1,63.6,18.2
151030,Lima Provincia,Yauyos,Tomas,100.0,100.0,0,6,2,2,.0,60.0,20.0,20.0,0,8,2,0,.0,80.0,20.0,.0,0,2,5,3,.0,20.0,50.0,30.0
151031,Lima Provincia,Yauyos,Tupe,100.0,100.0,0,0,1,4,.0,.0,20.0,80.0,0,3,1,1,.0,60.0,20.0,20.0,0,1,2,2,.0,20.0,40.0,40.0
151032,Lima Provincia,Yauyos,Viñac,100.0,100.0,12,25,6,2,26.7,55.6,13.3,4.4,16,16,10,3,35.5,35.6,22.2,6.7,15,17,13,0,33.3,37.8,28.9,.0
151033,Lima Provincia,Yauyos,Vitis,100.0,100.0,0,3,2,0,.0,60.0,40.0,.0,0,1,1,3,.0,20.0,20.0,60.0,0,3,2,0,.0,60.0,40.0,.0
160101,Loreto,Maynas,Iquitos,100.0,95.5,743,1823,1018,385,18.7,45.9,25.7,9.7,1928,1556,363,122,48.6,39.2,9.2,3.1,974,1345,1291,359,24.5,33.9,32.5,9.0
160102,Loreto,Maynas,Alto Nanay,100.0,80.0,47,13,1,0,77.0,21.3,1.7,.0,50,10,1,0,81.7,16.6,1.7,.0,35,21,4,1,57.1,34.0,7.2,1.7
160103,Loreto,Maynas,Fernando Lores,100.0,89.5,182,112,28,7,55.2,34.0,8.6,2.1,261,59,3,6,79.2,18.0,.9,1.9,143,102,58,26,43.3,31.1,17.6,7.9
160104,Loreto,Maynas,Indiana,100.0,92.6,182,94,8,3,63.2,32.7,2.9,1.1,230,56,2,0,79.9,19.4,.7,.0,155,86,39,8,53.7,29.9,13.6,2.7
160106,Loreto,Maynas,Mazan,100.0,84.1,164,46,12,1,73.4,20.7,5.4,.5,190,26,4,2,85.2,11.9,2.0,1.0,129,65,26,2,58.0,29.3,11.6,1.1
160107,Loreto,Maynas,Napo,100.0,92.9,210,67,7,2,73.3,23.5,2.5,.7,265,19,3,0,92.5,6.5,1.1,.0,193,64,27,2,67.4,22.5,9.4,.7
160108,Loreto,Maynas,Punchana,96.0,88.7,349,489,190,57,32.2,45.0,17.5,5.3,676,315,63,31,62.3,29.0,5.8,2.9,357,386,279,64,32.9,35.5,25.7,5.9
160110,Loreto,Maynas,Torres Causana,100.0,85.0,131,4,0,0,97.3,2.7,.0,.0,134,0,0,0,100.0,.0,.0,.0,122,10,2,0,90.8,7.4,1.8,.0
160112,Loreto,Maynas,Belen,100.0,91.5,238,360,149,29,30.7,46.4,19.2,3.7,473,231,56,16,60.9,29.7,7.2,2.1,226,286,207,58,29.1,36.8,26.6,7.4
160113,Loreto,Maynas,San Juan Bautista,100.0,93.9,571,967,392,92,28.2,47.8,19.4,4.5,1217,650,124,30,60.2,32.2,6.2,1.5,595,771,554,101,29.4,38.2,27.4,5.0
160201,Loreto,Alto Amazonas,Yurimaguas,100.0,92.9,322,731,339,88,21.8,49.4,22.9,5.9,719,563,151,47,48.6,38.0,10.2,3.2,341,530,498,111,23.0,35.8,33.7,7.5
160202,Loreto,Alto Amazonas,Balsapuerto,100.0,81.5,255,41,4,0,84.7,13.8,1.5,.0,288,13,0,0,95.7,4.3,.0,.0,216,71,11,2,71.7,23.7,3.8,.8
160205,Loreto,Alto Amazonas,Jeberos,100.0,83.5,66,20,0,0,76.5,23.5,.0,.0,83,2,0,0,97.2,2.8,.0,.0,62,19,5,0,72.4,22.1,5.5,.0
160206,Loreto,Alto Amazonas,Lagunas,100.0,90.6,93,120,30,2,38.0,48.8,12.4,.9,166,71,8,1,67.7,28.7,3.2,.5,93,77,66,9,38.0,31.3,27.0,3.7
160210,Loreto,Alto Amazonas,Santa Cruz,100.0,93.5,27,19,1,0,57.1,40.7,2.2,.0,33,13,1,0,69.8,28.0,2.2,.0,21,18,6,1,45.0,39.4,13.5,2.2
160211,Loreto,Alto Amazonas,Teniente Cesar Lopez Rojas,100.0,84.9,47,31,9,0,54.4,35.7,9.9,.0,66,19,1,1,75.4,21.8,1.4,1.4,39,30,14,4,44.3,34.9,16.4,4.3
160301,Loreto,Loreto,Nauta,100.0,90.6,350,272,82,19,48.5,37.6,11.3,2.6,515,163,34,11,71.3,22.6,4.6,1.5,324,217,145,37,44.8,30.0,20.0,5.2
160302,Loreto,Loreto,Parinari,100.0,90.8,83,50,10,0,58.0,35.2,6.8,.0,107,28,6,2,74.6,19.6,4.4,1.4,77,45,16,5,53.5,31.7,11.2,3.6
160303,Loreto,Loreto,Tigre,100.0,92.5,134,55,11,1,66.3,27.4,5.7,.6,156,44,1,0,77.4,22.0,.6,.0,113,45,28,15,55.9,22.5,14.0,7.5
160304,Loreto,Loreto,Trompeteros,100.0,82.4,135,60,12,0,65.3,29.0,5.7,.0,173,27,5,1,83.6,13.2,2.6,.6,128,50,17,12,61.7,24.2,8.3,5.9
160401,Loreto,Mariscal Ramon Castilla,Ramon Castilla,100.0,87.1,171,131,42,14,47.7,36.6,11.7,3.9,239,97,11,11,66.8,27.1,3.2,2.9,157,125,60,17,43.9,34.8,16.7,4.6
160402,Loreto,Mariscal Ramon Castilla,Pebas,100.0,92.9,126,93,18,3,52.3,38.8,7.7,1.3,179,55,7,0,74.3,22.9,2.7,.0,132,64,40,4,54.9,26.8,16.4,1.9
160403,Loreto,Mariscal Ramon Castilla,Yavari,100.0,83.3,153,83,12,5,60.7,32.6,4.8,1.9,205,42,6,0,81.2,16.5,2.3,.0,140,73,37,3,55.3,28.8,14.5,1.3
160501,Loreto,Requena,Requena,100.0,93.8,237,259,58,15,41.7,45.6,10.2,2.6,403,137,25,3,71.0,24.1,4.4,.5,236,198,124,11,41.6,34.8,21.7,1.9
160502,Loreto,Requena,Alto Tapiche,100.0,96.2,18,8,0,0,69.3,30.7,.0,.0,23,4,0,0,86.6,13.4,.0,.0,13,9,4,0,47.8,36.1,16.1,.0
160503,Loreto,Requena,Capelo,100.0,97.7,26,14,3,0,60.2,32.8,7.0,.0,35,8,0,0,81.4,18.6,.0,.0,21,17,4,1,49.5,38.6,9.6,2.4
160504,Loreto,Requena,Emilio San Martin,100.0,87.9,66,32,12,15,52.3,25.9,9.5,12.3,62,52,6,5,49.6,41.3,5.1,4.0,49,33,23,21,38.9,26.0,18.7,16.4
160505,Loreto,Requena,Maquia,100.0,83.2,118,46,16,1,65.3,25.4,8.7,.6,146,28,4,3,80.5,15.6,2.4,1.6,103,28,21,28,57.1,15.7,11.7,15.5
160506,Loreto,Requena,Puinahua,100.0,84.0,56,34,4,1,58.6,36.1,4.3,1.1,80,16,0,0,83.6,16.4,.0,.0,52,31,11,2,54.5,32.2,11.1,2.2
160507,Loreto,Requena,Saquena,100.0,88.9,37,15,2,0,68.3,27.8,3.9,.0,39,15,0,0,71.7,28.3,.0,.0,32,19,4,0,58.6,33.9,7.6,.0
160509,Loreto,Requena,Tapiche,100.0,95.8,22,2,0,0,91.3,8.7,.0,.0,23,1,0,0,95.7,4.3,.0,.0,18,5,1,0,72.7,22.7,4.5,.0
160510,Loreto,Requena,Jenaro Herrera,100.0,100.0,62,18,3,0,74.7,21.7,3.6,.0,78,6,0,0,92.8,7.2,.0,.0,51,26,7,0,60.5,30.9,8.6,.0
160601,Loreto,Ucayali,Contamana,100.0,92.2,297,222,80,22,47.8,35.7,12.9,3.5,460,139,18,3,74.1,22.5,2.9,.5,304,172,113,32,48.9,27.7,18.3,5.1
160602,Loreto,Ucayali,Inahuaya,100.0,88.6,25,19,0,0,56.4,43.6,.0,.0,26,8,9,1,59.0,18.0,20.5,2.6,17,19,5,3,38.5,43.6,10.3,7.7
160603,Loreto,Ucayali,Padre Marquez,100.0,80.8,76,16,7,1,76.2,16.0,6.7,1.0,88,11,1,0,87.6,11.4,1.0,.0,67,27,6,0,67.1,26.5,6.4,.0
160604,Loreto,Ucayali,Pampa Hermosa,100.0,88.0,86,50,8,0,59.6,34.6,5.9,.0,90,44,10,0,62.5,30.9,6.6,.0,71,35,36,2,49.7,24.0,24.8,1.5
160605,Loreto,Ucayali,Sarayacu,100.0,90.2,158,97,32,2,54.6,33.5,11.2,.8,190,73,16,10,65.6,25.3,5.5,3.6,140,79,51,20,48.2,27.3,17.7,6.8
160606,Loreto,Ucayali,Vargas Guerra,100.0,87.6,123,69,16,2,58.2,32.9,7.8,1.1,152,50,8,1,72.1,23.5,3.9,.6,108,71,22,11,50.9,33.4,10.6,5.1
160701,Loreto,Datem Del Marañon,Barranca,91.7,94.6,204,151,40,9,50.4,37.4,9.9,2.3,294,97,11,2,72.7,24.0,2.8,.5,168,150,70,16,41.5,37.2,17.3,4.0
160703,Loreto,Datem Del Marañon,Manseriche,100.0,84.5,143,56,9,1,68.4,26.8,4.2,.6,179,25,5,0,85.5,12.1,2.4,.0,139,49,20,1,66.6,23.3,9.6,.6
160801,Loreto,Putumayo,Putumayo,100.0,97.2,29,33,8,1,40.6,46.4,11.6,1.4,51,17,4,0,71.0,23.2,5.8,.0,26,25,19,1,36.8,35.3,26.5,1.5
160803,Loreto,Putumayo,Teniente Manuel Clavero,100.0,86.5,27,8,2,0,71.4,22.4,6.3,.0,37,0,0,0,100.0,.0,.0,.0,19,9,10,0,51.5,22.9,25.6,.0
170101,Madre de Dios,Tambopata,Tambopata,96.2,88.3,280,709,436,200,17.2,43.6,26.9,12.3,581,659,246,139,35.7,40.6,15.1,8.6,413,466,559,186,25.4,28.7,34.4,11.5
170102,Madre de Dios,Tambopata,Inambari,100.0,96.4,45,131,44,11,19.5,56.9,18.9,4.7,56,115,44,16,24.2,49.7,19.0,7.0,57,84,76,14,24.7,36.2,33.1,6.0
170103,Madre de Dios,Tambopata,Las Piedras,100.0,98.8,48,93,30,4,27.2,53.0,17.3,2.5,79,71,21,4,45.1,40.6,11.8,2.5,57,59,48,11,32.4,33.8,27.5,6.3
170104,Madre de Dios,Tambopata,Laberinto,100.0,94.5,28,61,23,4,24.2,52.3,19.6,3.9,38,50,19,9,33.0,43.4,16.2,7.5,39,35,37,5,33.4,30.3,31.6,4.7
170201,Madre de Dios,Manu,Manu,100.0,93.5,32,21,11,1,49.4,32.4,16.4,1.8,42,18,4,1,65.0,27.3,5.9,1.8,37,14,7,6,57.2,22.1,11.1,9.6
170203,Madre de Dios,Manu,Madre de Dios,100.0,100.0,34,53,23,3,30.2,46.8,20.1,2.9,46,45,11,11,40.7,40.2,9.6,9.6,32,39,32,9,28.7,34.7,28.8,7.8
170204,Madre de Dios,Manu,Huepetuhe,100.0,97.3,33,74,36,10,21.7,48.3,23.7,6.3,46,77,17,13,30.1,50.3,11.2,8.4,45,63,38,8,29.5,41.0,24.5,5.0
170301,Madre de Dios,Tahuamanu,Iñapari,100.0,100.0,8,15,6,1,25.0,50.0,21.4,3.6,17,12,1,,57.1,39.3,3.6,,9,5,12,4,28.6,17.9,39.3,14.3
170302,Madre de Dios,Tahuamanu,Iberia,100.0,96.9,19,49,27,9,18.3,47.5,25.7,8.5,57,33,8,5,55.1,32.1,7.5,5.2,34,30,27,14,32.2,28.5,25.7,13.6
170303,Madre de Dios,Tahuamanu,Tahuamanu,100.0,97.9,17,20,12,,35.0,41.0,24.1,,28,16,4,,58.9,32.4,8.6,,11,22,16,,21.9,45.7,32.4,
180101,Moquegua,Mariscal Nieto,Moquegua,100.0,98.5,72,374,417,229,6.6,34.3,38.2,21.0,172,425,252,242,15.8,38.9,23.1,22.2,145,276,420,249,13.3,25.3,38.5,22.9
180102,Moquegua,Mariscal Nieto,Carumas,100.0,100.0,3,5,2,1,27.3,45.5,18.2,9.1,5,5,0,1,45.5,45.5,.0,9.1,2,3,3,2,20.0,29.1,29.1,21.8
180104,Moquegua,Mariscal Nieto,Samegua,100.0,100.0,5,45,59,30,3.6,32.4,42.4,21.6,18,48,42,31,12.9,34.5,30.2,22.3,17,41,62,19,11.9,29.8,44.8,13.4
180105,Moquegua,Mariscal Nieto,San Cristobal,100.0,93.3,4,7,3,0,28.9,49.6,21.5,.0,6,8,1,0,37.0,55.6,7.4,.0,2,3,10,0,14.8,20.7,64.4,.0
180106,Moquegua,Mariscal Nieto,Torata,100.0,100.0,4,29,29,35,4.1,29.9,29.9,36.1,9,24,34,30,9.3,24.7,35.1,30.9,7,19,43,28,7.2,19.6,44.3,28.9
180201,Moquegua,General Sanchez Cerro,Omate,100.0,100.0,2,9,17,14,4.8,21.4,40.5,33.3,5,12,9,16,11.9,28.6,21.4,38.1,2,3,23,15,5.0,7.5,52.5,35.0
180204,Moquegua,General Sanchez Cerro,Ichuña,100.0,100.0,3,11,12,4,9.9,36.4,40.2,13.4,1,17,12,1,3.2,53.2,40.2,3.4,2,7,13,8,6.5,23.3,43.4,26.9
180207,Moquegua,General Sanchez Cerro,Matalaque,100.0,100.0,1,3,2,0,16.7,50.0,33.3,.0,2,3,1,0,33.3,50.0,16.7,.0,2,1,2,1,33.3,16.7,33.3,16.7
180208,Moquegua,General Sanchez Cerro,Puquina,100.0,100.0,2,17,13,7,5.1,43.6,33.3,17.9,9,13,9,8,23.1,33.3,23.1,20.5,6,7,14,12,15.4,17.9,35.9,30.8
180209,Moquegua,General Sanchez Cerro,Quinistaquillas,100.0,100.0,1,2,2,2,14.3,28.6,28.6,28.6,0,2,1,4,.0,28.6,14.3,57.1,0,3,3,1,.0,42.9,42.9,14.3
180210,Moquegua,General Sanchez Cerro,Ubinas,100.0,100.0,1,12,8,1,4.5,54.5,36.4,4.5,5,8,9,0,22.7,36.4,40.9,.0,1,7,11,3,4.5,31.8,50.0,13.6
180211,Moquegua,General Sanchez Cerro,Yunga,100.0,100.0,2,4,0,1,28.6,57.1,.0,14.3,5,0,2,0,71.4,.0,28.6,.0,3,3,1,0,42.9,42.9,14.3,.0
180301,Moquegua,Ilo,Ilo,100.0,97.3,63,323,435,288,5.7,29.1,39.2,26.0,135,394,298,282,12.2,35.6,26.9,25.4,148,256,450,255,13.4,23.0,40.6,23.0
180303,Moquegua,Ilo,Pacocha,100.0,100.0,10,42,65,73,5.2,22.1,34.2,38.4,14,67,42,68,7.5,35.1,21.9,35.5,16,41,82,52,8.6,21.4,42.8,27.1
190101,Pasco,Pasco,Chaupimarca,100.0,98.8,98,253,182,53,16.7,43.2,31.1,9.1,158,242,98,89,26.9,41.2,16.7,15.1,127,166,221,72,21.7,28.4,37.7,12.3
190102,Pasco,Pasco,Huachon,100.0,100.0,16,30,15,2,25.4,47.6,23.8,3.2,20,32,8,3,31.7,50.8,12.7,4.8,14,22,22,4,22.8,35.2,35.6,6.4
190103,Pasco,Pasco,Huariaca,100.0,99.3,38,63,31,8,27.3,44.7,22.3,5.7,54,64,11,10,38.9,46.0,7.9,7.2,36,53,43,8,25.5,38.0,30.7,5.9
190104,Pasco,Pasco,Huayllay,100.0,99.3,32,64,35,15,21.9,43.7,24.1,10.3,42,71,26,7,28.8,48.5,18.0,4.8,32,48,49,18,21.6,32.7,33.4,12.3
190105,Pasco,Pasco,Ninacaca,100.0,93.7,17,37,27,14,17.6,39.4,28.3,14.8,20,37,19,18,20.9,39.4,20.4,19.3,16,29,33,17,16.8,30.3,34.7,18.3
